Canonical_SMILES,starter_mod,firstExtension_module,secondExtension_mod,release_mod,Molecular_Weight,has_target_substructure,matching_patterns
CO[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),253.25,False,
C=CC[C@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),261.28,False,
C=CC[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),261.28,False,
Nc1ccc(C=C(O)[C@@H](O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),413.3,False,
CC(C)[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),265.31,False,
CCCCCC[C@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", 'loading: False']",TE(linear),305.37,False,
CCC(=CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),233.27,False,
CCCC[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),279.34,False,
CCCCCC[C@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),307.39,False,
CCCCCC[C@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),307.39,False,
CO[C@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),253.25,False,
CC(C)[C@@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),265.31,False,
CCCC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),279.34,False,
Nc1ccc(C=C(O)C(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),411.29,False,
Nc1ccc(C=C(O)C(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),411.29,False,
C[C@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),237.25,False,
C[C@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),237.25,False,
CCCCCC[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),307.39,False,
Nc1ccc(C=C(O)C[C@H](O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),223.23,False,
CCCCC(=CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),261.32,False,
Nc1ccc(C=C(O)[C@@H](O)[C@@H](O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),239.23,False,
CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),251.28,False,
CCCC[C@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),277.32,False,
CCCC[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),277.32,False,
CC(C)C(=CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),247.29,False,
CCCCCC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),307.39,False,
COC(=CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),235.24,False,
C[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),237.25,False,
Nc1ccc(C=C(O)C(=O)[C@H](O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),237.21,False,
Nc1ccc(C=C(O)C(=O)[C@@H](O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),237.21,False,
Nc1ccc(C=C(O)C(=O)C(O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", 'loading: False']",TE(linear),237.21,False,
CCCC[C@@H](CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),263.34,False,
CC[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),249.27,False,
Nc1ccc(C=C(O)[C@@H](O)CC(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'loading: False']",TE(linear),223.23,False,
CC[C@@H](CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),235.28,False,
CCCCCC[C@@H](C(=O)O)C(=O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),305.37,False,
C[C@@H](CC(O)=Cc1ccc(N)cc1)C(=O)O,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),221.26,False,
Nc1ccc(C=C(O)[C@@H](O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),413.3,False,
Nc1ccc(C=C(O)[C@H](O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),413.3,False,
Nc1ccc(C=C(O)CCC(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),207.23,False,
Nc1ccc(C=C(O)C=C(O)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),221.21,False,
CO[C@@H](C(=O)O)[C@H](O)C(O)=Cc1ccc(N)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),253.25,False,
Nc1ccc(C=C(O)C(=O)CC(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", 'loading: False']",TE(linear),221.21,False,
Nc1ccc(C=C(O)C(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O)cc1,"[""AT{'substrate': 'PABA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", 'loading: False']",TE(linear),411.29,False,
O=C(O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),456.15,False,
CC(C)[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),308.16,False,
CC(C)[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),308.16,False,
CO[C@@H](CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),280.11,False,
C[C@@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),280.11,False,
O=C(O)C=CC(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'loading: False']",TE(linear),248.06,False,
O=C(O)[C@@H](O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),282.08,False,
C=CC[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),306.15,False,
CC[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),294.13,False,
CC[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),294.13,False,
CC(C)[C@@H](CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),292.16,False,
O=C(O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)CC(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),440.15,False,
C=CCC(=CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),288.13,False,
CC(=CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),262.09,False,
CO[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),294.09,False,
CO[C@@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),294.09,False,
O=C(O)[C@@H](O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),282.08,False,
C=CC[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),306.15,False,
C[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),278.09,False,
C[C@@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),278.09,False,
CC[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),292.12,False,
CC[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),294.13,False,
O=C(O)C[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'A'}"", 'loading: False']",TE(linear),266.08,False,
CO[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),296.11,False,
O=C(O)[C@H](O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),282.08,False,
CCCCCCC(=CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),332.23,False,
CC(C)[C@@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", 'loading: False']",TE(linear),306.15,False,
CCCCCC[C@@H](CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),334.24,False,
C=CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),306.15,False,
C=CC[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),306.15,False,
CCCC[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),322.19,False,
CCCC[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),322.19,False,
CC(C)[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", 'loading: False']",TE(linear),306.15,False,
O=C(O)C(=CC(O)=Cc1c[nH]c(Cl)c1Cl)CCCCc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),438.14,False,
C=CC[C@@H](CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),290.15,False,
CO[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),296.11,False,
C=CC[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),304.13,False,
C=CC[C@@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),304.13,False,
O=C(O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),456.15,False,
CC(C)[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),308.16,False,
CCCCCC[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", 'loading: False']",TE(linear),348.23,False,
CCC(=CC(O)=Cc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']",TE(linear),276.12,False,
CCCC[C@@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),322.19,False,
CCCCCC[C@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),350.24,False,
CCCCCC[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),350.24,False,
CO[C@H](C(=O)O)[C@@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),296.11,False,
CC(C)[C@@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),308.16,False,
CCCC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'DCP'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),322.19,False,
