reactants,products,reactionString,ruleName
Cc1nc(C=C2OC(=O)[C@H](CCC(=O)O)[C@@H]2O)cs1.OO,Cc1nc(C=C2OC(=O)[C@H](CCC=O)[C@@H]2O)cs1.O.O=O,Cc1nc(C=C2OC(=O)[C@H](CCC(=O)O)[C@@H]2O)cs1.OO >> Cc1nc(C=C2OC(=O)[C@H](CCC=O)[C@@H]2O)cs1.O.O=O,rule0147_2
CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Cc1nc(C(=C2OC(=O)C[C@@H]2O)C(C)C)cs1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> Cc1nc(C(=C2OC(=O)C[C@@H]2O)C(C)C)cs1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CC[C@@]1(O)CC(=O)OC1=Cc1csc(C)n1,CCc1nc(C=C2OC(=O)C[C@@]2(C)O)cs1,CC[C@@]1(O)CC(=O)OC1=Cc1csc(C)n1 >> CCc1nc(C=C2OC(=O)C[C@@]2(C)O)cs1,rule0028_51
CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O.CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O,CCCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O.Cc1nc(C=C2OC(=O)C[C@@H]2O)c(C)s1,CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O.CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O >> CCCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O.Cc1nc(C=C2OC(=O)C[C@@H]2O)c(C)s1,rule0126_2
Cc1nc(C=C2OC(=O)[C@H](C(C)O)[C@@H]2O)cs1,CC(O)Cc1nc(C=C2OC(=O)C[C@@H]2O)cs1,Cc1nc(C=C2OC(=O)[C@H](C(C)O)[C@@H]2O)cs1 >> CC(O)Cc1nc(C=C2OC(=O)C[C@@H]2O)cs1,rule0028_50
Cc1nc(C=C2OC(O)[C@H](CCO)[C@@H]2O)cs1.Cc1nc(C=C2OC(O)[C@H](CCO)[C@@H]2O)cs1,Cc1nc(C=C2OC(O)(CO)[C@H](CCO)[C@@H]2O)cs1.Cc1nc(C=C2OC(O)[C@H](C)[C@@H]2O)cs1,Cc1nc(C=C2OC(O)[C@H](CCO)[C@@H]2O)cs1.Cc1nc(C=C2OC(O)[C@H](CCO)[C@@H]2O)cs1 >> Cc1nc(C=C2OC(O)(CO)[C@H](CCO)[C@@H]2O)cs1.Cc1nc(C=C2OC(O)[C@H](C)[C@@H]2O)cs1,rule0126_2
CCc1nc(C=C2OC(=O)[C@H](CC)[C@@H]2O)cs1,CC[C@H]1C(=O)OC(=Cc2cscn2)[C@@]1(O)CC,CCc1nc(C=C2OC(=O)[C@H](CC)[C@@H]2O)cs1 >> CC[C@H]1C(=O)OC(=Cc2cscn2)[C@@]1(O)CC,rule0028_51
CC(=C1OC(=O)[C@H](C)[C@@H]1O)c1csc(C)n1.CC(=C1OC(=O)[C@H](C)[C@@H]1O)c1csc(C)n1,CCc1nc(C(C)=C2OC(=O)[C@H](C)[C@@H]2O)cs1.Cc1nc(C=C2OC(=O)[C@H](C)[C@@H]2O)cs1,CC(=C1OC(=O)[C@H](C)[C@@H]1O)c1csc(C)n1.CC(=C1OC(=O)[C@H](C)[C@@H]1O)c1csc(C)n1 >> CCc1nc(C(C)=C2OC(=O)[C@H](C)[C@@H]2O)cs1.Cc1nc(C=C2OC(=O)[C@H](C)[C@@H]2O)cs1,rule0126_2
Cc1nc(C=C2OC(=O)[C@H](CCC(=O)O)[C@@H]2O)cs1,CC[C@H]1C(=O)OC(=Cc2csc(C)n2)[C@H]1O.O=C=O,Cc1nc(C=C2OC(=O)[C@H](CCC(=O)O)[C@@H]2O)cs1 >> CC[C@H]1C(=O)OC(=Cc2csc(C)n2)[C@H]1O.O=C=O,rule0024_52
CCCc1nc(C=C2OC(=O)C[C@@H]2O)cs1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCCCc1nc(C=C2OC(=O)C[C@@H]2O)cs1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCCc1nc(C=C2OC(=O)C[C@@H]2O)cs1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCCCc1nc(C=C2OC(=O)C[C@@H]2O)cs1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
Cc1nc(C=C2OC(=O)[C@H](C(C)C(=O)O)[C@@H]2O)cs1,Cc1nc2c(s1)O[C@@H]1C(=C2)OC(=O)[C@@H]1C(C)C(O)O,Cc1nc(C=C2OC(=O)[C@H](C(C)C(=O)O)[C@@H]2O)cs1 >> Cc1nc2c(s1)O[C@@H]1C(=C2)OC(=O)[C@@H]1C(C)C(O)O,rule0169_1
*C1=C(*)C(=O)C(*)=C(*)C1=O.Cc1nc(C=C2OC(O)[C@H](C(C)O)[C@@H]2O)cs1,*c1c(*)c(O)c(*)c(*)c1O.CC(=O)[C@H]1C(O)OC(=Cc2csc(C)n2)[C@H]1O,*C1=C(*)C(=O)C(*)=C(*)C1=O.Cc1nc(C=C2OC(O)[C@H](C(C)O)[C@@H]2O)cs1 >> *c1c(*)c(O)c(*)c(*)c1O.CC(=O)[C@H]1C(O)OC(=Cc2csc(C)n2)[C@H]1O,rule0467_8
CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1csc(C)n1,CC[C@@H]1[C@H](O)C(=Cc2csc(C)n2)OC1(O)O,CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1csc(C)n1 >> CC[C@@H]1[C@H](O)C(=Cc2csc(C)n2)OC1(O)O,rule0063_1
Cc1nc(C=C2OC(=O)[C@H](C(C)C)[C@@H]2O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1nc(C=C2OC(=O)[C@H](C(C)CO)[C@@H]2O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,Cc1nc(C=C2OC(=O)[C@H](C(C)C)[C@@H]2O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1nc(C=C2OC(=O)[C@H](C(C)CO)[C@@H]2O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13
Cc1nc(C=C2OC(=O)[C@H](C(C)O)[C@@H]2O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC[C@H]1C(=O)OC(=Cc2csc(C)n2)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1nc(C=C2OC(=O)[C@H](C(C)O)[C@@H]2O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CC[C@H]1C(=O)OC(=Cc2csc(C)n2)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61
CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O,Cc1nc(C=C2OC(=O)C[C@@]2(C)O)c(C)s1,CCc1sc(C)nc1C=C1OC(=O)C[C@@H]1O >> Cc1nc(C=C2OC(=O)C[C@@]2(C)O)c(C)s1,rule0028_51
CC[C@]1(C)C(=O)OC(=Cc2csc(C)n2)[C@H]1O,CC[C@]1(O)C(=Cc2csc(C)n2)OC(=O)[C@@H]1C,CC[C@]1(C)C(=O)OC(=Cc2csc(C)n2)[C@H]1O >> CC[C@]1(O)C(=Cc2csc(C)n2)OC(=O)[C@@H]1C,rule0028_51
Cc1nc(C=C2OC(=O)[C@H](C(C)C(=O)O)[C@@H]2O)cs1,CC[C@H]1C(=O)OC(=Cc2nc(C)sc2C(=O)O)[C@H]1O,Cc1nc(C=C2OC(=O)[C@H](C(C)C(=O)O)[C@@H]2O)cs1 >> CC[C@H]1C(=O)OC(=Cc2nc(C)sc2C(=O)O)[C@H]1O,rule0028_50
CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1csc(C)n1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC[C@@H](C(=O)O)[C@H](O)C(O)Cc1csc(C)n1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CC[C@@H](C(=O)O)[C@H](O)C(O)=Cc1csc(C)n1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC[C@@H](C(=O)O)[C@H](O)C(O)Cc1csc(C)n1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,rule0027_62
CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1,CC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.CCC(=C1OC(=O)C[C@@]1(C)O)c1csc(C)n1,CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.CCC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1 >> CC(=C1OC(=O)C[C@@H]1O)c1csc(C)n1.CCC(=C1OC(=O)C[C@@]1(C)O)c1csc(C)n1,rule0126_2
