jobName,jobDir,jobIndex,starterSmiles,targetSmiles,targetCanonical,generationRun,maxAtoms,targetInNetwork,numMolecules,seconds,status,searchDepth,maxNumRxns,minRxnAtomEconomy,targetUsedForPathwaySearch,runRanking,runVisualization,pathwaysTxtFound,numPathwayBlocksOriginal,numPathwayBlocksExact,exactPathwaysTxt,backupPathwaysTxt,error
high_pPotency_molecule_pathway11_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway11_wGen1,11,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)CC(=O)O,O=C(O)CC(=O)O,1,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",False,59.0,23.8,ok,1.0,1.0,0.0,O=C(O)CC(=O)O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway11_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway11_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway11_wGen2,11,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)CC(=O)O,O=C(O)CC(=O)O,2,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",False,300.0,255.73,ok,2.0,2.0,0.0,O=C(O)CC(=O)O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway11_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway11_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway11_wGen3,11,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C(O)CC(=O)O,O=C(O)CC(=O)O,3,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",True,4749.0,22971.88,ok,3.0,3.0,0.0,O=C(O)CC(=O)O,True,False,True,15.0,15.0,high_pPotency_molecule_pathway11_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway11_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway12_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway12_wGen1,12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,23.17,ok,1.0,1.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway12_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway12_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway12_wGen2,12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,201.8,ok,2.0,2.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway12_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway12_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway12_wGen3,12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,5304.0,26576.92,ok,3.0,3.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O,True,False,True,73.0,73.0,high_pPotency_molecule_pathway12_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway12_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway13_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway13_wGen1,13,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,1,"{'C': 15, 'N': 8, 'O': 8, 'S': 1}",False,61.0,24.42,ok,1.0,1.0,0.0,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,True,False,False,0.0,0.0,high_pPotency_molecule_pathway13_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway13_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway13_wGen2,13,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,2,"{'C': 15, 'N': 8, 'O': 8, 'S': 1}",False,361.0,303.96,ok,2.0,2.0,0.0,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,True,False,False,0.0,0.0,high_pPotency_molecule_pathway13_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway13_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway13_wGen3,13,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,3,"{'C': 15, 'N': 8, 'O': 8, 'S': 1}",True,6207.0,46644.64,ok,3.0,3.0,0.0,Nc1nc2c(ncn2[C@@H]2OC(C(O)O)=C[C@H]2O)c(=O)[nH]1,True,False,True,1.0,1.0,high_pPotency_molecule_pathway13_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway13_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway14_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway14_wGen1,14,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)O,NC(=O)O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,22.7,ok,1.0,1.0,0.0,NC(=O)O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway14_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway14_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway14_wGen2,14,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)O,NC(=O)O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,202.18,ok,2.0,2.0,0.0,NC(=O)O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway14_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway14_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway14_wGen3,14,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)O,,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",,,26413.38,fail,,,,,,,,,,,,min() iterable argument is empty
high_pPotency_molecule_pathway15_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway15_wGen1,15,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,22.83,ok,1.0,1.0,0.0,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,True,False,False,0.0,0.0,high_pPotency_molecule_pathway15_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway15_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway15_wGen2,15,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,202.33,ok,2.0,2.0,0.0,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,True,False,False,0.0,0.0,high_pPotency_molecule_pathway15_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway15_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway15_wGen3,15,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,5304.0,26286.47,ok,3.0,3.0,0.0,Nc1nc2nc3c1nc(C(O)O)n3[C@@H]1OC[C@@H](O)[C@H]1O2,True,False,True,1.0,1.0,high_pPotency_molecule_pathway15_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway15_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway16_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway16_wGen1,16,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,1,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",False,59.0,23.53,ok,1.0,1.0,0.0,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway16_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway16_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway16_wGen2,16,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,2,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",False,300.0,254.67,ok,2.0,2.0,0.0,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway16_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway16_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway16_wGen3,16,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,3,"{'C': 15, 'N': 6, 'O': 8, 'S': 1}",True,4749.0,22979.79,ok,3.0,3.0,0.0,O=c1[nH]cnc2c1ncn2[C@@H]1OC(C(O)O)=C[C@H]1O,True,False,True,1.0,1.0,high_pPotency_molecule_pathway16_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway16_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway17_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway17_wGen1,17,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,23.09,ok,1.0,1.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway17_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway17_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway17_wGen2,17,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,203.61,ok,2.0,2.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway17_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway17_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway17_wGen3,17,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,5304.0,25200.29,ok,3.0,3.0,0.0,O=CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,True,False,True,1.0,1.0,high_pPotency_molecule_pathway17_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway17_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway18_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway18_wGen1,18,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,22.76,ok,1.0,1.0,0.0,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway18_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway18_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway18_wGen2,18,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,202.42,ok,2.0,2.0,0.0,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway18_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway18_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway18_wGen3,18,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,5304.0,25225.87,ok,3.0,3.0,0.0,O=C1Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,True,False,True,1.0,1.0,high_pPotency_molecule_pathway18_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway18_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway19_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway19_wGen1,19,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,22.77,ok,1.0,1.0,0.0,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway19_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway19_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway19_wGen2,19,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,303.0,200.59,ok,2.0,2.0,0.0,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway19_wGen2_pathways_exact2.txt,,
high_pPotency_molecule_pathway19_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway19_wGen3,19,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,5304.0,24723.85,ok,3.0,3.0,0.0,CC1(C)O[C@@H](n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,True,False,True,3.0,3.0,high_pPotency_molecule_pathway19_wGen3_pathways_exact3.txt,high_pPotency_molecule_pathway19_wGen3_pathways_unfiltered.txt,
high_pPotency_molecule_pathway20_wGen1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway20_wGen1,20,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,1,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",False,53.0,23.0,ok,1.0,1.0,0.0,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,True,False,False,0.0,0.0,high_pPotency_molecule_pathway20_wGen1_pathways_exact1.txt,,
high_pPotency_molecule_pathway20_wGen2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway20_wGen2,20,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,2,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",True,303.0,207.54,ok,2.0,2.0,0.0,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,True,False,True,1.0,1.0,high_pPotency_molecule_pathway20_wGen2_pathways_exact2.txt,high_pPotency_molecule_pathway20_wGen2_pathways_unfiltered.txt,
high_pPotency_molecule_pathway20_wGen3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/DrugDesignData/Results/combinedEbolaVirus_bestMACAW_allDB_generative/DORAnet/InoAdeGuoXan/PATHWAY_reconstruction_run3/high_pPotency_molecule_pathway20_wGen3,20,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,,3,"{'C': 15, 'N': 8, 'O': 6, 'S': 1}",,,24650.42,fail,,,,,,,,,,,,min() iterable argument is empty
