reactants,products,reactionString,ruleName
CC[C@H]1C(=O)OC(=CC2CCCC2=O)C1=O,CCC1CCC(C=C2OC(=O)CC2=O)C1=O,CC[C@H]1C(=O)OC(=CC2CCCC2=O)C1=O >> CCC1CCC(C=C2OC(=O)CC2=O)C1=O,rule0028_51
CCC1C=C(C=C2OC(=O)CC2=O)C(=O)C1,CCC1=C(C=C2OC(=O)CC2=O)C(=O)CC1,CCC1C=C(C=C2OC(=O)CC2=O)C(=O)C1 >> CCC1=C(C=C2OC(=O)CC2=O)C(=O)CC1,rule0028_51
O=C1OC(=CC2=CCCC2O)C(=O)[C@H]1CCO,C[C@H]1C(=O)OC(=C(CO)C2=CCCC2O)C1=O,O=C1OC(=CC2=CCCC2O)C(=O)[C@H]1CCO >> C[C@H]1C(=O)OC(=C(CO)C2=CCCC2O)C1=O,rule0028_50
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1CCC=C1C=C1OC(O)[C@H](CCO)C1=O,CC[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1CCC=C1C=C1OC(O)[C@H](CCO)C1=O >> CC[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61
CCC1CC=C(C=C2OC(=O)CC2=O)C1=O,CCC1C(=O)OC(=CC2=CCCC2=O)C1=O,CCC1CC=C(C=C2OC(=O)CC2=O)C1=O >> CCC1C(=O)OC(=CC2=CCCC2=O)C1=O,rule0028_51
CC(O)[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O,C.O=C[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O,CC(O)[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O >> C.O=C[C@@H]1C(=O)C(=CC2=CCCC2=O)OC1O,rule0053_20
O=C1OC(=CC2=CCCC2O)C(=O)[C@H]1CCO,C[C@H]1C(=O)OC(=CC2=CCCC2(O)CO)C1=O,O=C1OC(=CC2=CCCC2O)C(=O)[C@H]1CCO >> C[C@H]1C(=O)OC(=CC2=CCCC2(O)CO)C1=O,rule0028_50
CCC(C1=CCCC1=O)=C1OC(=O)CC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC1(C2=CCCC2=O)OC12OC(=O)CC2=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C1=CCCC1=O)=C1OC(=O)CC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC1(C2=CCCC2=O)OC12OC(=O)CC2=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0077_4
CC(O)[C@H]1C(=O)OC(=CC2=CCCC2=O)C1O,CC1C=C(C=C2OC(=O)[C@H](CO)C2O)C(=O)C1,CC(O)[C@H]1C(=O)OC(=CC2=CCCC2=O)C1O >> CC1C=C(C=C2OC(=O)[C@H](CO)C2O)C(=O)C1,rule0028_51
CCC(C1=CCCC1=O)=C1OC(=O)CC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1CC(=O)C(=C(CCO)C2=CCCC2=O)O1,CCC(C1=CCCC1=O)=C1OC(=O)CC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1CC(=O)C(=C(CCO)C2=CCCC2=O)O1,rule0004_13
