reactants,products,reactionString,ruleName
CCC(C=C1OC(=O)[C@@H](OC)C1=O)(CC)C(N)=O,C=C1OC(=O)[C@@](OC)(C(CC)(CC)C(N)=O)C1=O,CCC(C=C1OC(=O)[C@@H](OC)C1=O)(CC)C(N)=O >> C=C1OC(=O)[C@@](OC)(C(CC)(CC)C(N)=O)C1=O,rule0028_51
N.NC(=O)O,NC(N)=O.O,N.NC(=O)O >> NC(N)=O.O,rule0055_2
CC[C@H](CC1OC(=O)[C@@H](OC)C1=O)C(N)=O,CO[C@@H]1C(=O)OC(C)(C[C@@H](C)C(N)=O)C1=O,CC[C@H](CC1OC(=O)[C@@H](OC)C1=O)C(N)=O >> CO[C@@H]1C(=O)OC(C)(C[C@@H](C)C(N)=O)C1=O,rule0028_51
CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CO[C@@H]1C(=O)OC(C[C@H](C(N)=O)C(C)C)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CO[C@@H]1C(=O)OC(C[C@H](C(N)=O)C(C)C)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,rule0027_62
CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O.CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O,CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O.CO[C@@H]1C(=O)OC(=C[C@@](C)(C(N)=O)C(C)C)C1=O,CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O.CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O >> CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O.CO[C@@H]1C(=O)OC(=C[C@@](C)(C(N)=O)C(C)C)C1=O,rule0126_2
CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O.CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O,CCCO[C@@H]1C(=O)OC(=C[C@@H](CC)C(N)=O)C1=O.CO[C@@H]1C(=O)OC(=CCC(N)=O)C1=O,CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O.CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O >> CCCO[C@@H]1C(=O)OC(=C[C@@H](CC)C(N)=O)C1=O.CO[C@@H]1C(=O)OC(=CCC(N)=O)C1=O,rule0126_2
CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(=O)NC,CNC(=O)C(C)CC=C1OC(=O)[C@@H](OC)C1=O,CC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(=O)NC >> CNC(=O)C(C)CC=C1OC(=O)[C@@H](OC)C1=O,rule0028_51
CCC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O,CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O,CCC[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O >> CO[C@@H]1C(=O)OC(=C[C@H](C(N)=O)C(C)C)C1=O,rule0028_51
CCC(C)[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O,CCC(C)CC=C1OC(=O)[C@@H](OCC(N)=O)C1=O,CCC(C)[C@H](C=C1OC(=O)[C@@H](OC)C1=O)C(N)=O >> CCC(C)CC=C1OC(=O)[C@@H](OCC(N)=O)C1=O,rule0028_51
CCCC=C1OC(=O)[C@@H](OCC(N)=O)C1=O,CCCC=C1OC(=O)[C@@H](OC(=O)CN)C1=O,CCCC=C1OC(=O)[C@@H](OCC(N)=O)C1=O >> CCCC=C1OC(=O)[C@@H](OC(=O)CN)C1=O,rule0482_1
CC[C@@H](C#N)C=C1OC(=O)[C@@H](OC)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC[C@](C)(C#N)C=C1OC(=O)[C@@H](OC)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@@H](C#N)C=C1OC(=O)[C@@H](OC)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC[C@](C)(C#N)C=C1OC(=O)[C@@H](OC)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CCC(CC(N)=O)=C1OC(=O)[C@@H](OC)C1=O,CCC(CC#N)=C1OC(=O)[C@@H](OC)C1=O.O,CCC(CC(N)=O)=C1OC(=O)[C@@H](OC)C1=O >> CCC(CC#N)=C1OC(=O)[C@@H](OC)C1=O.O,rule0241_3
