Smiles,Standard Value,Standard Units,Standard Type,Standard Relation,pChEMBL Value,Molecule ChEMBL ID,Molecular Weight,AlogP,Target ChEMBL ID,Target Name,Target Organism
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,,,Activity,,,CHEMBL230006,470.69,6.41,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,50.0,%,Inhibition,'=',,CHEMBL180920,266.34,4.22,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cc(C2c3cc(OC(=O)c4ccccc4)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1OC(=O)c1ccccc1,,%,Inhibition,,,CHEMBL242247,568.62,5.05,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1c(C(C)C)cc2c(c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,,%,Inhibition,,,CHEMBL243330,330.47,5.19,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,630.0,nM,EC50,'=',6.2,CHEMBL431525,454.7,7.3,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Nc1ncnc2c([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c[nH]c12,,,EC50,,,CHEMBL225599,262.27,-0.72,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Nc1ncnc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,,,IC50,,,CHEMBL8771,263.26,-1.4,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Nc1nc(=O)c([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)c[nH]1,100000.0,nM,EC50,'>',,CHEMBL225046,239.23,-1.91,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,6500.0,nM,EC50,'=',5.19,CHEMBL16901,266.34,4.22,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
O=C1OC[C@H](Cc2ccc3c(c2)OCO3)/C1=C\c1ccc2c(c1)OCO2,1130.0,nM,EC50,'=',5.95,CHEMBL395263,352.34,2.94,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)C1=C(O)C(=O)C2=C(C=C[C@H]3C(C)(C)CCC[C@]23C)C1=O,5550.0,nM,EC50,'=',5.26,CHEMBL242491,314.43,4.31,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,25.0,%,Inhibition,'=',,CHEMBL197308,286.46,5.55,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,25.0,%,Inhibition,'<',,CHEMBL431525,454.7,7.3,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C[C@@H]1CC[C@H]2[C@@](C)(CO)[C@H]3C[C@@]12CC[C@@]3(C)O,25.0,%,Inhibition,'<',,CHEMBL396521,238.37,2.58,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1c(C(C)C)cc2c(c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1C[C@@H]2O,25.0,%,Inhibition,'<',,CHEMBL390220,332.48,5.05,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)c1ccc2c(c1)C(=O)C[C@H]1C(C)(C)CCC[C@]21C,25.0,%,Inhibition,'<',,CHEMBL428568,284.44,5.48,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1c(C(C)C)cc2c(c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1C[C@@H]2O,,%,Inhibition,,,CHEMBL390220,332.48,5.05,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,50.0,%,Inhibition,'=',,CHEMBL52606,410.51,1.52,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C1CC[C@@H]2[C@](C)(CCC[C@]2(C)C(=O)O)[C@H]1CCC1=CCOC1=O,,%,Inhibition,,,CHEMBL465159,332.44,4.11,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)C1=C[C@]2(O)CC[C@H]3C(C)(C)CCC[C@]3(C)C2=CC1=O,50.0,%,Inhibition,'=',,CHEMBL243549,302.46,4.44,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)Oc1cc2c(cc1C(C)C)C=C[C@H]1C(C)(C)[C@@H](OC(C)=O)CC[C@]21C,25.0,%,Inhibition,'=',,CHEMBL242436,384.52,5.39,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,13500.0,nM,IC50,'=',4.87,CHEMBL245019,259.22,-2.7,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
OCC(CO)CCn1cnc2c(Cl)ncnc21,300000.0,nM,IC50,'>',,CHEMBL388932,256.69,0.47,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC1=C[C@@H]2[C@@H](CC1)[C@](C)(O)CC[C@H]2C(C)C,25.0,%,Inhibition,'=',,CHEMBL486795,222.37,3.78,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)C[C@H](NC(=O)OC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],2200.0,nM,IC50,'=',5.66,CHEMBL5184284,535.54,0.92,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],2200.0,nM,IC50,'=',5.66,CHEMBL2315036,507.54,0.54,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,4800.0,nM,EC50,'=',5.32,CHEMBL4777223,472.54,0.89,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)n1ccc2c(C(=O)Oc3cncc(Cl)c3)cccc21,1080.0,nM,IC50,'=',5.97,CHEMBL490821,314.73,3.57,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2ccccc2[nH]1,45000.0,nM,EC50,'=',4.35,CHEMBL4743032,456.54,1.54,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,15.7,nM,IC50,'=',7.8,CHEMBL400092,287.31,0.75,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1,5400.0,nM,EC50,'=',5.27,CHEMBL3233815,390.5,5.07,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1000.0,nM,EC50,'>=',,CHEMBL3769592,314.86,4.07,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C[C@H](NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)CF,100000.0,nM,EC50,'>',,CHEMBL383742,395.43,1.19,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)CF,6600.0,nM,EC50,'=',5.18,CHEMBL381698,423.49,1.83,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)CF,12600.0,nM,EC50,'=',4.9,CHEMBL381698,423.49,1.83,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)CF,8800.0,nM,EC50,'=',5.06,CHEMBL202601,437.51,2.22,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,8300.0,nM,IC50,'>',,CHEMBL160,1202.63,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,7700.0,nM,IC50,'=',5.11,CHEMBL1651956,1216.66,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,69.0,nM,EC50,'=',7.16,CHEMBL4065616,602.59,2.31,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,4100.0,nM,EC50,'=',5.39,CHEMBL76,319.88,4.81,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,850.0,nM,IC50,'=',6.07,CHEMBL223643,1111.34,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC=C(C)C)CC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(C)C,75000.0,nM,IC50,'=',4.12,CHEMBL238217,636.79,2.07,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1,45000.0,nM,IC50,'=',4.35,CHEMBL194398,580.68,2.69,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,7500.0,nM,EC50,'=',5.12,CHEMBL52606,410.51,1.52,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C1CC[C@@H]2[C@](C)(CCC[C@]2(C)C(=O)O)[C@H]1CCC1=CCOC1=O,4710.0,nM,EC50,'=',5.33,CHEMBL465159,332.44,4.11,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,50.0,%,Inhibition,'=',,CHEMBL140,368.39,3.37,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,25.0,%,Inhibition,'<',,CHEMBL431525,454.7,7.3,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,,Activity,,,CHEMBL140,368.39,3.37,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=C1CC[C@@H]2[C@](C)(CCC[C@]2(C)C(=O)O)[C@H]1CCC1=CCOC1=O,,%,Inhibition,,,CHEMBL465159,332.44,4.11,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,25.0,%,Inhibition,'=',,CHEMBL223643,1111.34,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O,48700.0,nM,IC50,'=',4.31,CHEMBL397974,286.68,-0.91,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
OC[C@@H]1C[C@@H](O)[C@H](n2cnc3c(Cl)ncnc32)O1,300000.0,nM,IC50,'>',,CHEMBL244380,270.68,0.12,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Nc1nc(Cl)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,300000.0,nM,IC50,'>',,CHEMBL244169,301.69,-1.33,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2.0,,log10 TCID50,'=',,CHEMBL213054,600.76,3.15,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C[C@H](Nc1nc(N2CCNCC2)nc2ccccc12)c1ccccc1,946.0,nM,IC50,'=',6.02,CHEMBL1683848,333.44,3.21,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Cc1cnc(N)c2ncn([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c12,,,Activity,,,CHEMBL3603846,276.3,-0.48,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CNCc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5200.0,nM,EC50,'=',5.28,CHEMBL559234,332.45,4.36,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC=C(C)C)CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,70000.0,nM,IC50,'=',4.16,CHEMBL196635,558.68,2.8,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,9700.0,nM,EC50,'=',5.01,CHEMBL1172890,402.54,4.94,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)c3nc4ccccc4s3)cc12,210.0,nM,EC50,'=',6.68,CHEMBL2435614,575.69,3.82,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)CC)C(C)C)[C@@H](C)CC,5200.0,nM,EC50,'=',5.28,CHEMBL5436310,3123.56,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,14500.0,nM,EC50,'=',4.84,CHEMBL549695,304.39,4.22,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,8300.0,nM,EC50,'=',5.08,CHEMBL3233809,429.56,4.89,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
NC(=O)c1cn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)nn1,2.1,,Selectivity index,'>',,CHEMBL203308,240.22,-2.43,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
NC(=O)c1cn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)cn1,100000.0,nM,EC50,'>',,CHEMBL381539,239.23,-1.82,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
NC(=O)c1cn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)cn1,100000.0,nM,IC50,'>',,CHEMBL381539,239.23,-1.82,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)OC[C@H]1O[C@@H](n2c(-c3ccccn3)cc(-c3ccc(Cl)cc3)c(C#N)c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,8300.0,nM,EC50,'=',5.08,CHEMBL3120676,638.03,3.36,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,,,IC50,,,CHEMBL238216,581.67,1.6,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(C)C,100000.0,nM,IC50,'=',4.0,CHEMBL235873,659.78,0.87,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)(C)OC(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)Oc1cncc(Cl)c1,100000.0,nM,IC50,'>',,CHEMBL490209,427.91,2.6,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Cc1ccc(S(=O)(=O)n2ccc3cc(C(=O)Oc4cncc(Cl)c4)ccc32)cc1,370.0,nM,IC50,'=',6.43,CHEMBL497351,426.88,4.45,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
O=C(Oc1cncc(Cl)c1)c1ccc2[nH]ccc2c1,310.0,nM,IC50,'=',6.51,CHEMBL510559,272.69,3.44,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,25.0,%,Inhibition,'<',,CHEMBL16901,266.34,4.22,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,25.0,%,Inhibition,'<',,CHEMBL195296,300.44,5.19,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1ccc(CNC(=O)C2CCN(Cc3cccc4ccccc34)CC2)cc1,,,EC50,,,CHEMBL1173049,388.51,4.38,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)N1Cc2ccccc2C[C@H]1C(=O)Oc1cncc(Cl)c1,140.0,nM,IC50,'=',6.85,CHEMBL490210,330.77,2.61,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,30.0,nM,IC50,'=',7.52,CHEMBL490820,272.69,3.44,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
O=C(On1nnc2ccccc21)c1ccc2[nH]ccc2c1,200.0,nM,IC50,'=',6.7,CHEMBL497141,278.27,2.18,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(=O)n1ccc2cc(C(=O)Oc3cncc(Cl)c3)ccc21,400.0,nM,IC50,'=',6.4,CHEMBL497143,314.73,3.57,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,2240.0,nM,EC50,'=',5.65,CHEMBL2016757,291.27,-1.86,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,2608.0,nM,IC50,'=',5.58,CHEMBL1200383,403.54,4.42,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)C1=C(O)C(=O)C2=C(C=C[C@H]3C(C)(C)CCC[C@]23C)C1=O,,,Activity,,,CHEMBL242491,314.43,4.31,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,,Activity,,,CHEMBL140,368.39,3.37,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,9823.0,nM,IC50,'=',5.01,CHEMBL941,493.62,4.59,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)[C@H]1CC=C(C(=O)O)[C@@H]2CCC(CO)=C[C@H]12,,,Activity,,,CHEMBL1087672,250.34,2.62,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
NC(=O)c1cn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)nn1,100000.0,nM,IC50,'>',,CHEMBL203308,240.22,-2.43,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H](CO)C1(F)F,,,Activity,,,CHEMBL4544781,301.25,-1.07,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1O,100000.0,nM,EC50,'>',,CHEMBL1306213,284.37,4.12,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccn2)[nH]c1=O,320.0,nM,EC50,'>',,CHEMBL3120674,307.74,3.63,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
COc1cccc2[nH]c(C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,47000.0,nM,EC50,'=',4.33,CHEMBL4764415,506.56,1.09,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CN1CCN(c2ccc(CNC(=O)c3ccno3)cc2)CC1,3100.0,nM,IC50,'=',5.51,CHEMBL5270769,300.36,1.36,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)OCC(=O)N1CCCc2ccccc21,273000.0,nM,IC50,'=',,CHEMBL263634,535.6,3.34,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,69.0,nM,EC50,'=',7.16,CHEMBL4065616,602.59,2.31,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)CC)C(C)C)[C@@H](C)CC,17000.0,nM,EC50,'=',4.77,CHEMBL5436310,3123.56,,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,65.0,%,Inhibition,'=',,CHEMBL590799,398.42,1.39,CHEMBL4303836,SARS-CoV,Severe acute respiratory syndrome-related coronavirus
