Smiles,Standard Value,Standard Units,Standard Type,Standard Relation,pChEMBL Value,Molecule ChEMBL ID,Molecular Weight,AlogP,Target ChEMBL ID,Target Name,Target Organism
O=C(O)CCCCCNC(=O)/C(=C/c1ccccc1)NC(=O)c1ccco1,0.0,%,Inhibition,'=',,CHEMBL1631000,370.4,2.81,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(c1ccco1)N1CCN(C(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc3nsnc3c2)CC1,22.0,%,Inhibition,'=',,CHEMBL1631619,525.61,2.16,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(NCC1COc2ccccc2O1)C(Cc1ccccc1)NS(=O)(=O)c1ccc2nsnc2c1,20.0,%,Inhibition,'=',,CHEMBL1631621,510.6,2.54,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12)N1CCC2(CC1)OCCO2,9.0,%,Inhibition,'=',,CHEMBL1631628,481.57,2.49,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
COc1ccc(CCNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc(Cl)cc2)cc1OC,14.0,%,Inhibition,'=',,CHEMBL1631634,503.02,3.61,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(NCc1ccc(Cl)cc1)C1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1,23.6,%,Inhibition,'=',,CHEMBL1396288,465.92,4.61,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
CCc1ccc(CNC(=O)C2CCCN(c3ncnc4onc(-c5ccc(F)cc5)c34)C2)cc1,7.0,%,Inhibition,'=',,CHEMBL1631730,459.53,4.52,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(CCn1c(=O)c2ccccc2n(Cc2cc(=O)n3ccccc3n2)c1=O)NCc1ccco1,15.0,%,Inhibition,'=',,CHEMBL1391201,471.47,1.52,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)NCc1ccco1,34.2,%,Inhibition,'=',,CHEMBL1631740,449.49,3.18,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
Cc1cccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)NCc4cccs4)cc32)c1,8.3,%,Inhibition,'=',,CHEMBL1593957,470.62,6.3,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(N/N=C/c1ccc(Br)s1)c1cc(-c2ccccc2)nc2ccccc12,5.0,%,Inhibition,'=',,CHEMBL1632512,436.33,5.49,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=c1c(/C=N/Cc2ccco2)c(CSc2ccc(Cl)cc2)[nH]n1-c1nc2ccccc2s1,1.3,nM,EC50,'=',8.89,CHEMBL1631748,481.0,5.93,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=c1c(/C=N/Cc2ccco2)c(CSc2ccc(Cl)cc2)[nH]n1-c1nc2ccccc2s1,,%,Inhibition,,,CHEMBL1631748,481.0,5.93,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(NCc1cccs1)C(Cc1ccccc1)NS(=O)(=O)c1ccc2nsnc2c1,,%,Inhibition,,,CHEMBL1631618,458.59,2.96,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(NCc1cccs1)C(Cc1ccccc1)NS(=O)(=O)c1ccc2nsnc2c1,,%,Inhibition,,,CHEMBL1631618,458.59,2.96,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=c1c(/C=N/Cc2ccco2)c(CSc2ccc(Cl)cc2)[nH]n1-c1nc2ccccc2s1,,%,Inhibition,,,CHEMBL1631748,481.0,5.93,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
Cc1cccc(NC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3nsnc23)n1,17.7,%,Inhibition,'=',,CHEMBL1630965,453.55,2.92,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
COc1ccc(OC)c(NC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3nsnc23)c1,6.4,%,Inhibition,'=',,CHEMBL1630969,498.59,3.24,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
COc1ccccc1CNC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,4.8,%,Inhibition,'=',,CHEMBL1630971,482.59,2.91,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
CC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,2.0,%,Inhibition,'=',,CHEMBL1630974,466.59,3.46,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
O=C(NCCC1=CCCCC1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,0.0,%,Inhibition,'=',,CHEMBL1630977,470.62,3.59,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
Cc1ccc(Cl)cc1NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12,14.0,%,Inhibition,'=',,CHEMBL1630986,479.99,4.72,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
COc1ccc(Cl)cc1NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12,8.0,%,Inhibition,'=',,CHEMBL1630990,495.99,4.43,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
COc1ccc(CCNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)cc1OC,14.0,%,Inhibition,'=',,CHEMBL1630994,547.47,3.71,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)O)cc1,0.0,%,Inhibition,'=',,CHEMBL1630997,475.57,0.72,CHEMBL1907598,Integrin alpha-V/beta-3,Homo sapiens
