Smiles,Standard Value,Standard Units,Standard Type,Standard Relation,pChEMBL Value,Molecule ChEMBL ID,Molecular Weight,AlogP,Target ChEMBL ID,Target Name,Target Organism
CC(C)(C)c1ccc(O)cc1,0.09,%,Inhibition,'=',,CHEMBL16217,150.22,2.69,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
N[C@H](C(=O)O)c1ccc(O)cc1,0.28,%,Inhibition,'=',,CHEMBL1232077,167.16,0.48,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.2,%,Inhibition,'=',,CHEMBL4303152,283.24,-2.69,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
NCc1ccc(-c2ccccc2)s1,0.2,%,Inhibition,'=',,CHEMBL215134,189.28,2.87,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,1.52,%,Inhibition,'=',,CHEMBL1363184,306.37,2.87,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,-0.04,%,Inhibition,'=',,CHEMBL484928,244.27,1.15,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1,0.56,%,Inhibition,'=',,CHEMBL3782109,350.47,2.51,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
COc1cc(/C=C/C(N)=O)cc(OC)c1OC,-0.06,%,Inhibition,'=',,CHEMBL2107098,237.25,1.21,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,0.05,%,Inhibition,'=',,CHEMBL279956,189.13,-2.46,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CCCCNNC(=O)c1ccc(Br)cc1,1.47,%,Inhibition,'=',,CHEMBL4303643,271.16,2.48,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,0.24,%,Inhibition,'=',,CHEMBL405346,293.4,0.7,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
O=C(O)/C(S)=C/c1ccc(I)cc1,0.17,%,Inhibition,'=',,CHEMBL366254,306.12,2.65,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],-0.12,%,Inhibition,'=',,CHEMBL983,361.31,0.27,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CN(C)C1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,0.02,%,Inhibition,'=',,CHEMBL3186179,351.43,3.98,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-0.44,%,Inhibition,'=',,CHEMBL1714574,532.47,4.46,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,-3.85,%,Inhibition,'=',,CHEMBL1488819,254.25,-2.21,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
O=C(NCCN1CCCCC1)c1ccc(I)cc1,-0.99,%,Inhibition,'=',,CHEMBL1601095,358.22,2.51,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
Cc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,23.51,%,Inhibition,'=',,CHEMBL1689369,330.43,4.23,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,1.4,%,Inhibition,'=',,CHEMBL1742471,477.44,2.05,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,11.31,%,Inhibition,'=',,CHEMBL1744069,316.43,0.5,CHEMBL4303835,SARS-CoV-2,Severe acute respiratory syndrome coronavirus 2
