chembl_id,name,synonyms,type,max_phase,molecular_weight,targets,bioactivities,alogp,polar_surface_area,hba,hbd,ro5_violations,rotatable_bonds,passes_ro3,qed_weighted,aromatic_rings,structure_type,inorganic_flag,heavy_atoms,np_likeness_score,molecular_formula,smiles,inchi_key,inchi,withdrawn_flag,orphan,records_key,records_name
CHEMBL2322781,,,Small molecule,,341.46,1,1,5.76,29.85,3,1,1,5,N,0.5,4,MOL,-1,26,-1.49,C23H23N3,CC(C)c1ccc(CNc2ccc3c(c2)ncn3-c2ccccc2)cc1,VUMCQDKYQCFZLL-UHFFFAOYSA-N,"InChI=1S/C23H23N3/c1-17(2)19-10-8-18(9-11-19)15-24-20-12-13-23-22(14-20)25-16-26(23)21-6-4-3-5-7-21/h3-14,16-17,24H,15H2,1-2H3",False,-1,['6a'],['N-(4-isopropylbenzyl)-1-phenyl-1H-benzo[d]imidazol-5-amine']
CHEMBL4574399,,,Unknown,,262.27,11,11,-0.79,117.42,7,4,0,2,N,0.53,2,MOL,-1,19,1.02,C12H14N4O3,Nc1nccc2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,OMKHWTRUYNAGFG-INTQDDNPSA-N,"InChI=1S/C12H14N4O3/c13-12-9-7(1-2-14-12)16(5-15-9)8-3-6(4-17)10(18)11(8)19/h1-3,5,8,10-11,17-19H,4H2,(H2,13,14)/t8-,10-,11+/m0/s1",False,-1,['5'],"['(1R,2S,5S)-5-(4-amino-1H-imidazo[4,5-c]pyridin-1-yl)-3-(hydroxymethyl)cyclopent-3-ene-1,2-diol']"
CHEMBL2314882,,,Small molecule,,415.49,1,1,5.3,76.38,5,2,1,8,N,0.41,4,MOL,-1,31,-1.37,C25H25N3O3,CCOc1ccc(-n2c(C(=O)O)nc3cc(NCc4ccc(CC)cc4)ccc32)cc1,LFJLIAFKBPAFIB-UHFFFAOYSA-N,"InChI=1S/C25H25N3O3/c1-3-17-5-7-18(8-6-17)16-26-19-9-14-23-22(15-19)27-24(25(29)30)28(23)20-10-12-21(13-11-20)31-4-2/h5-15,26H,3-4,16H2,1-2H3,(H,29,30)",False,-1,['20e'],['1-(4-ethoxyphenyl)-5-(4-ethylbenzylamino)-1H-benzo[d]imidazole-2-carboxylic acid']
CHEMBL4860575,,,Unknown,,367.45,5,5,5.94,42.32,3,1,1,4,N,0.43,5,MOL,-1,28,-1.04,C24H21N3O,CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc5[nH]ccc5c4)cn23)cc1,GGZVTOOQQIQCDA-UHFFFAOYSA-N,"InChI=1S/C24H21N3O/c1-16(2)28-21-7-3-17(4-8-21)23-14-26-24-10-6-20(15-27(23)24)18-5-9-22-19(13-18)11-12-25-22/h3-16,25H,1-2H3",False,-1,['3r'],"['6-(1H-indol-5-yl)-3-(4-isopropoxyphenyl)imidazo[1,2-a]pyridine']"
CHEMBL4859320,,,Unknown,,344.41,4,4,5.16,46.76,4,1,1,4,N,0.56,4,MOL,-1,26,-0.85,C22H20N2O2,CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(O)cc4)cn23)cc1,XMNMRQXUAYDCAP-UHFFFAOYSA-N,"InChI=1S/C22H20N2O2/c1-15(2)26-20-10-5-17(6-11-20)21-13-23-22-12-7-18(14-24(21)22)16-3-8-19(25)9-4-16/h3-15,25H,1-2H3",False,-1,['3c'],"['4-(3-(4-isopropoxyphenyl)imidazo[1,2-a]pyridin-6-yl)phenol']"
CHEMBL549969,,,Small molecule,,475.01,1,1,5.65,40.62,3,0,1,5,N,0.37,4,MOL,-1,33,-1.3,C27H23ClN2O2S,O=C(c1cc2ccccc2s1)N1CC(=O)N(Cc2ccc(Cl)cc2)C(Cc2ccccc2)C1,ROYNSRXQTNXWFN-UHFFFAOYSA-N,"InChI=1S/C27H23ClN2O2S/c28-22-12-10-20(11-13-22)16-30-23(14-19-6-2-1-3-7-19)17-29(18-26(30)31)27(32)25-15-21-8-4-5-9-24(21)33-25/h1-13,15,23H,14,16-18H2",False,-1,['16H9'],['1-(4-chlorobenzyl)-4-(benzo[b]thiophene-2-carbonyl)-6-benzylpiperazin-2-one']
CHEMBL2322809,,,Small molecule,,428.54,1,1,4.48,51.55,6,1,0,7,N,0.47,4,MOL,-1,32,-1.66,C26H28N4O2,COc1ccc(-n2cnc3cc(NCc4ccc(CN5CCOCC5)cc4)ccc32)cc1,YZKVTEZVSQYKMP-UHFFFAOYSA-N,"InChI=1S/C26H28N4O2/c1-31-24-9-7-23(8-10-24)30-19-28-25-16-22(6-11-26(25)30)27-17-20-2-4-21(5-3-20)18-29-12-14-32-15-13-29/h2-11,16,19,27H,12-15,17-18H2,1H3",False,-1,['7n'],['1-(4-methoxyphenyl)-N-(4-(morpholinomethyl)benzyl)-1H-benzo[d]imidazol-5-amine']
CHEMBL2435299,,,Small molecule,,323.35,1,1,3.24,84.6,4,1,0,5,N,0.52,2,MOL,-1,24,-1.36,C18H17N3O3,C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc([N+](=O)[O-])cc1,XDZPYURXOUIULQ-LJNFXEMMSA-N,"InChI=1S/C18H17N3O3/c1-12(13-7-9-15(10-8-13)21(23)24)19-20-18(22)17-11-16(17)14-5-3-2-4-6-14/h2-10,16-17H,11H2,1H3,(H,20,22)/b19-12+/t16-,17+/m0/s1",False,-1,['3g'],"[trans-N'-(1-(4-nitrophenyl)ethylidene)-2-phenylcyclopropanecarbohydrazide""]"""
CHEMBL2314863,,,Small molecule,,415.49,1,1,5.3,76.38,5,2,1,8,N,0.41,4,MOL,-1,31,-1.19,C25H25N3O3,CCOc1ccc(-n2cnc3cc(NCc4ccc(CC)cc4)cc(C(=O)O)c32)cc1,FOVLYTNYLLJNDO-UHFFFAOYSA-N,"InChI=1S/C25H25N3O3/c1-3-17-5-7-18(8-6-17)15-26-19-13-22(25(29)30)24-23(14-19)27-16-28(24)20-9-11-21(12-10-20)31-4-2/h5-14,16,26H,3-4,15H2,1-2H3,(H,29,30)",False,-1,['20j'],['1-(4-ethoxyphenyl)-5-(4-ethylbenzylamino)-1H-benzo[d]imidazole-7-carboxylic acid']
CHEMBL2314874,,,Small molecule,,401.51,1,1,4.45,77.99,6,2,0,8,N,0.46,4,MOL,-1,30,-1.31,C24H27N5O,CCOc1ccc(-n2cnc3cc(NCc4ccc(CC)cc4)cnc32)c(CN)c1,AMOCXPPYGISLEJ-UHFFFAOYSA-N,"InChI=1S/C24H27N5O/c1-3-17-5-7-18(8-6-17)14-26-20-12-22-24(27-15-20)29(16-28-22)23-10-9-21(30-4-2)11-19(23)13-25/h5-12,15-16,26H,3-4,13-14,25H2,1-2H3",False,-1,['22n'],"['3-(2-(aminomethyl)-4-ethoxyphenyl)-N-(4-ethylbenzyl)-3H-imidazo[4,5-b]pyridin-6-amine']"
