"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL1630975";"";"";"Small molecule";"";"487.01";"1";"1";"3.55";"101.05";"6";"2";"0";"8";"N";"0.40";"4";"MOL";"-1";"32";"-1.80";"C22H19ClN4O3S2";"O=C(NCc1ccccc1Cl)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"CDTGUERHUHJUFI-UHFFFAOYSA-N";"InChI=1S/C22H19ClN4O3S2/c23-17-10-5-4-9-16(17)14-24-22(28)19(13-15-7-2-1-3-8-15)27-32(29,30)20-12-6-11-18-21(20)26-31-25-18/h1-12,19,27H,13-14H2,(H,24,28)";"False";"-1";"['C481-0290']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-N-(2-chlorobenzyl)-3-phenylpropanamide']"
"CHEMBL1630983";"";"";"Small molecule";"";"491.57";"1";"1";"3.78";"106.62";"6";"2";"0";"9";"N";"0.37";"4";"MOL";"-1";"35";"-1.25";"C26H25N3O5S";"COc1ccc(NC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3cccnc23)c(OC)c1";"BCXRZGFHZUTQRD-UHFFFAOYSA-N";"InChI=1S/C26H25N3O5S/c1-33-20-13-14-21(23(17-20)34-2)28-26(30)22(16-18-8-4-3-5-9-18)29-35(31,32)24-12-6-10-19-11-7-15-27-25(19)24/h3-15,17,22,29H,16H2,1-2H3,(H,28,30)";"False";"-1";"['G319-0007']";"['N-(2,4-dimethoxyphenyl)-3-phenyl-2-(quinoline-8-sulfonamido)propanamide']"
"CHEMBL1391201";"";"";"Small molecule";"";"471.47";"11";"12";"1.52";"120.61";"9";"1";"0";"7";"N";"0.38";"5";"MOL";"-1";"35";"-2.17";"C25H21N5O5";"O=C(CCn1c(=O)c2ccccc2n(Cc2cc(=O)n3ccccc3n2)c1=O)NCc1ccco1";"ZDJYRFMZJIEMPW-UHFFFAOYSA-N";"InChI=1S/C25H21N5O5/c31-22(26-15-18-6-5-13-35-18)10-12-29-24(33)19-7-1-2-8-20(19)30(25(29)34)16-17-14-23(32)28-11-4-3-9-21(28)27-17/h1-9,11,13-14H,10,12,15-16H2,(H,26,31)";"False";"-1";"['SID4242407', 'SID87344483', 'C260-1054']";"['SID4242407', 'SID87344483', '3-(2,4-dioxo-1-((4-oxo-4H-pyrido[1,2-a]pyrimidin-2-yl)methyl)-1,2-dihydroquinazolin-3(4H)-yl)-N-(furan-2-ylmethyl)propanamide']"
"CHEMBL1630982";"";"";"Small molecule";"";"489.55";"2";"11";"3.17";"106.62";"6";"2";"0";"8";"N";"0.39";"4";"MOL";"-1";"35";"-1.04";"C26H23N3O5S";"O=C(NCc1ccc2c(c1)OCO2)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12";"RBKAYBAQPXQFML-UHFFFAOYSA-N";"InChI=1S/C26H23N3O5S/c30-26(28-16-19-11-12-22-23(15-19)34-17-33-22)21(14-18-6-2-1-3-7-18)29-35(31,32)24-10-4-8-20-9-5-13-27-25(20)24/h1-13,15,21,29H,14,16-17H2,(H,28,30)";"False";"-1";"['G319-0078']";"['rac-N-(benzo[d][1,3]dioxol-5-ylmethyl)-3-phenyl-2-(quinoline-8-sulfonamido)propanamide']"
"CHEMBL1630986";"";"";"Small molecule";"";"479.99";"1";"1";"4.72";"88.16";"4";"2";"0";"7";"N";"0.40";"4";"MOL";"-1";"33";"-1.58";"C25H22ClN3O3S";"Cc1ccc(Cl)cc1NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12";"DQMPOYKINIAFBE-UHFFFAOYSA-N";"InChI=1S/C25H22ClN3O3S/c1-17-12-13-20(26)16-21(17)28-25(30)22(15-18-7-3-2-4-8-18)29-33(31,32)23-11-5-9-19-10-6-14-27-24(19)23/h2-14,16,22,29H,15H2,1H3,(H,28,30)";"False";"-1";"['G319-0036']";"['N-(5-chloro-2-methylphenyl)-3-phenyl-2-(quinoline-8-sulfonamido)propanamide']"
"CHEMBL1630970";"";"";"Small molecule";"";"492.63";"1";"1";"3.77";"101.05";"6";"2";"0";"7";"N";"0.41";"4";"MOL";"-1";"34";"-1.30";"C25H24N4O3S2";"O=C(NC1CCCc2ccccc21)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"WQEYUBHSHAWSHA-UHFFFAOYSA-N";"InChI=1S/C25H24N4O3S2/c30-25(26-20-13-6-11-18-10-4-5-12-19(18)20)22(16-17-8-2-1-3-9-17)29-34(31,32)23-15-7-14-21-24(23)28-33-27-21/h1-5,7-10,12,14-15,20,22,29H,6,11,13,16H2,(H,26,30)";"False";"-1";"['C481-1151']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-3-phenyl-N-(1,2,3,4-tetrahydronaphthalen-1-yl)propanamide']"
"CHEMBL1630981";"";"";"Small molecule";"";"458.61";"1";"1";"3.42";"101.05";"6";"2";"0";"7";"N";"0.53";"3";"MOL";"-1";"31";"-1.48";"C22H26N4O3S2";"O=C(NC1CCCCCC1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"ACLQWWVGOVMKHB-UHFFFAOYSA-N";"InChI=1S/C22H26N4O3S2/c27-22(23-17-11-6-1-2-7-12-17)19(15-16-9-4-3-5-10-16)26-31(28,29)20-14-8-13-18-21(20)25-30-24-18/h3-5,8-10,13-14,17,19,26H,1-2,6-7,11-12,15H2,(H,23,27)";"False";"-1";"['C481-0332']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-N-cycloheptyl-3-phenylpropanamide']"
"CHEMBL1631636";"";"";"Small molecule";"";"482.00";"1";"1";"2.21";"96.97";"6";"2";"0";"10";"N";"0.54";"2";"MOL";"-1";"32";"-1.70";"C22H28ClN3O5S";"COc1ccc(C(CC(=O)NCCN2CCOCC2)NS(=O)(=O)c2ccc(Cl)cc2)cc1";"SXIHJZHVIAJNLS-UHFFFAOYSA-N";"InChI=1S/C22H28ClN3O5S/c1-30-19-6-2-17(3-7-19)21(25-32(28,29)20-8-4-18(23)5-9-20)16-22(27)24-10-11-26-12-14-31-15-13-26/h2-9,21,25H,10-16H2,1H3,(H,24,27)";"False";"-1";"['K938-2215']";"['3-(4-chlorophenylsulfonamido)-3-(4-methoxyphenyl)-N-(2-morpholinoethyl)propanamide']"
"CHEMBL1632513";"";"";"Small molecule";"";"485.59";"1";"1";"2.11";"116.33";"7";"1";"0";"6";"N";"0.53";"3";"MOL";"-1";"33";"-1.85";"C22H23N5O4S2";"Cc1ccc(S(=O)(=O)N2CCN(C(=O)CSc3nnc(C)c(=O)[nH]3)C2c2ccccc2)cc1";"ZLSPORQTJBNEEH-UHFFFAOYSA-N";"InChI=1S/C22H23N5O4S2/c1-15-8-10-18(11-9-15)33(30,31)27-13-12-26(21(27)17-6-4-3-5-7-17)19(28)14-32-22-23-20(29)16(2)24-25-22/h3-11,21H,12-14H2,1-2H3,(H,23,25,29)";"False";"-1";"['8017-7841']";"['6-methyl-3-(2-oxo-2-(2-phenyl-3-tosylimidazolidin-1-yl)ethylthio)-1,2,4-triazin-5(4H)-one']"
"CHEMBL1631743";"";"";"Small molecule";"";"437.55";"1";"1";"2.75";"89.77";"8";"1";"0";"8";"N";"0.34";"4";"MOL";"-1";"30";"-2.16";"C21H19N5O2S2";"O=C(CSc1nc2nccnc2c(=O)n1Cc1cccs1)NCCc1ccccc1";"KAXCHLAOBYVWBT-UHFFFAOYSA-N";"InChI=1S/C21H19N5O2S2/c27-17(22-9-8-15-5-2-1-3-6-15)14-30-21-25-19-18(23-10-11-24-19)20(28)26(21)13-16-7-4-12-29-16/h1-7,10-12H,8-9,13-14H2,(H,22,27)";"False";"-1";"['E196-0404']";"['2-(4-oxo-3-(thiophen-2-ylmethyl)-3,4-dihydropteridin-2-ylthio)-N-phenethylacetamide']"
