"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL1630976";"";"";"Small molecule";"";"517.63";"1";"1";"2.32";"130.59";"8";"2";"1";"8";"N";"0.47";"3";"MOL";"-1";"35";"-1.72";"C23H27N5O5S2";"CCOC(=O)N1CCC(NC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3nsnc23)CC1";"ZIWKIBAICHNEQS-UHFFFAOYSA-N";"InChI=1S/C23H27N5O5S2/c1-2-33-23(30)28-13-11-17(12-14-28)24-22(29)19(15-16-7-4-3-5-8-16)27-35(31,32)20-10-6-9-18-21(20)26-34-25-18/h3-10,17,19,27H,2,11-15H2,1H3,(H,24,29)";"False";"-1";"['C481-1242']";"['ethyl 4-(2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-3-phenylpropanamido)piperidine-1-carboxylate']"
"CHEMBL1631000";"";"";"Small molecule";"";"370.40";"1";"1";"2.81";"108.64";"4";"3";"0";"10";"N";"0.44";"2";"MOL";"-1";"27";"-0.89";"C20H22N2O5";"O=C(O)CCCCCNC(=O)/C(=C/c1ccccc1)NC(=O)c1ccco1";"SUHGDWPKYGQPAF-PEZBUJJGSA-N";"InChI=1S/C20H22N2O5/c23-18(24)11-5-2-6-12-21-19(25)16(14-15-8-3-1-4-9-15)22-20(26)17-10-7-13-27-17/h1,3-4,7-10,13-14H,2,5-6,11-12H2,(H,21,25)(H,22,26)(H,23,24)/b16-14-";"False";"-1";"['3379-2585']";"['6-(2-(furan-2-carboxamido)-3-phenylacrylamido)hexanoate']"
"CHEMBL1510097";"";"";"Small molecule";"";"441.48";"15";"21";"3.10";"86.24";"7";"1";"0";"8";"N";"0.46";"4";"MOL";"-1";"31";"-2.15";"C22H20FN3O4S";"O=C(CCCn1c(=O)c2sccc2n(Cc2ccc(F)cc2)c1=O)NCc1ccco1";"MVTQQJHZHDAVET-UHFFFAOYSA-N";"InChI=1S/C22H20FN3O4S/c23-16-7-5-15(6-8-16)14-26-18-9-12-31-20(18)21(28)25(22(26)29)10-1-4-19(27)24-13-17-3-2-11-30-17/h2-3,5-9,11-12H,1,4,10,13-14H2,(H,24,27)";"False";"-1";"['SID26670548', 'C241-1446', 'SID4248464']";"['SID26670548', '4-(1-(4-fluorobenzyl)-2,4-dioxo-1,2-dihydrothieno[3,2-d]pyrimidin-3(4H)-yl)-N-(furan-2-ylmethyl)butanamide', 'SID4248464']"
"CHEMBL1631631";"";"";"Small molecule";"";"425.51";"1";"1";"1.98";"88.60";"5";"1";"0";"6";"N";"0.65";"3";"MOL";"-1";"30";"-1.51";"C22H23N3O4S";"O=C(C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12)N1CCOCC1";"JMTKHMHVSYWLFC-UHFFFAOYSA-N";"InChI=1S/C22H23N3O4S/c26-22(25-12-14-29-15-13-25)19(16-17-6-2-1-3-7-17)24-30(27,28)20-10-4-8-18-9-5-11-23-21(18)20/h1-11,19,24H,12-16H2";"False";"-1";"['G319-0216']";"['N-(1-morpholino-1-oxo-3-phenylpropan-2-yl)quinoline-8-sulfonamide']"
"CHEMBL1631727";"";"";"Small molecule";"";"479.94";"1";"1";"4.65";"84.15";"6";"1";"0";"6";"N";"0.43";"4";"MOL";"-1";"34";"-1.87";"C25H23ClFN5O2";"O=C(NCCc1ccc(Cl)cc1)C1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1";"XKNTVHGPROYVQU-UHFFFAOYSA-N";"InChI=1S/C25H23ClFN5O2/c26-19-7-3-16(4-8-19)11-12-28-24(33)18-2-1-13-32(14-18)23-21-22(17-5-9-20(27)10-6-17)31-34-25(21)30-15-29-23/h3-10,15,18H,1-2,11-14H2,(H,28,33)";"False";"-1";"['E945-0121']";"['N-(4-chlorophenethyl)-1-(3-(4-fluorophenyl)isoxazolo[5,4-d]pyrimidin-4-yl)piperidine-3-carboxamide']"
"CHEMBL1631633";"";"";"Small molecule";"";"438.55";"1";"1";"1.90";"82.61";"5";"1";"0";"6";"N";"0.64";"3";"MOL";"-1";"31";"-1.38";"C23H26N4O3S";"CN1CCN(C(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3cccnc23)CC1";"CVUNJDXMOQAKEU-UHFFFAOYSA-N";"InChI=1S/C23H26N4O3S/c1-26-13-15-27(16-14-26)23(28)20(17-18-7-3-2-4-8-18)25-31(29,30)21-11-5-9-19-10-6-12-24-22(19)21/h2-12,20,25H,13-17H2,1H3";"False";"-1";"['G319-0115']";"['N-(1-(4-methylpiperazin-1-yl)-1-oxo-3-phenylpropan-2-yl)quinoline-8-sulfonamide']"
"CHEMBL1507832";"";"";"Small molecule";"";"419.89";"6";"7";"3.05";"101.30";"5";"2";"0";"8";"N";"0.58";"3";"MOL";"-1";"28";"-1.90";"C19H18ClN3O4S";"O=C(CC(NS(=O)(=O)c1ccc(Cl)cc1)c1ccco1)NCc1cccnc1";"DFCKLWYHRRMRBY-UHFFFAOYSA-N";"InChI=1S/C19H18ClN3O4S/c20-15-5-7-16(8-6-15)28(25,26)23-17(18-4-2-10-27-18)11-19(24)22-13-14-3-1-9-21-12-14/h1-10,12,17,23H,11,13H2,(H,22,24)";"False";"-1";"['K938-1906', 'SID4242009']";"['3-(4-chlorophenylsulfonamido)-3-(furan-2-yl)-N-(pyridin-3-ylmethyl)propanamide', 'SID4242009']"
"CHEMBL1593957";"";"";"Small molecule";"";"470.62";"5";"5";"6.30";"49.41";"4";"1";"1";"5";"N";"0.37";"4";"MOL";"-1";"33";"-2.01";"C27H22N2O2S2";"Cc1cccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)NCc4cccs4)cc32)c1";"BUJIPWVASJYAKD-UHFFFAOYSA-N";"InChI=1S/C27H22N2O2S2/c1-18-6-4-7-19(14-18)17-29-23-15-20(26(30)28-16-21-8-5-13-32-21)11-12-25(23)33-24-10-3-2-9-22(24)27(29)31/h2-15H,16-17H2,1H3,(H,28,30)";"False";"-1";"['K784-7793', 'SID24415239']";"['10-(3-methylbenzyl)-11-oxo-N-(thiophen-2-ylmethyl)-10,11-dihydrodibenzo[b,f][1,4]thiazepine-8-carboxamide', 'SID24415239']"
"CHEMBL1630962";"";"";"Protein";"";"565.72";"2";"9";"0.14";"170.93";"8";"5";"1";"4";"N";"0.32";"1";"BOTH";"-1";"38";"1.10";"C25H35N5O6S2";"CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC1=O";"RNYSLTKEMLNTBH-FSGKZVOOSA-N";"InChI=1S/C25H35N5O6S2/c1-14(2)20-23(33)28-18(25(35)36)13-38-37-12-16(26)24(34)30-10-6-9-19(30)22(32)27-17(21(31)29-20)11-15-7-4-3-5-8-15/h3-5,7-8,14,16-20H,6,9-13,26H2,1-2H3,(H,27,32)(H,28,33)(H,29,31)(H,35,36)/t16-,17-,18-,19+,20-/m0/s1";"False";"-1";"['Table 1 R11C1']";"['cyclo(CPFVC)']"
"CHEMBL1630991";"";"";"Small molecule";"";"459.57";"1";"1";"3.75";"88.16";"4";"2";"0";"8";"N";"0.42";"4";"MOL";"-1";"33";"-1.26";"C26H25N3O3S";"Cc1ccc(CNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3cccnc23)cc1";"GBVWBZQUKMHNTR-UHFFFAOYSA-N";"InChI=1S/C26H25N3O3S/c1-19-12-14-21(15-13-19)18-28-26(30)23(17-20-7-3-2-4-8-20)29-33(31,32)24-11-5-9-22-10-6-16-27-25(22)24/h2-16,23,29H,17-18H2,1H3,(H,28,30)";"False";"-1";"['C737-1978']";"['N-(4-methylbenzyl)-3-phenyl-2-(quinoline-8-sulfonamido)propanamide']"
"CHEMBL1631733";"";"";"Small molecule";"";"395.42";"1";"1";"2.19";"102.61";"8";"1";"0";"4";"N";"0.72";"3";"MOL";"-1";"29";"-1.76";"C20H21N5O4";"Cc1noc2ncnc(N3CCCC(C(=O)NCc4ccc5c(c4)OCO5)C3)c12";"JIVLQWFSTDHNDX-UHFFFAOYSA-N";"InChI=1S/C20H21N5O4/c1-12-17-18(22-10-23-20(17)29-24-12)25-6-2-3-14(9-25)19(26)21-8-13-4-5-15-16(7-13)28-11-27-15/h4-5,7,10,14H,2-3,6,8-9,11H2,1H3,(H,21,26)";"False";"-1";"['E990-0369']";"['N-(benzo[d][1,3]dioxol-5-ylmethyl)-1-(3-methylisoxazolo[5,4-d]pyrimidin-4-yl)piperidine-3-carboxamide']"
"CHEMBL1631734";"";"";"Small molecule";"";"411.46";"1";"1";"2.48";"102.61";"8";"1";"0";"6";"N";"0.66";"3";"MOL";"-1";"30";"-1.77";"C21H25N5O4";"COc1ccc(OC)c(CNC(=O)C2CCCN(c3ncnc4onc(C)c34)C2)c1";"CDVMDHHSQHQEDO-UHFFFAOYSA-N";"InChI=1S/C21H25N5O4/c1-13-18-19(23-12-24-21(18)30-25-13)26-8-4-5-14(11-26)20(27)22-10-15-9-16(28-2)6-7-17(15)29-3/h6-7,9,12,14H,4-5,8,10-11H2,1-3H3,(H,22,27)";"False";"-1";"['E990-0606']";"['N-(2,5-dimethoxybenzyl)-1-(3-methylisoxazolo[5,4-d]pyrimidin-4-yl)piperidine-3-carboxamide']"
"CHEMBL1630957";"";"";"Small molecule";"";"472.98";"1";"1";"3.87";"101.05";"6";"2";"0";"7";"N";"0.42";"4";"MOL";"-1";"31";"-1.82";"C21H17ClN4O3S2";"O=C(Nc1ccccc1Cl)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"UJTUBLLOHFJKGJ-UHFFFAOYSA-N";"InChI=1S/C21H17ClN4O3S2/c22-15-9-4-5-10-16(15)23-21(27)18(13-14-7-2-1-3-8-14)26-31(28,29)19-12-6-11-17-20(19)25-30-24-17/h1-12,18,26H,13H2,(H,23,27)";"False";"-1";"['C481-1669']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-N-(2-chlorophenyl)-3-phenylpropanamide']"
"CHEMBL1632517";"";"";"Small molecule";"";"450.54";"1";"1";"4.10";"50.08";"6";"0";"0";"5";"N";"0.46";"4";"MOL";"-1";"32";"-1.98";"C24H23FN4O2S";"COc1ccc(N2CCN(C(=O)Cc3csc4nc(-c5ccc(F)cc5)cn34)CC2)cc1";"ZKDXIJNUPLELLM-UHFFFAOYSA-N";"InChI=1S/C24H23FN4O2S/c1-31-21-8-6-19(7-9-21)27-10-12-28(13-11-27)23(30)14-20-16-32-24-26-22(15-29(20)24)17-2-4-18(25)5-3-17/h2-9,15-16H,10-14H2,1H3";"False";"-1";"['G618-0036']";"['2-(6-(4-fluorophenyl)imidazo[2,1-b]thiazol-3-yl)-1-(4-(4-methoxyphenyl)piperazin-1-yl)ethanone']"
"CHEMBL1630977";"";"";"Small molecule";"";"470.62";"1";"1";"3.59";"101.05";"6";"2";"0";"9";"N";"0.47";"3";"MOL";"-1";"32";"-1.38";"C23H26N4O3S2";"O=C(NCCC1=CCCCC1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"METJUBVMEMFKJX-UHFFFAOYSA-N";"InChI=1S/C23H26N4O3S2/c28-23(24-15-14-17-8-3-1-4-9-17)20(16-18-10-5-2-6-11-18)27-32(29,30)21-13-7-12-19-22(21)26-31-25-19/h2,5-8,10-13,20,27H,1,3-4,9,14-16H2,(H,24,28)";"False";"-1";"['C481-1403']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-N-(2-cyclohexenylethyl)-3-phenylpropanamide']"
"CHEMBL1631625";"";"";"Small molecule";"";"501.68";"1";"1";"2.96";"104.29";"7";"2";"1";"10";"N";"0.44";"3";"MOL";"-1";"34";"-1.60";"C24H31N5O3S2";"CCC1CCCCN1CCNC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc2nsnc2c1";"GTQBBIGLKRCDMK-UHFFFAOYSA-N";"InChI=1S/C24H31N5O3S2/c1-2-19-10-6-7-14-29(19)15-13-25-24(30)23(16-18-8-4-3-5-9-18)28-34(31,32)20-11-12-21-22(17-20)27-33-26-21/h3-5,8-9,11-12,17,19,23,28H,2,6-7,10,13-16H2,1H3,(H,25,30)";"False";"-1";"['C481-2082']";"['2-(benzo[c][1,2,5]thiadiazole-5-sulfonamido)-N-(2-(2-ethylpiperidin-1-yl)ethyl)-3-phenylpropanamide']"
"CHEMBL1458236";"";"";"Small molecule";"";"458.49";"7";"7";"2.74";"116.10";"7";"2";"0";"9";"N";"0.51";"3";"MOL";"-1";"32";"-1.21";"C22H22N2O7S";"COc1ccc(S(=O)(=O)NC(CC(=O)NCc2ccc3c(c2)OCO3)c2ccco2)cc1";"UJBATGUGMFHEIR-UHFFFAOYSA-N";"InChI=1S/C22H22N2O7S/c1-28-16-5-7-17(8-6-16)32(26,27)24-18(19-3-2-10-29-19)12-22(25)23-13-15-4-9-20-21(11-15)31-14-30-20/h2-11,18,24H,12-14H2,1H3,(H,23,25)";"False";"-1";"['K938-1842', 'SID4241486']";"['N-(benzo[d][1,3]dioxol-5-ylmethyl)-3-(furan-2-yl)-3-(4-methoxyphenylsulfonamido)propanamide', 'SID4241486']"
"CHEMBL1631632";"";"";"Small molecule";"";"475.57";"1";"1";"3.45";"97.39";"5";"2";"0";"9";"N";"0.39";"4";"MOL";"-1";"34";"-1.20";"C26H25N3O4S";"COc1cccc(CNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3cccnc23)c1";"BHXGRIUNHJHVNX-UHFFFAOYSA-N";"InChI=1S/C26H25N3O4S/c1-33-22-13-5-10-20(16-22)18-28-26(30)23(17-19-8-3-2-4-9-19)29-34(31,32)24-14-6-11-21-12-7-15-27-25(21)24/h2-16,23,29H,17-18H2,1H3,(H,28,30)";"False";"-1";"['G319-0140']";"['N-(3-methoxybenzyl)-3-phenyl-2-(quinoline-8-sulfonamido)propanamide']"
"CHEMBL1632505";"";"";"Small molecule";"";"478.30";"1";"1";"4.07";"100.78";"6";"1";"0";"7";"N";"0.24";"3";"MOL";"-1";"31";"-1.63";"C23H16BrN3O4";"N#Cc1ccccc1OCC(=O)N/N=C/c1cc(Br)ccc1OC(=O)c1ccccc1";"MEBDRZJPVUVEKB-VULFUBBASA-N";"InChI=1S/C23H16BrN3O4/c24-19-10-11-21(31-23(29)16-6-2-1-3-7-16)18(12-19)14-26-27-22(28)15-30-20-9-5-4-8-17(20)13-25/h1-12,14H,15H2,(H,27,28)/b26-14+";"False";"-1";"['8005-7410']";"['4-bromo-2-((2-(2-(2-cyanophenoxy)acetyl)hydrazono)methyl)phenyl benzoate']"
"CHEMBL1632518";"";"";"Small molecule";"";"479.95";"1";"1";"3.99";"86.24";"7";"1";"0";"6";"N";"0.40";"5";"MOL";"-1";"33";"-1.97";"C24H18ClN3O4S";"O=C(Cn1c(=O)n(Cc2ccco2)c(=O)c2sc3ccccc3c21)NCc1ccc(Cl)cc1";"RJTMADKPFKESDQ-UHFFFAOYSA-N";"InChI=1S/C24H18ClN3O4S/c25-16-9-7-15(8-10-16)12-26-20(29)14-27-21-18-5-1-2-6-19(18)33-22(21)23(30)28(24(27)31)13-17-4-3-11-32-17/h1-11H,12-14H2,(H,26,29)";"False";"-1";"['C200-4255']";"['N-(4-chloro-benzyl)-2-(3-furan-2-ylmethyl-2,4-dioxo-3,4-dihydro-2H-benzo[4,5]thieno[3,2-d]pyrimidin-1-yl)-acetamide']"
"CHEMBL1632516";"";"";"Small molecule";"";"481.07";"1";"1";"7.24";"61.97";"5";"1";"1";"5";"N";"0.27";"5";"MOL";"-1";"31";"-1.30";"C24H17ClN2OS3";"Nc1c([S+]([O-])Cc2ccc(Cl)cc2)sc2nc(-c3cccs3)cc(-c3ccccc3)c12";"NMNHRRVJWBJGHQ-UHFFFAOYSA-N";"InChI=1S/C24H17ClN2OS3/c25-17-10-8-15(9-11-17)14-31(28)24-22(26)21-18(16-5-2-1-3-6-16)13-19(27-23(21)30-24)20-7-4-12-29-20/h1-13H,14,26H2";"False";"-1";"['4378-0313']";"['2-(4-chlorobenzylsulfinyl)-4-phenyl-6-(thiophen-2-yl)thieno[2,3-b]pyridin-3-amine']"
"CHEMBL1630974";"";"";"Small molecule";"";"466.59";"1";"1";"3.46";"101.05";"6";"2";"0";"8";"N";"0.41";"4";"MOL";"-1";"32";"-1.49";"C23H22N4O3S2";"CC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12)c1ccccc1";"GOFHVGGJWGZKNS-UHFFFAOYSA-N";"InChI=1S/C23H22N4O3S2/c1-16(18-11-6-3-7-12-18)24-23(28)20(15-17-9-4-2-5-10-17)27-32(29,30)21-14-8-13-19-22(21)26-31-25-19/h2-14,16,20,27H,15H2,1H3,(H,24,28)";"False";"-1";"['C481-0808']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-3-phenyl-N-(1-phenylethyl)propanamide']"
"CHEMBL1630997";"";"";"Small molecule";"";"475.57";"1";"1";"0.72";"174.47";"5";"6";"1";"12";"N";"0.15";"2";"MOL";"-1";"33";"-0.43";"C22H29N5O5S";"Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)O)cc1";"GTDYZKRTCCRNKB-UHFFFAOYSA-N";"InChI=1S/C22H29N5O5S/c1-15-9-11-17(12-10-15)33(31,32)27-19(14-16-6-3-2-4-7-16)20(28)26-18(21(29)30)8-5-13-25-22(23)24/h2-4,6-7,9-12,18-19,27H,5,8,13-14H2,1H3,(H,26,28)(H,29,30)(H4,23,24,25)";"False";"-1";"['4552-4355']";"['5-(amino(iminio)methylamino)-2-(2-(4-methylphenylsulfonamido)-3-phenylpropanamido)pentanoate']"
"CHEMBL1630971";"";"";"Small molecule";"";"482.59";"1";"1";"2.91";"110.28";"7";"2";"0";"9";"N";"0.38";"4";"MOL";"-1";"33";"-1.51";"C23H22N4O4S2";"COc1ccccc1CNC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12";"TVKNYTDROWPKOJ-UHFFFAOYSA-N";"InChI=1S/C23H22N4O4S2/c1-31-20-12-6-5-10-17(20)15-24-23(28)19(14-16-8-3-2-4-9-16)27-33(29,30)21-13-7-11-18-22(21)26-32-25-18/h2-13,19,27H,14-15H2,1H3,(H,24,28)";"False";"-1";"['C481-1088']";"['2-(benzo[c][1,2,5]thiadiazole-4-sulfonamido)-N-(2-methoxybenzyl)-3-phenylpropanamide']"
