reactants,products,reactionString,ruleName,thermo,reactionType
CC[C@H]1CC(=CCC(C)C(N)=O)OC1=O.CC[C@H]1CC(=CCC(C)C(N)=O)OC1=O,CCC(CC=C1C[C@H](CC)C(=O)O1)C(N)=O.CC[C@H]1CC(=CCCC(N)=O)OC1=O,CC[C@H]1CC(=CCC(C)C(N)=O)OC1=O.CC[C@H]1CC(=CCC(C)C(N)=O)OC1=O >> CCC(CC=C1C[C@H](CC)C(=O)O1)C(N)=O.CC[C@H]1CC(=CCCC(N)=O)OC1=O,rule0126_2,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@H](CCC(N)=O)C(=O)O1)C(N)=O,CC[C@@H]1C=C2C[C@H](CCC(N)=O)C(=NC1=O)O2.O,CC[C@H](C=C1C[C@H](CCC(N)=O)C(=O)O1)C(N)=O >> CC[C@@H]1C=C2C[C@H](CCC(N)=O)C(=NC1=O)O2.O,rule0146_1,No_Thermo,Enzymatic
CC[C@H]1CC(=C[C@H](C#N)CC)OC1=O.CC[C@H]1CC(=C[C@H](C#N)CC)OC1=O,CCC[C@H]1CC(=C[C@H](C#N)CC)OC1=O.CC[C@H]1CC(=C[C@@H](C)C#N)OC1=O,CC[C@H]1CC(=C[C@H](C#N)CC)OC1=O.CC[C@H]1CC(=C[C@H](C#N)CC)OC1=O >> CCC[C@H]1CC(=C[C@H](C#N)CC)OC1=O.CC[C@H]1CC(=C[C@@H](C)C#N)OC1=O,rule0126_2,No_Thermo,Enzymatic
CCC(C)[C@H](C=C1CCC(=O)O1)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(C)[C@H](C=C1CCC(=O)O1)OC(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C)[C@H](C=C1CCC(=O)O1)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(C)[C@H](C=C1CCC(=O)O1)OC(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11,No_Thermo,Enzymatic
CC[C@H]1CC(=C(C(N)=O)[C@@H](CC)C(N)=O)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC[C@H]1CC2(OC1=O)OC2(C(N)=O)[C@@H](CC)C(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC[C@H]1CC(=C(C(N)=O)[C@@H](CC)C(N)=O)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC[C@H]1CC2(OC1=O)OC2(C(N)=O)[C@@H](CC)C(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0077_4,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O,CC[C@H]1CC(=C[C@@H](CC)C(N)=O)OC1=O.C[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O,CC[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O >> CC[C@H]1CC(=C[C@@H](CC)C(N)=O)OC1=O.C[C@H](C=C1C[C@H](C)C(=O)O1)C(N)=O,rule0126_2,No_Thermo,Enzymatic
CCC[C@H]1CC(=C[C@@H](CC)C(N)=O)OC1=O.O,CCC[C@H]1CC(=C(O)[C@@H](CC)C(N)=O)OC1O,CCC[C@H]1CC(=C[C@@H](CC)C(N)=O)OC1=O.O >> CCC[C@H]1CC(=C(O)[C@@H](CC)C(N)=O)OC1O,rule0070_6,No_Thermo,Enzymatic
CC[C@H]1CC(=C(C(=O)O)[C@@H](CC)C(N)=O)OC1=O,CC[C@H]1CC(=C(C)[C@@H](CC(=O)O)C(N)=O)OC1=O,CC[C@H]1CC(=C(C(=O)O)[C@@H](CC)C(N)=O)OC1=O >> CC[C@H]1CC(=C(C)[C@@H](CC(=O)O)C(N)=O)OC1=O,rule0449_1,No_Thermo,Enzymatic
CCCC[C@H](C=C1CCC(=O)O1)C(N)=O,CCCC(=C1CCC(=O)O1)[C@@H](C)C(N)=O,CCCC[C@H](C=C1CCC(=O)O1)C(N)=O >> CCCC(=C1CCC(=O)O1)[C@@H](C)C(N)=O,rule0028_51,No_Thermo,Enzymatic
CCC(CC(N)=O)=C1C[C@H](CC)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC[C@H]1CC(=C(CC)CC(N)=O)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(CC(N)=O)=C1C[C@H](CC)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC[C@H]1CC(=C(CC)CC(N)=O)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@H](C(C)C(N)=O)C(=O)O1)C(N)=O,CC[C@H]1CC(=C(C(N)=O)[C@@H](CC)C(N)=O)OC1=O,CC[C@H](C=C1C[C@H](C(C)C(N)=O)C(=O)O1)C(N)=O >> CC[C@H]1CC(=C(C(N)=O)[C@@H](CC)C(N)=O)OC1=O,rule0028_51,No_Thermo,Enzymatic
CC[C@H]1CC(=C[C@H](C(N)=O)C(C)O)OC1=O,C=C1C[C@](CC)([C@H](C(N)=O)C(C)O)C(=O)O1,CC[C@H]1CC(=C[C@H](C(N)=O)C(C)O)OC1=O >> C=C1C[C@](CC)([C@H](C(N)=O)C(C)O)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
