reactants,products,reactionString,ruleName,thermo,reactionType
C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O.C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O,C=C1OC(=O)[C@@](O)(CC)[C@@H]1O.CC=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O,C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O.C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O >> C=C1OC(=O)[C@@](O)(CC)[C@@H]1O.CC=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
CC(C)C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O.O,CC(C)C(O)=C1OC(O)[C@@](O)(C(C)C)[C@@H]1O,CC(C)C=C1OC(=O)[C@@](O)(C(C)C)[C@@H]1O.O >> CC(C)C(O)=C1OC(O)[C@@](O)(C(C)C)[C@@H]1O,rule0070_6,No_Thermo,Enzymatic
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CCCC=C1OC(=O)[C@@H](O)[C@@H]1O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CCCC=C1OC(=O)[C@@H](OC(C)=O)[C@@H]1O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CCCC=C1OC(=O)[C@@H](O)[C@@H]1O >> CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CCCC=C1OC(=O)[C@@H](OC(C)=O)[C@@H]1O,rule0062_19,No_Thermo,Enzymatic
CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O,CC(C)C(C)(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC1OC(=O)[C@@H](O)[C@@H]1O,CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O >> CC(C)C(C)(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC1OC(=O)[C@@H](O)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
CC(C)C=C(O)[C@@H](O)[C@H](O)C(=O)O,CC(C)C=C1O[C@@]1(O)[C@H](O)C(O)O,CC(C)C=C(O)[C@@H](O)[C@H](O)C(=O)O >> CC(C)C=C1O[C@@]1(O)[C@H](O)C(O)O,rule0169_1,No_Thermo,Enzymatic
CC(C)C(O)=C1OC(O)[C@@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)C(O)=C1OC(O)[C@@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(C)C(O)=C1OC(O)[C@@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)C(O)=C1OC(O)[C@@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
CC(C)C=C(O)[C@@H](O)[C@H](O)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(C)C=C[C@@H](O)[C@H](O)C(=O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C)C=C(O)[C@@H](O)[C@H](O)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC(C)C=C[C@@H](O)[C@H](O)C(=O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0025_39,No_Thermo,Enzymatic
CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O,CC(C)CC1OC(=O)[C@@H](O)[C@]1(O)C(C)C.CC1OC(=O)[C@@H](O)[C@@H]1O,CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O.CC(C)CC1OC(=O)[C@@H](O)[C@@H]1O >> CC(C)CC1OC(=O)[C@@H](O)[C@]1(O)C(C)C.CC1OC(=O)[C@@H](O)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
CO[C@@H]1C(=CC(C)C)OC(=O)[C@H]1O.O,CO[C@H](C(O)=CC(C)C)[C@H](O)C(=O)O,CO[C@@H]1C(=CC(C)C)OC(=O)[C@H]1O.O >> CO[C@H](C(O)=CC(C)C)[C@H](O)C(=O)O,rule0035_7,No_Thermo,Enzymatic
CC(C)CC(C)C=C1OC(=O)[C@@H](O)[C@@H]1O,CC(C)CCCC=C1OC(=O)[C@@H](O)[C@@H]1O,CC(C)CC(C)C=C1OC(=O)[C@@H](O)[C@@H]1O >> CC(C)CCCC=C1OC(=O)[C@@H](O)[C@@H]1O,rule0028_51,No_Thermo,Enzymatic
