starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCCC)C(=O)Cl,2,0.1961,,0.6342293
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CC(O)CC)C(=O)O,2,0.1373,,0.9962148
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCC(C)O)C(=O)O,2,0.1346,,0.9926118
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCCCO)C(=O)O,2,0.1509,,0.9959823
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC[C@@H](C(=O)O)[C@H](O)C(O)=CCCO,2,0.1698,,0.9932
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC[C@]1(C)C(O)OC(=C(O)CC)[C@H]1O,2,0.2157,,0.8474432
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC[C@]1(C)C(=O)OC(=C(O)CC)[C@H]1O,2,0.28,,0.83681285
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC[C@@H](C(=O)O)[C@H](O)C(O)CCC,2,0.1667,,0.96183145
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCCC)C(O)O,2,0.1875,,0.93756795
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCCC)C(N)O,2,0.1837,,0.8730653
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC[C@]1(C)C(O)OC(=C(O)CC)[C@H]1O,2,0.1765,,0.78850025
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCCCC=C(O)[C@@H](O)[C@@H](C)C(=O)O,2,0.18,,0.9734099
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC1(O)OC(=O)[C@](C)(CCC)[C@@H]1O,2,0.2292,,0.790635
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CCCC)C(=O)O,1,0.2041,,0.9934691
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CC(O)=C1OC(O)[C@H](CCC(C)C)[C@@H]1O,2,0.1765,,0.7675333
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CC=C(O)[C@@H](O)[C@@H](CC(C)CC)C(=O)O,2,0.1176,,0.9916971
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC[C@H]1C(O)OC(=C(O)C(C)C)[C@H]1O,2,0.2245,,0.7528838
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC(C)C=C(O)[C@@H](O)[C@@H](CC)C(=O)O,2,0.1176,,0.9611733
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCCC[C@H]1C(O)OC(=C(C)O)[C@H]1O,2,0.2766,,0.83915603
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC(C)C=C(O)[C@@H](O)[C@@H](C)C(=O)O,2,0.1373,,0.8488532
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC[C@@H](C(=O)O)[C@H](O)C(O)=CC(C)C,2,0.1373,,0.98792136
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CC=C(O)[C@@H](O)[C@@H](CCCCC)C(=O)O,2,0.1837,,0.99515426
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC(C)C(O)=C1OC(O)[C@H](C)[C@@H]1O,2,0.1961,,0.75255
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CC=C(O)[C@@H](O)[C@@H](CCC(C)C)C(=O)O,2,0.098,,0.9904545
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCC[C@H]1C(O)OC(=C(O)CC)[C@H]1O,1,0.3043,,0.74927413
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC(C)C[C@H]1C(O)OC(=C(C)O)[C@H]1O,2,0.1731,,0.8560346
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCCCCCC=C(O)[C@@H](O)CC(=O)O,2,0.18,,0.9160817
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@@H](CC(C)C)C(=O)O,2,0.1373,,0.9920535
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,C=C(O)[C@@H](O)[C@@H](CC(CC)CC)C(=O)O,2,0.098,,0.91548216
CCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,CCC=C(O)[C@@H](O)[C@H](C(=O)O)C(C)CC,2,0.1373,,0.98345226
