starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(=C(O)[C@@H](O)[C@@H](C)C(=O)O)[C@@H](CC)C(N)=O,2,0.2075,,0.6946079
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C(O)=C1OC(=O)[C@](C)(CC)[C@@H]1O)C(N)O,2,0.2456,,0.6913532
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(C=C(O)[C@@H](O)[C@@H](C)C(=O)O)(CC)C(N)=O,2,0.1852,,0.92122334
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(C)[C@H](C=C(O)[C@@H](O)[C@@H](C)C(=O)O)C(N)=O,2,0.2264,,0.90711653
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(C)[C@@H](C(N)=O)C(O)=C1OC(O)[C@H](C)[C@@H]1O,2,0.3208,,0.7394552
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(C)[C@H](C(O)=C1OC(=O)[C@H](C)[C@@H]1O)C(N)O,2,0.3922,,0.6783547
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@](C)(C(C)O)[C@@H]1O)C(N)O,2,0.3091,,0.7275567
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(CC)(C(O)=C1OC(=O)[C@H](C)[C@@H]1O)C(N)O,2,0.38,,0.8415614
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(CC)(C(N)=O)C(O)=C1OC(=O)[C@H](C)[C@@H]1O,2,0.4167,,0.80338454
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)OC(C)=O,2,0.5745,,0.903004
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(C)[C@@H](C(N)=O)C(O)=C1OC(=O)[C@H](C)[C@@H]1O,2,0.4792,,0.71348876
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](CC1OC(=O)[C@H](C)[C@@H]1O)C(=O)NC(C)=O,2,0.2909,,0.621901
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](CC1OC(=O)[C@H](C)[C@@H]1OC(C)=O)C(N)=O,2,0.3333,,0.72566897
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@](C)(C(C)O)[C@@H]1O)C(N)=O,2,0.5208,,0.9484201
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@@H](C(N)=O)C(O)=C1OC(=O)[C@](C)(CC)[C@@H]1O,2,0.3148,,0.9665091
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1OC(C)O)C(N)=O,2,0.6444,,0.7839573
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(O)NC(C)=O,2,0.5532,,0.9918984
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O)C(N)O,2,0.4231,,0.8310669
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1OC(C)N)C(N)=O,2,0.6444,,0.6205249
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@]1(C(N)OC(C)=O)C=C2OC(=O)[C@H](C)[C@@H]2O1,2,0.2881,,0.7092267
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O)C(N)=O,1,0.6591,,0.75994337
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CC(C)[C@H](C=C1OC(=O)[C@H](C)[C@@H]1OC=O)C(N)=O,2,0.4118,,0.67904866
CC[C@H](C=C1OC(=O)[C@H](C)[C@@H]1O)C(N)=O,CCC(CC(N)=O)=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O,2,0.3148,,0.6168159
