reactants,products,reactionString,ruleName,thermo,reactionType
CC[C@@](O)(C=C1C[C@H](O)C(O)O1)C(N)=O,CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.O,CC[C@@](O)(C=C1C[C@H](O)C(O)O1)C(N)=O >> CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.O,rule0071_5,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@H](OC(C)=O)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](OC(C)=O)C(=O)O1)C(N)=O,CC[C@H](C=C1C[C@@](C)(OC(C)=O)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](OC=O)C(=O)O1)C(N)=O,CC[C@H](C=C1C[C@H](OC(C)=O)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](OC(C)=O)C(=O)O1)C(N)=O >> CC[C@H](C=C1C[C@@](C)(OC(C)=O)C(=O)O1)C(N)=O.CC[C@H](C=C1C[C@H](OC=O)C(=O)O1)C(N)=O,rule0126_2,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@](O)(CC)C(=O)O1)C(N)=O.O,CC[C@@]1(O)CC(=C[C@](O)(CC)C(N)O)OC1=O,CC[C@H](C=C1C[C@](O)(CC)C(=O)O1)C(N)=O.O >> CC[C@@]1(O)CC(=C[C@](O)(CC)C(N)O)OC1=O,rule0070_6,No_Thermo,Enzymatic
CC(O)[C@H](C=C1C[C@H](O)C(=O)O1)C(N)O,CC(O)CC=C1C[C@](O)(C(N)O)C(=O)O1,CC(O)[C@H](C=C1C[C@H](O)C(=O)O1)C(N)O >> CC(O)CC=C1C[C@](O)(C(N)O)C(=O)O1,rule0028_50,No_Thermo,Enzymatic
CC[C@]1(C(N)O)C=C2C[C@H](O1)C(=O)O2.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC[C@]1(C(N)O)C=C2C[C@H](O1)C(=O)O2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@]1(C(N)O)C=C2C[C@H](O1)C(=O)O2.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC[C@]1(C(N)O)C=C2C[C@H](O1)C(=O)O2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
NC(=O)[C@@H](C=C1C[C@H](O)C(O)O1)CCO,NC(=O)C(O)CCC=C1C[C@H](O)C(O)O1,NC(=O)[C@@H](C=C1C[C@H](O)C(O)O1)CCO >> NC(=O)C(O)CCC=C1C[C@H](O)C(O)O1,rule0028_51,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)[C@@H](C=C1C[C@H](O)C(=O)O1)CCO,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(O)[C@@H](C=C1C[C@H](O)C(=O)O1)CCO,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)[C@@H](C=C1C[C@H](O)C(=O)O1)CCO >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(O)[C@@H](C=C1C[C@H](O)C(=O)O1)CCO,rule0003_153,No_Thermo,Enzymatic
CC[C@H](C=C1OC(=O)[C@@H](O)C1C(N)=O)C(N)=O,NC(=O)C1C2=C[C@H](C(N)O)CCO[C@@H]1C(=O)O2,CC[C@H](C=C1OC(=O)[C@@H](O)C1C(N)=O)C(N)=O >> NC(=O)C1C2=C[C@H](C(N)O)CCO[C@@H]1C(=O)O2,rule0169_1,No_Thermo,Enzymatic
C=C1OC(=O)[C@@H](O)C1[C@@H](CC)C(N)=O,CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O,C=C1OC(=O)[C@@H](O)C1[C@@H](CC)C(N)=O >> CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O,rule0028_51,No_Thermo,Enzymatic
N.NC(=O)O,NC(N)=O.O,N.NC(=O)O >> NC(N)=O.O,rule0055_2,No_Thermo,Enzymatic
CCCC=C1C[C@H](O)C(=O)O1.CCCC=C1C[C@H](O)C(=O)O1,CCC=C1C[C@H](O)C(=O)O1.CCCC(C)=C1C[C@H](O)C(=O)O1,CCCC=C1C[C@H](O)C(=O)O1.CCCC=C1C[C@H](O)C(=O)O1 >> CCC=C1C[C@H](O)C(=O)O1.CCCC(C)=C1C[C@H](O)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O,C=C1C[C@H](O)C(=O)O1.C[C@H](C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O)C(N)=O,C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O >> C=C1C[C@H](O)C(=O)O1.C[C@H](C[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O)C(N)=O,rule0126_2,No_Thermo,Enzymatic
CC[C@H](C=C(O)C[C@H](O)C(=O)O)C(N)=O,NC(O)[C@H]1C=C(O)C[C@@H](C(=O)O)OCC1,CC[C@H](C=C(O)C[C@H](O)C(=O)O)C(N)=O >> NC(O)[C@H]1C=C(O)C[C@@H](C(=O)O)OCC1,rule0169_1,No_Thermo,Enzymatic
CCCC=C1C[C@H](O)C(=O)O1.CCCC=C1C[C@H](O)C(=O)O1,CCC=C1C[C@H](O)C(=O)O1.CCCC=C1OC(=O)[C@@H](O)C1C,CCCC=C1C[C@H](O)C(=O)O1.CCCC=C1C[C@H](O)C(=O)O1 >> CCC=C1C[C@H](O)C(=O)O1.CCCC=C1OC(=O)[C@@H](O)C1C,rule0126_2,No_Thermo,Enzymatic
CC(O)[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(O)[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC[C@H](C=C1C[C@H](O)C(=O)O1)C(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0025_39,No_Thermo,Enzymatic
CC[C@H](C=C1C[C@H](O)C(=O)O1)C(=O)NC,C=C1C[C@](O)([C@@H](CC)C(=O)NC)C(=O)O1,CC[C@H](C=C1C[C@H](O)C(=O)O1)C(=O)NC >> C=C1C[C@](O)([C@@H](CC)C(=O)NC)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CC(C=C1C[C@H](O)C(=O)O1)CC(N)=O.CC(C=C1C[C@H](O)C(=O)O1)CC(N)=O,CCC=C1C[C@H](O)C(=O)O1.NC(=O)CCC(C=C1C[C@H](O)C(=O)O1)CC(N)=O,CC(C=C1C[C@H](O)C(=O)O1)CC(N)=O.CC(C=C1C[C@H](O)C(=O)O1)CC(N)=O >> CCC=C1C[C@H](O)C(=O)O1.NC(=O)CCC(C=C1C[C@H](O)C(=O)O1)CC(N)=O,rule0126_2,No_Thermo,Enzymatic
CC[C@H](C=C1OC(=O)[C@@H](O)C1C)C(N)=O,CC[C@H](C=C1OC(=O)[C@H]2OCC12)C(N)O,CC[C@H](C=C1OC(=O)[C@@H](O)C1C)C(N)=O >> CC[C@H](C=C1OC(=O)[C@H]2OCC12)C(N)O,rule0169_1,No_Thermo,Enzymatic
