reactants,products,reactionString,ruleName,thermo,reactionType
CCC=C1OC(=O)[C@@H](CC)C1C.CCC=C1OC(=O)[C@@H](CC)C1C,CC=C1OC(=O)[C@@H](CC)C1C.CCC=C1OC(=O)[C@@H](CCC)C1C,CCC=C1OC(=O)[C@@H](CC)C1C.CCC=C1OC(=O)[C@@H](CC)C1C >> CC=C1OC(=O)[C@@H](CC)C1C.CCC=C1OC(=O)[C@@H](CCC)C1C,rule0126_2,No_Thermo,Enzymatic
CCC=C1C[C@@](C)(CC)C(=O)O1.O,CCC(O)=C1C[C@@](C)(CC)C(O)O1,CCC=C1C[C@@](C)(CC)C(=O)O1.O >> CCC(O)=C1C[C@@](C)(CC)C(O)O1,rule0070_6,No_Thermo,Enzymatic
CC(C)C=C1C[C@H](C(C)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C(=O)O)[C@H]1CC(=CC(C)(C)O)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C)C=C1C[C@H](C(C)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(C(=O)O)[C@H]1CC(=CC(C)(C)O)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CCC)C(=O)O1,CC=C1C[C@H](CCC)C(=O)O1.CCCC=C1C[C@H](CCC)C(=O)O1,CCC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CCC)C(=O)O1 >> CC=C1C[C@H](CCC)C(=O)O1.CCCC=C1C[C@H](CCC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CC[C@H]1CC(=C(O)C(C)C)OC1=O,CC(C)CC[C@H]1CC(=CO)OC1=O,CC[C@H]1CC(=C(O)C(C)C)OC1=O >> CC(C)CC[C@H]1CC(=CO)OC1=O,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC)C(=O)O1,CCC=C1C[C@H](C(C)C)C(=O)O1,CCC=C1C[C@H](CCC)C(=O)O1 >> CCC=C1C[C@H](C(C)C)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CCC(=C1CCC(=O)O1)C(C)C.O,CC(C)C(=C1CCC(O)O1)C(C)O,CCC(=C1CCC(=O)O1)C(C)C.O >> CC(C)C(=C1CCC(O)O1)C(C)O,rule0070_6,No_Thermo,Enzymatic
CC[C@H]1CC(O)(CC(C)C)OC1=O.CC[C@H]1CC(O)(CC(C)C)OC1=O,CCC(C)CC1(O)C[C@H](CC)C(=O)O1.CCCC1(O)C[C@H](CC)C(=O)O1,CC[C@H]1CC(O)(CC(C)C)OC1=O.CC[C@H]1CC(O)(CC(C)C)OC1=O >> CCC(C)CC1(O)C[C@H](CC)C(=O)O1.CCCC1(O)C[C@H](CC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CC[C@H]1CC(=CC(C)C)OC1=O.CC[C@H]1CC(=CC(C)C)OC1=O,CCC=C1C[C@H](CC)C(=O)O1.CC[C@H]1CC(=C(C)C(C)C)OC1=O,CC[C@H]1CC(=CC(C)C)OC1=O.CC[C@H]1CC(=CC(C)C)OC1=O >> CCC=C1C[C@H](CC)C(=O)O1.CC[C@H]1CC(=C(C)C(C)C)OC1=O,rule0126_2,No_Thermo,Enzymatic
CC[C@]1(C)CC(=CC(C)C)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC[C@]1(C)CC(=CC(C)(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@]1(C)CC(=CC(C)C)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC[C@]1(C)CC(=CC(C)(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
CCC(C)=C1C[C@H](CC)C(=O)O1.O=C=O,CCC(CC(=O)O)=C1C[C@H](CC)C(=O)O1,CCC(C)=C1C[C@H](CC)C(=O)O1.O=C=O >> CCC(CC(=O)O)=C1C[C@H](CC)C(=O)O1,rule0023_17,No_Thermo,Enzymatic
CC[C@H]1CC2(OC1=O)OC2C(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C)C1OC12C[C@H](CCO)C(=O)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC[C@H]1CC2(OC1=O)OC2C(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(C)C1OC12C[C@H](CCO)C(=O)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
CC[C@H]1CC(=C(O)C(C)C)OC1O.CC[C@H]1CC(=C(O)C(C)C)OC1O,CCC(O)=C1C[C@H](CC)C(O)O1.CC[C@@H]1C(O)OC(=C(O)C(C)C)C1C,CC[C@H]1CC(=C(O)C(C)C)OC1O.CC[C@H]1CC(=C(O)C(C)C)OC1O >> CCC(O)=C1C[C@H](CC)C(O)O1.CC[C@@H]1C(O)OC(=C(O)C(C)C)C1C,rule0126_2,No_Thermo,Enzymatic
CC(C)C=C1C[C@H](CCO)C(O)O1,CC(C=C1CCC(O)O1)CCCO,CC(C)C=C1C[C@H](CCO)C(O)O1 >> CC(C=C1CCC(O)O1)CCCO,rule0028_51,No_Thermo,Enzymatic
CC(C)C=C1C[C@H](C(C)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C)C=C1C[C@H](C(CO)C(=O)O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C)C=C1C[C@H](C(C)C(=O)O)C(=O)O1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(C)C=C1C[C@H](C(CO)C(=O)O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
