reactants,products,reactionString,ruleName,thermo,reactionType
COC1=CC(=C[C@@H](C)C(O)NC(=O)[C@H](C)N)OC1=O,COC1=CC(=C[C@@H](C)C(O)NC2=[NH+][C@H]2C)OC1=O.O,COC1=CC(=C[C@@H](C)C(O)NC(=O)[C@H](C)N)OC1=O >> COC1=CC(=C[C@@H](C)C(O)NC2=[NH+][C@H]2C)OC1=O.O,rule0339_1,No_Thermo,Enzymatic
CNC(=O)[C@@H](N)C[C@H](C)C=C1C=C(OC)C(=O)O1.O,CNC(=O)[C@@H](O)C[C@H](C)C=C1C=C(OC)C(=O)O1.N,CNC(=O)[C@@H](N)C[C@H](C)C=C1C=C(OC)C(=O)O1.O >> CNC(=O)[C@@H](O)C[C@H](C)C=C1C=C(OC)C(=O)O1.N,rule0056_18,No_Thermo,Enzymatic
COC1=CC(=C[C@@H](C)CNC(=O)[C@H](C)O)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,COC1=CC(=C[C@@H](C)C=O)OC1=O.C[C@H](O)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,COC1=CC(=C[C@@H](C)CNC(=O)[C@H](C)O)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> COC1=CC(=C[C@@H](C)C=O)OC1=O.C[C@H](O)C(N)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,rule0157_2,No_Thermo,Enzymatic
CC[C@H](C=C1C=C(OC)C(=O)O1)CNC(=O)CN.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC[C@@H](CNC(=O)CN)C1OC12C=C(OC)C(=O)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC[C@H](C=C1C=C(OC)C(=O)O1)CNC(=O)CN.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC[C@@H](CNC(=O)CN)C1OC12C=C(OC)C(=O)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0077_4,No_Thermo,Enzymatic
COC1=CC(=C[C@@H](C)CNC(=O)O[C@H](C)N)OC1=O,COC1=C(C)C(=CCCNC(=O)O[C@H](C)N)OC1=O,COC1=CC(=C[C@@H](C)CNC(=O)O[C@H](C)N)OC1=O >> COC1=C(C)C(=CCCNC(=O)O[C@H](C)N)OC1=O,rule0028_51,No_Thermo,Enzymatic
COC1=CC(=C[C@@](C)(O)CNC(=O)[C@H](C)N)OC1=O.O=P(O)(O)O,COC1=CC(=C[C@@](C)(O)CN)OC1=O.C[C@H](N)C(=O)OP(=O)(O)O,COC1=CC(=C[C@@](C)(O)CNC(=O)[C@H](C)N)OC1=O.O=P(O)(O)O >> COC1=CC(=C[C@@](C)(O)CN)OC1=O.C[C@H](N)C(=O)OP(=O)(O)O,rule0099_4,No_Thermo,Enzymatic
COC1=CC(=C[C@@](C)(O)CNC(O)[C@H](C)N)OC1=O,CCOC1=CC(=C[C@H](O)CNC(O)[C@H](C)N)OC1=O,COC1=CC(=C[C@@](C)(O)CNC(O)[C@H](C)N)OC1=O >> CCOC1=CC(=C[C@H](O)CNC(O)[C@H](C)N)OC1=O,rule0028_51,No_Thermo,Enzymatic
COC1=CC(=C[C@@](C)(O)CNC(=O)[C@H](C)N)OC1=O,COc1cc2oc1=N[C@@H](C)C(=O)NC[C@](C)(O)C=2.O,COC1=CC(=C[C@@](C)(O)CNC(=O)[C@H](C)N)OC1=O >> COc1cc2oc1=N[C@@H](C)C(=O)NC[C@](C)(O)C=2.O,rule0146_1,No_Thermo,Enzymatic
COC1=CC(=C[C@@H](C)CNC(=O)[C@@H](N)CO)OC1O,CNC(=O)[C@](N)(CO)[C@H](C)C=C1C=C(OC)C(O)O1,COC1=CC(=C[C@@H](C)CNC(=O)[C@@H](N)CO)OC1O >> CNC(=O)[C@](N)(CO)[C@H](C)C=C1C=C(OC)C(O)O1,rule0028_51,No_Thermo,Enzymatic
COC1=CC(=C[C@@H](C)CNC(=O)[C@@H](N)CO)OC1=O,COC1=CC(=C[C@@H](CCO)CNC(=O)CN)OC1=O,COC1=CC(=C[C@@H](C)CNC(=O)[C@@H](N)CO)OC1=O >> COC1=CC(=C[C@@H](CCO)CNC(=O)CN)OC1=O,rule0028_50,No_Thermo,Enzymatic
