starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
C=CCC1=CC(=CC(C)CC)OC1=O,CCC=C1C=C(C=CC(CC)OO)C(=O)O1,2,0.2963,,0.77263033
C=CCC1=CC(=CC(C)CC)OC1=O,C=C(O)CC1=CC(CC(C)CC)OC1O,2,0.1754,,0.72066516
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C(=O)O)=C(C)C(=O)CC(C)C,2,0.1731,,0.7900684
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCCCC(C)CC(=O)C=CC(=O)O,2,0.1698,,0.8698403
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C)C(C)CC(=O)C=CC(=O)O,2,0.2,,0.8934793
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC1=CC(CC(C)CCO)OC1=O,2,0.3462,,0.9895471
C=CCC1=CC(=CC(C)CC)OC1=O,C=C(O)CC1=CC(CC(C)CC)OC1=O,2,0.2593,,0.920227
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C(=O)O)=C(C)C(=O)CCCC,2,0.1481,,0.88022035
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC1=CC(O)(C(C)C(C)C)OC1=O,2,0.383,,0.77219474
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(=CC(=O)C(C)C(C)C)C(=O)O,2,0.1765,,0.82642555
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C(=O)O)=C(CC)C(=O)CCC,2,0.1538,,0.9302917
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(=CC(=O)C(C)CCC)C(=O)O,2,0.1887,,0.61969805
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C(=O)C=C(C)C(=O)O)C(C)CC,2,0.1923,,0.8725833
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C)C(=CC(=O)CCCC)C(=O)O,2,0.1667,,0.64888513
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC1=CC(CC(C)C(C)O)OC1=O,2,0.36,,0.98727036
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCCC(CC)CC(=O)C=CC(=O)O,2,0.1887,,0.7957981
C=CCC1=CC(=CC(C)CC)OC1=O,CCC=C1C=C(C(CC)CCO)C(=O)O1,2,0.3137,,0.8932854
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C)C(C)CC(=O)C=C(C)C(=O)O,2,0.1731,,0.6767062
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C(=O)C=CC(=O)O)C(C)CC,2,0.2157,,0.9662574
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C(=O)O)=C(C(C)=O)C(C)CC,2,0.2157,,0.8010059
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C)C(=CC(=O)CC(C)C)C(=O)O,2,0.1538,,0.76562786
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(O)(CC)C1=CC(=CCC)OC1=O,2,0.3137,,0.97154063
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC1=C(C(C)CCO)C(=C)OC1=O,2,0.3137,,0.8149639
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C)(O)C1=CC(=CCCC)OC1=O,2,0.3077,,0.7748053
C=CCC1=CC(=CC(C)CC)OC1=O,CCC=C1C=C(CC2OC2CC)C(=O)O1,2,0.3542,,0.93290824
C=CCC1=CC(=CC(C)CC)OC1=O,C=CC(C)C1=CC(=C(O)CCC)OC1=O,2,0.3077,,0.8953465
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(=C1C=CC(=O)O1)C(CC)CO,2,0.3137,,0.6301096
C=CCC1=CC(=CC(C)CC)OC1=O,C=C(O)C(C)(C=C1C=C(C)C(=O)O1)CC,2,0.2941,,0.6756487
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(C=C1C=C(C)C(=O)O1)CCO,2,0.38,,0.7679493
C=CCC1=CC(=CC(C)CC)OC1=O,C=CCC(=C1C=CC(=O)O1)C(C)C(C)O,2,0.3,,0.7309339
