reactants,products,reactionString,ruleName,thermo,reactionType
C=CC(O)CC=C1OC(=O)C(O)C1=O,C=CC(C=C1OC(=O)C(O)C1=O)CO,C=CC(O)CC=C1OC(=O)C(O)C1=O >> C=CC(C=C1OC(=O)C(O)C1=O)CO,rule0028_51,No_Thermo,Enzymatic
C=CC(=C)CCC=C1OC(=O)C(O)C1=O.O,C=CC(=C)C(O)CC=C1OC(O)C(O)C1=O,C=CC(=C)CCC=C1OC(=O)C(O)C1=O.O >> C=CC(=C)C(O)CC=C1OC(O)C(O)C1=O,rule0070_6,No_Thermo,Enzymatic
C=CC(O)CC=C1OC(=O)C(O)C1O,C=CC=O.CC=C1OC(=O)C(O)C1O,C=CC(O)CC=C1OC(=O)C(O)C1O >> C=CC=O.CC=C1OC(=O)C(O)C1O,rule0053_20,No_Thermo,Enzymatic
C=CCCCC1(O)OC(=O)C(O)C1=O.C=CCCCC1(O)OC(=O)C(O)C1=O,C=CCCCC1(O)OC(=O)C(O)(CC=C)C1=O.CCC1(O)OC(=O)C(O)C1=O,C=CCCCC1(O)OC(=O)C(O)C1=O.C=CCCCC1(O)OC(=O)C(O)C1=O >> C=CCCCC1(O)OC(=O)C(O)(CC=C)C1=O.CCC1(O)OC(=O)C(O)C1=O,rule0126_2,No_Thermo,Enzymatic
C=CCCC=C(O)C(=O)C(O)C(=O)O.Cl,C=CCCC=C(Cl)C(=O)C(O)C(=O)O.O,C=CCCC=C(O)C(=O)C(O)C(=O)O.Cl >> C=CCCC=C(Cl)C(=O)C(O)C(=O)O.O,rule0183_6,No_Thermo,Enzymatic
C=CCC(C=C)CC=C1OC(=O)C(O)C1=O.O,C=CC(O)C(C=C)CC=C1OC(=O)C(O)C1O,C=CCC(C=C)CC=C1OC(=O)C(O)C1=O.O >> C=CC(O)C(C=C)CC=C1OC(=O)C(O)C1O,rule0070_6,No_Thermo,Enzymatic
C=CCCC=C1OC(=O)C(O)(C=C)C1=O,C=CC(C)C=C1OC(=O)C(O)(C=C)C1=O,C=CCCC=C1OC(=O)C(O)(C=C)C1=O >> C=CC(C)C=C1OC(=O)C(O)(C=C)C1=O,rule0028_51,No_Thermo,Enzymatic
C=CCCC(O)=C1OC(=O)C(O)C1=O,CCC=CC(O)=C1OC(=O)C(O)C1=O,C=CCCC(O)=C1OC(=O)C(O)C1=O >> CCC=CC(O)=C1OC(=O)C(O)C1=O,rule0028_50,No_Thermo,Enzymatic
C=CCC(C=C)C=C1OC(=O)C(O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C=CCC(C=C1OC(=O)C(O)C1=O)C(=C)C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C=CCC(C=C)C=C1OC(=O)C(O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> C=CCC(C=C1OC(=O)C(O)C1=O)C(=C)C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
C=CCCC(O)=C1OC(O)C(O)C1=O.C=CCCC(O)=C1OC(O)C(O)C1=O,C=CCC(=C)CCC(O)=C1OC(O)C(O)C1=O.CC(O)=C1OC(O)C(O)C1=O,C=CCCC(O)=C1OC(O)C(O)C1=O.C=CCCC(O)=C1OC(O)C(O)C1=O >> C=CCC(=C)CCC(O)=C1OC(O)C(O)C1=O.CC(O)=C1OC(O)C(O)C1=O,rule0126_2,No_Thermo,Enzymatic
