starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,C[C@H](N)C(Cl)NC[C@H](C)C(O)=C1C=C(O)C(=O)O1,2,0.375,,0.75663817
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,C[C@H](N)C(=O)NC[C@H](C)C(Cl)=C1C=C(O)C(=O)O1,2,0.5714,,0.5932812
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC(NC(O)[C@@](C)(N)O)[C@H](C)C=C1C=C(O)C(=O)O1,2,0.4528,,0.86553305
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC1=C(O)C(=O)OC1=C(O)[C@@H](C)CNC(O)[C@H](C)N,2,0.2667,,0.8543187
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,COC1=CC(=C(O)[C@@H](C)CNC(O)[C@H](C)N)OC1=O,2,0.2742,,0.70205754
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC(C)(C=C1C=C(O)C(=O)O1)CNC(O)(C#N)CN,2,0.35,,0.6230646
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC(NC(O)(C#N)CN)[C@H](C)C=C1C=C(O)C(=O)O1,2,0.4464,,0.8690805
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC1=C(O)C(=O)OC1=C[C@@H](C)CNC(O)(C#N)CN,2,0.3016,,0.8912443
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,C[C@H](N)C(Cl)NC[C@H](C)c1oc2cc1OC2=O,2,0.2459,,0.803407
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,C[C@H](N)C(=C1C=C(O)C(O)O1)[C@@H](C)CNC(=O)O,2,0.3103,,0.7327712
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CC1=C(O)C(=O)OC1=C(O)[C@@H](C)CNC(O)CN,2,0.2459,,0.88295096
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,C[C@@H](CNC(=O)CCN)CC(=O)C=C(O)C(=O)O,2,0.2203,,0.81516415
C[C@H](C=C1C=C(O)C(=O)O1)CNC(=O)[C@H](C)N,CCC(NC(O)[C@H](C)N)C(O)=C1C=C(O)C(=O)O1,2,0.3509,,0.7569081
