starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@@H](C(=O)OC(C)=O)[C@H](O)C(O)=CC,2,0.1765,,0.95064515
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@@H](C(=O)O)[C@H](OC(C)=O)C(O)=CC,2,0.18,,0.8809232
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=C(C)O)[C@H]1OC(C)O,2,0.4043,,0.70591336
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@@H](C(=O)O)[C@H](O)C(=CC)OC(C)=O,2,0.1765,,0.90136594
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CCCC=C(O)[C@@H](O)[C@@H](CC=C)C(=O)O,2,0.14,,0.7155003
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CCC=CC[C@@H](C(=O)O)[C@H](O)C(O)=CC,2,0.18,,0.7375399
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=C(C)O)[C@H]1OC(C)=O,2,0.4222,,0.8572205
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@]1(C)C(=O)OC(=CC)[C@H]1OC(C)=O,2,0.3469,,0.8473934
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=C(C)C)[C@H]1OC(C)=O,2,0.4318,,0.8010356
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC(C)[C@H]1C(=O)OC(=CC)[C@H]1OC(C)=O,2,0.3542,,0.975502
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC(=C)C[C@@H](C(=O)O)[C@H](O)C(O)=CC,2,0.1633,,0.9952058
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CCC=C(O)[C@@H](O)[C@@H](CC=C)C(=O)O,2,0.1429,0.1163,0.98728126
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC=CC[C@@H](C(=O)O)[C@H](O)C(O)=CC,2,0.16,,0.9979431
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=CC)[C@H]1OC(C)O,2,0.5854,,0.6583806
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=CC)[C@H]1OC(C)N,2,0.5476,,0.8308922
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@H]1C(=O)OC(=CC)[C@]1(C)OC=O,2,0.3617,,0.8980376
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC(C)[C@H]1C(=O)OC(=CC)[C@H]1OC=O,2,0.3404,,0.94256204
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=C[C@]1(OC(C)=O)C(=CC)OC(=O)[C@@H]1C,2,0.2917,,0.98719877
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CCC=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O,2,0.3333,,0.74955475
C=CC[C@H]1C(=O)OC(=CC)[C@H]1O,C=CC[C@@]1(OC(C)=O)CC(=O)OC1=CC,2,0.28,,0.8581767
