reactants,products,reactionString,ruleName,thermo,reactionType
CC(C)CCC1(O)OC(=O)C[C@H]1O.CC(C)CCC1(O)OC(=O)C[C@H]1O,CC(C)CCC1(O)OC(=O)C[C@@]1(O)C(C)C.CCC1(O)OC(=O)C[C@H]1O,CC(C)CCC1(O)OC(=O)C[C@H]1O.CC(C)CCC1(O)OC(=O)C[C@H]1O >> CC(C)CCC1(O)OC(=O)C[C@@]1(O)C(C)C.CCC1(O)OC(=O)C[C@H]1O,rule0126_2,No_Thermo,Enzymatic
CC(C)C(C)(C)CC=C1OC(=O)C[C@H]1O.O,CC(C)C(C)(C)CC(O)=C1OC(O)C[C@H]1O,CC(C)C(C)(C)CC=C1OC(=O)C[C@H]1O.O >> CC(C)C(C)(C)CC(O)=C1OC(O)C[C@H]1O,rule0070_6,No_Thermo,Enzymatic
CC(C)(O)CC=C1OC(O)C[C@H]1O.CC(C)(O)CC=C1OC(O)C[C@H]1O,CC(C)(O)CC=C1OC(O)C(C(C)(C)O)[C@H]1O.CC=C1OC(O)C[C@H]1O,CC(C)(O)CC=C1OC(O)C[C@H]1O.CC(C)(O)CC=C1OC(O)C[C@H]1O >> CC(C)(O)CC=C1OC(O)C(C(C)(C)O)[C@H]1O.CC=C1OC(O)C[C@H]1O,rule0126_2,No_Thermo,Enzymatic
CC(CO)CC=C1OC(O)C[C@H]1O,CC(C=C1OC(O)C[C@H]1O)CCO,CC(CO)CC=C1OC(O)C[C@H]1O >> CC(C=C1OC(O)C[C@H]1O)CCO,rule0028_51,No_Thermo,Enzymatic
CC(C)CC(O)=C1OC(O)C[C@H]1O.O,CC(C)CC(O)C1(O)OC(O)C[C@H]1O,CC(C)CC(O)=C1OC(O)C[C@H]1O.O >> CC(C)CC(O)C1(O)OC(O)C[C@H]1O,rule0020_19,No_Thermo,Enzymatic
CCC(C)C=C1OC(=O)C[C@H]1O.O=C=O,CC(C=C1OC(=O)C[C@H]1O)C(C)C(=O)O,CCC(C)C=C1OC(=O)C[C@H]1O.O=C=O >> CC(C=C1OC(=O)C[C@H]1O)C(C)C(=O)O,rule0023_17,No_Thermo,Enzymatic
CC(C)C(O)C=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(CO)C(O)C=C1OC(=O)C[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C)C(O)C=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(CO)C(O)C=C1OC(=O)C[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
CC(CC=C1OC(=O)C[C@H]1O)CC(=O)O.N,CC(CC#N)CC=C1OC(=O)C[C@H]1O.O.O,CC(CC=C1OC(=O)C[C@H]1O)CC(=O)O.N >> CC(CC#N)CC=C1OC(=O)C[C@H]1O.O.O,rule0242_3,No_Thermo,Enzymatic
CC(CC=C1OC(=O)C[C@H]1O)CC(=O)O,CC=C1OC(=O)C[C@@]1(O)C(C)CC(=O)O,CC(CC=C1OC(=O)C[C@H]1O)CC(=O)O >> CC=C1OC(=O)C[C@@]1(O)C(C)CC(=O)O,rule0028_47,No_Thermo,Enzymatic
CC(C)CC=C1OC(=O)C(C)[C@H]1O.CC(C)CC=C1OC(=O)C(C)[C@H]1O,CC(CC(C)C)=C1OC(=O)C(C)[C@H]1O.CCCC=C1OC(=O)C(C)[C@H]1O,CC(C)CC=C1OC(=O)C(C)[C@H]1O.CC(C)CC=C1OC(=O)C(C)[C@H]1O >> CC(CC(C)C)=C1OC(=O)C(C)[C@H]1O.CCCC=C1OC(=O)C(C)[C@H]1O,rule0126_2,No_Thermo,Enzymatic
CC(C)CC=C1OC(=O)C(C)[C@H]1O.O,CC1C(O)OC(=CCC(C)(C)O)[C@@H]1O,CC(C)CC=C1OC(=O)C(C)[C@H]1O.O >> CC1C(O)OC(=CCC(C)(C)O)[C@@H]1O,rule0070_6,No_Thermo,Enzymatic
CC(=C1OC(=O)C[C@H]1O)C(C)C.O,CC(=C1OC(O)C[C@H]1O)C(C)(C)O,CC(=C1OC(=O)C[C@H]1O)C(C)C.O >> CC(=C1OC(O)C[C@H]1O)C(C)(C)O,rule0070_6,No_Thermo,Enzymatic
C=C1OC(=O)C(CC(C)C)[C@H]1O.C=C1OC(=O)C(CC(C)C)[C@H]1O,C=C1OC(=O)C(C)[C@H]1O.C=C1OC(=O)C(CC(C)C)[C@@]1(O)C(C)C,C=C1OC(=O)C(CC(C)C)[C@H]1O.C=C1OC(=O)C(CC(C)C)[C@H]1O >> C=C1OC(=O)C(C)[C@H]1O.C=C1OC(=O)C(CC(C)C)[C@@]1(O)C(C)C,rule0126_2,No_Thermo,Enzymatic
CC(C)(C)CC=C1OC(=O)C[C@H]1O.O=C=O,CC(C)(C)CC(C(=O)O)=C1OC(=O)C[C@H]1O,CC(C)(C)CC=C1OC(=O)C[C@H]1O.O=C=O >> CC(C)(C)CC(C(=O)O)=C1OC(=O)C[C@H]1O,rule0023_17,No_Thermo,Enzymatic
CC(C)C(O)C=C1OC(O)C[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COC1C[C@@H](O)C(=CC(O)C(C)C)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(C)C(O)C=C1OC(O)C[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COC1C[C@@H](O)C(=CC(O)C(C)C)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,Enzymatic
CC(C)CC=C1OC(=O)C[C@H]1O,CC(C)(C)C=C1OC(=O)C[C@H]1O,CC(C)CC=C1OC(=O)C[C@H]1O >> CC(C)(C)C=C1OC(=O)C[C@H]1O,rule0028_51,No_Thermo,Enzymatic
CC(CO)CC=C1OC(=O)C[C@H]1O,CCC(O)CC=C1OC(=O)C[C@H]1O,CC(CO)CC=C1OC(=O)C[C@H]1O >> CCC(O)CC=C1OC(=O)C[C@H]1O,rule0028_51,No_Thermo,Enzymatic
CC(C)C(O)C=C1OC(=O)C[C@H]1O,CC(C)C(CO)=C1OC(=O)C[C@H]1O,CC(C)C(O)C=C1OC(=O)C[C@H]1O >> CC(C)C(CO)=C1OC(=O)C[C@H]1O,rule0028_51,No_Thermo,Enzymatic
CC(C)CC(C(=O)O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(C)CC(=C1OC(=O)C[C@H]1O)C(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CC(C)CC(C(=O)O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC(C)CC(=C1OC(=O)C[C@H]1O)C(O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,rule0003_148,No_Thermo,Enzymatic
CC(C)C(C=C1OC(=O)C[C@H]1O)C(=O)O.OO,CC(C)C(C=O)C=C1OC(=O)C[C@H]1O.O.O=O,CC(C)C(C=C1OC(=O)C[C@H]1O)C(=O)O.OO >> CC(C)C(C=O)C=C1OC(=O)C[C@H]1O.O.O=O,rule0147_2,No_Thermo,Enzymatic
CC(C)C(C=C1OC(=O)C[C@H]1O)C(=O)O,CCC(C(=O)O)C(C)=C1OC(=O)C[C@H]1O,CC(C)C(C=C1OC(=O)C[C@H]1O)C(=O)O >> CCC(C(=O)O)C(C)=C1OC(=O)C[C@H]1O,rule0028_46,No_Thermo,Enzymatic
CC(CO)CC=C1OC(=O)C[C@H]1O.CC(CO)CC=C1OC(=O)C[C@H]1O,CC(CO)CC=C1OC(=O)C(C)[C@H]1O.O=C1C[C@@H](O)C(=CCCCO)O1,CC(CO)CC=C1OC(=O)C[C@H]1O.CC(CO)CC=C1OC(=O)C[C@H]1O >> CC(CO)CC=C1OC(=O)C(C)[C@H]1O.O=C1C[C@@H](O)C(=CCCCO)O1,rule0126_2,No_Thermo,Enzymatic
