reactants,products,reactionString,ruleName,thermo,reactionType
C=C1OC(=O)[C@@H](CCCC)C1CC,C=C1C[C@H](CCC(C)CC)C(=O)O1,C=C1OC(=O)[C@@H](CCCC)C1CC >> C=C1C[C@H](CCC(C)CC)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC(C)O)C(=O)O1,CCC=C1OC(=O)CC1CCC(C)O,CCC=C1C[C@H](CCC(C)O)C(=O)O1 >> CCC=C1OC(=O)CC1CCC(C)O,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CCC)C(=O)O1,CC=C1C[C@H](CCC)C(=O)O1.CCCC=C1C[C@H](CCC)C(=O)O1,CCC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CCC)C(=O)O1 >> CC=C1C[C@H](CCC)C(=O)O1.CCCC=C1C[C@H](CCC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CCCC[C@H]1CC(=CCCC(=O)O)OC1=O,CCCC[C@H]1CC(=C2CCC(O)O2)OC1=O,CCCC[C@H]1CC(=CCCC(=O)O)OC1=O >> CCCC[C@H]1CC(=C2CCC(O)O2)OC1=O,rule0169_1,No_Thermo,Enzymatic
CCC=C1OC(=O)[C@@H](CCC)C1C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC[C@@H]1C(=O)OC(=CCCO)C1C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC=C1OC(=O)[C@@H](CCC)C1C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC[C@@H]1C(=O)OC(=CCCO)C1C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC)C(=O)O1,CCC=C1C[C@H](C(C)C)C(=O)O1,CCC=C1C[C@H](CCC)C(=O)O1 >> CCC=C1C[C@H](C(C)C)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CC=C1C[C@H](C(C)CCC)C(=O)O1,C=C1OC(=O)[C@@H](C(C)CCC)C1C,CC=C1C[C@H](C(C)CCC)C(=O)O1 >> C=C1OC(=O)[C@@H](C(C)CCC)C1C,rule0028_51,No_Thermo,Enzymatic
CCCC[C@H]1CC(=CC(C)O)OC1=O,C=C1C[C@H](CC(CC)C(C)O)C(=O)O1,CCCC[C@H]1CC(=CC(C)O)OC1=O >> C=C1C[C@H](CC(CC)C(C)O)C(=O)O1,rule0028_50,No_Thermo,Enzymatic
CCCC[C@H]1CC(=C(C)C)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C)=C1C[C@H](CCC(C)O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCCC[C@H]1CC(=C(C)C)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(C)=C1C[C@H](CCC(C)O)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
CCC=C1C[C@H](CCCCO)C(O)O1.CCC=C1C[C@H](CCCCO)C(O)O1,CCC(CO)=C1C[C@H](CCCCO)C(O)O1.CCC=C1C[C@H](CCC)C(O)O1,CCC=C1C[C@H](CCCCO)C(O)O1.CCC=C1C[C@H](CCCCO)C(O)O1 >> CCC(CO)=C1C[C@H](CCCCO)C(O)O1.CCC=C1C[C@H](CCC)C(O)O1,rule0126_2,No_Thermo,Enzymatic
CCC=C1C[C@H](CCCCC(=O)O)C(=O)O1,CCCC[C@H]1CC(=C(CC)C(=O)O)OC1=O,CCC=C1C[C@H](CCCCC(=O)O)C(=O)O1 >> CCCC[C@H]1CC(=C(CC)C(=O)O)OC1=O,rule0028_50,No_Thermo,Enzymatic
CCC=C1C[C@H](CC(O)CC)C(O)O1,CCC=C1C[C@H](CC(C)(C)O)C(O)O1,CCC=C1C[C@H](CC(O)CC)C(O)O1 >> CCC=C1C[C@H](CC(C)(C)O)C(O)O1,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@H](CCC(C)O)C(O)O1,CC(O)CC(C)C=C1C[C@H](C)C(O)O1,CCC=C1C[C@H](CCC(C)O)C(O)O1 >> CC(O)CC(C)C=C1C[C@H](C)C(O)O1,rule0028_51,No_Thermo,Enzymatic
CCCC=C1C[C@H](CCC)C(=O)O1.O,CCCC=C(O)C[C@H](CCC)C(=O)O,CCCC=C1C[C@H](CCC)C(=O)O1.O >> CCCC=C(O)C[C@H](CCC)C(=O)O,rule0035_7,No_Thermo,Enzymatic
CCC=C1C[C@H](CCCCC(=O)O)C(=O)O1,CCC=C1C[C@](C)(CCCC(=O)O)C(=O)O1,CCC=C1C[C@H](CCCCC(=O)O)C(=O)O1 >> CCC=C1C[C@](C)(CCCC(=O)O)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@@](C)(CCC)C(=O)O1.CCC=C1C[C@](C)(CCC)C(=O)O1,CCC=C1C[C@@](C)(CC)C(=O)O1.CCC[C@@]1(C)CC(=C(C)CC)OC1=O,CCC=C1C[C@@](C)(CCC)C(=O)O1.CCC=C1C[C@](C)(CCC)C(=O)O1 >> CCC=C1C[C@@](C)(CC)C(=O)O1.CCC[C@@]1(C)CC(=C(C)CC)OC1=O,rule0126_2,No_Thermo,Enzymatic
CCCCC(C)C=C1CCC(=O)O1,CCCCC(CC)=C1CCC(=O)O1,CCCCC(C)C=C1CCC(=O)O1 >> CCCCC(CC)=C1CCC(=O)O1,rule0028_51,No_Thermo,Enzymatic
CCC=C1C[C@](C)(CCC)C(=O)O1,CCC=C1OC(=O)[C@@H](C)C1CCC,CCC=C1C[C@](C)(CCC)C(=O)O1 >> CCC=C1OC(=O)[C@@H](C)C1CCC,rule0028_51,No_Thermo,Enzymatic
