starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC=C1OC(=O)[C@H](C)[C@@H]1OC(C)O,2,0.5897,,0.8492789
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O,1,0.6053,,0.66326874
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC(C)=C1OC(=O)[C@H](C)[C@@H]1OC=O,2,0.3778,,0.69847184
COCC=C1OC(=O)[C@H](C)[C@@H]1O,C=C1OC(=O)[C@H](CCOC)[C@@H]1OC(C)=O,2,0.2653,,0.6295481
COCC=C1OC(=O)[C@H](C)[C@@H]1O,CCOCC=C1OC(=O)[C@H](C)[C@@H]1OC=O,2,0.4419,,0.5934533
COCC=C1OC(=O)[C@H](C)[C@@H]1O,CCO[C@@H]1C(=CCOC)OC(=O)[C@@H]1C,2,0.5946,,0.77093613
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCCC(O)[C@@H](O)[C@@H](C)C(=O)O,2,0.1522,,0.7203212
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC=C(O)[C@@H](O)[C@@H](C)C(=O)O,1,0.2273,,0.6982723
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC(O)=C1OC(=O)[C@H](C)[C@@H]1O,1,0.5,,0.88884395
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC=C(O)[C@@H](O)[C@@H](C)CO,2,0.2045,,0.8779493
COCC=C1OC(=O)[C@H](C)[C@@H]1O,C[C@@H](C(=O)O)[C@H](O)C(O)=CCO,2,0.1087,,0.914155
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COC1C=C(O)[C@@H](O)[C@@H](C)C1=O,2,0.2927,,0.8124199
COCC=C1OC(=O)[C@H](C)[C@@H]1O,COCC=C(O)C=O,2,0.2703,,0.81088865
