starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,Cc1nc(C=C(O)CCC(=O)O)c(C(C)C)s1,2,0.1803,,0.8978176
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CC(C)Cc1nc(C=C(O)CCC(=O)O)cs1,2,0.2542,,0.813041
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCCc1nc(C(C)=C2CCC(=O)O2)cs1,2,0.2097,,0.77218735
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCc1nc(C=C2C[C@H](CC)C(=O)O2)cs1,1,0.4902,,0.7731418
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCc1nc(C=C2OC(=O)[C@@H](C)C2C)cs1,2,0.3519,,0.80572146
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCC(=C1CCC(=O)O1)c1csc(CC)n1,2,0.2131,,0.9490754
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCc1nc(C=C2OC(=O)CC2CC)cs1,2,0.3571,,0.74613035
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CC(C)CC(=C1CCC(=O)O1)c1cscn1,2,0.2258,,0.94920087
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCCc1nc(C=C2OC(=O)CC2C)cs1,2,0.3509,,0.9101372
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCCc1nc(C=C2C[C@H](C)C(=O)O2)cs1,2,0.4808,,0.62806875
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,Cc1nc(C=C2CCC(=O)O2)c(C(C)C)s1,1,0.3036,,0.79355603
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CC(C)Cc1scnc1C=C1CCC(=O)O1,2,0.2931,,0.7346672
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CC(C)Cc1nc(C=C2CCC(=O)O2)cs1,1,0.4151,,0.68850666
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCc1nc(C=C2CC(C)(C)C(=O)O2)cs1,2,0.3636,,0.7036228
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCCc1nc(C=C2CC(C)C(=O)O2)cs1,2,0.4808,,0.71966976
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CCc1nc(C(C)=C2C[C@H](C)C(=O)O2)cs1,2,0.2667,,0.8892218
Cc1nc(C=C2C[C@H](C(C)C)C(=O)O2)cs1,CC(C)CC1CC(=O)OC1=Cc1cscn1,2,0.3276,,0.70042664
