starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,N#CC(O)(O)[C@H](O)[C@H](O)C(O)=CC1CCCCC1,2,0.2083,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)[C@H](O)C(Cl)=CC1CCCCC1,2,0.2558,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)[C@H](Cl)C(O)=CC1CCCCC1,2,0.25,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](Cl)[C@H](O)C(O)=CC1CCCCC1,2,0.25,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(Cl)[C@H](O)[C@H](O)C(O)=CC1CCCCC1,2,0.2558,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,C[C@@](O)(C(=O)O)[C@H](O)C(O)=CC1CCCCC1,2,0.2667,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@H](C(O)=CC1CCCCC1)[C@@H](O)C(=O)O,2,0.2609,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,C[C@](O)(C(O)=CC1CCCCC1)[C@@H](O)C(=O)O,2,0.2667,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC(=CC1CCCCC1)[C@@H](O)[C@@H](O)C(=O)O,2,0.2667,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC(=O)[C@H](O)[C@H](O)C(O)=CC1CCCCC1,2,0.2667,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@@H](C(=O)O)[C@H](O)C(O)=CC1CCCCC1,2,0.2609,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@@H]1C(=CC2(O)CCCCC2)OC(=O)[C@@H]1O,2,0.4186,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@@H]1C(=CC2CCC(O)CC2)OC(=O)[C@@H]1O,2,0.5128,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@@H]1C(=CC2CCCC(O)C2)OC(=O)[C@@H]1O,2,0.5,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC1CCC(C=C2OC(=O)[C@H](O)[C@@H]2O)CC1,2,0.6571,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CC2CCC(O)CC2)[C@H]1O,2,0.5263,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@@H]1C(=CC2CCCCC2O)OC(=O)[C@@H]1O,2,0.4524,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CC2CCCC(O)C2)[C@H]1O,2,0.5122,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CC2CCCCC2O)[C@H]1O,2,0.4634,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC1(C=C2OC(=O)[C@H](O)[C@@H]2O)CCCCC1,2,0.5263,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC1CCCC(C=C2OC(=O)[C@H](O)[C@@H]2O)C1,2,0.6316,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CC2(O)CCCCC2)[C@H]1O,2,0.4048,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,COC1CCCCC1C=C1OC(=O)[C@H](O)[C@@H]1O,2,0.5789,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=CO[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,2,0.6486,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=CO[C@@H]1C(=CC2CCCCC2)OC(=O)[C@@H]1O,2,0.6486,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(=CC1CCCCC1)[C@@H](O)[C@@H](O)C(O)O,2,0.2439,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)[C@H](O)C(O)CC1CCCCC1,2,0.1818,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,NC(O)[C@H](O)[C@H](O)C(O)=CC1CCCCC1,2,0.2326,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)C(=C(O)CO)C1CCCCC1,2,0.1778,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=C(C2CCCCC2)OC(O)[C@H](O)[C@@H]1O,2,0.2619,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(O)[C@H](O)[C@H](O)C1=CC2CCC(CC2)O1,2,0.125,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)C(=C(O)[C@@H](O)CO)C1CCCCC1,2,0.1739,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=CC2CCCC(C2)OC(O)[C@H](O)[C@@H]1O,2,0.1837,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=CC2CCCCC2O[C@@H](C(O)O)[C@@H]1O,2,0.2083,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(=CC1CCCCC1)[C@@H](O)[C@@]1(O)OC1O,2,0.2727,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)C1(C=C(O)[C@@H](O)CO)CCCCC1,2,0.1224,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)C1CCCC(C=C(O)CO)C1,2,0.18,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)[C@H](O)C(O)=CC1CCCCC1,1,0.2683,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=CC2CCCCC2OC(O)[C@H](O)[C@@H]1O,2,0.2174,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=CC2CCC(CC2)O[C@@H](C(O)O)[C@@H]1O,2,0.1702,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)C1CCC(C=C(O)CO)CC1,2,0.1458,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(O)[C@H](O)[C@H](O)C1=CC2CCCC(C2)O1,2,0.1373,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC1=CC2CCCCC2O[C@H]1[C@@H](O)C(O)O,2,0.1633,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,O=C(O)[C@H](O)C1CCCCC1C=C(O)CO,2,0.1633,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(O)[C@H](O)[C@H](O)C1=C(C2CCCCC2)O1,2,0.2326,
O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,OC(=CC1CCCCC1)[C@@H](O)[C@H]1OC1(O)O,2,0.25,
