starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(=O)C(Cl)=Cc1c[nH]c(Cl)c1Cl,2,0.3585,,0.75443906
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(=O)C(O)C(N)c1c[nH]c(Cl)c1Cl,2,0.2586,,0.691689
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(=O)C(O)Cc1c[nH]c(Cl)c1Cl,2,0.2679,,0.83873945
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(O)(CC(=O)O)C(O)=Cc1c[nH]c(Cl)c1Cl,2,0.3519,,0.68876386
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(O)C(O)=Cc1c[nH]c(Cl)c1Cl,2,0.3519,,0.75162673
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(N)C(O)=Cc1c[nH]c(Cl)c1Cl,2,0.3455,,0.81420076
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,1,0.3654,,0.6587223
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(=C(O)C(=O)CC(=O)O)c1c[nH]c(Cl)c1Cl,2,0.2778,,0.9704775
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC[C@H](C(=O)O)C(O)c1cc2c(Cl)c(Cl)[nH]c2o1,2,0.2,,0.7640101
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC1(c2c[nH]c(Cl)c2Cl)OC12OC(=O)CC2=O,2,0.2982,,0.8467298
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(O)C(=C1OC(=O)CC1=O)c1c[nH]c(Cl)c1Cl,2,0.2759,,0.87536544
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(C)C(=C1OC(=O)CC1=O)c1c[nH]c(Cl)c1Cl,2,0.2807,,0.78951573
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(c1c[nH]c(Cl)c1Cl)C1OC(=O)CC1=O,2,0.3214,,0.94913125
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(=C1OC(=O)CC1=O)c1cc(Cl)c(Cl)[nH]1,2,0.2167,,0.954213
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC1(C)C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,1,0.5333,,0.5959084
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(=C1OC(=O)CC1=O)c1c(C)[nH]c(Cl)c1Cl,2,0.1897,,0.91714257
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(=C1OC(=O)[C@@H](C)C1=O)c1c[nH]c(Cl)c1Cl,1,0.3654,,0.7930807
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(=C1OC(=O)CC1=O)c1c[nH]c(Cl)c1Cl,1,0.3273,,0.9873016
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(=C1OC(=O)[C@@H](C)C1=O)c1cc(Cl)c(Cl)[nH]1,2,0.2456,,0.84846956
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCCC(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,2,0.38,,0.848437
CC[C@@H]1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,O=C(O)C(O)=Cc1c[nH]c(Cl)c1Cl,2,0.3478,0.0889,0.83289546
