reactants,products,reactionString,ruleName,thermo,reactionType
CCC(C)C=C(O)C[C@H](OC)C(=O)O.O,CCC(C)C=C(O)C[C@H](O)C(=O)O.CO,CCC(C)C=C(O)C[C@H](OC)C(=O)O.O >> CCC(C)C=C(O)C[C@H](O)C(=O)O.CO,rule0007_203,No_Thermo,Enzymatic
CCCC=C1C[C@H](OC)C(=O)O1.CCCC=C1C[C@H](OC)C(=O)O1,C=C1C[C@H](OC)C(=O)O1.CCCC(C=C1C[C@H](OC)C(=O)O1)CC,CCCC=C1C[C@H](OC)C(=O)O1.CCCC=C1C[C@H](OC)C(=O)O1 >> C=C1C[C@H](OC)C(=O)O1.CCCC(C=C1C[C@H](OC)C(=O)O1)CC,rule0126_2,No_Thermo,Enzymatic
CCCC=C1OC(=O)[C@@H](OC)C1C,CCC=C1OC(=O)[C@@H](OCC)C1C,CCCC=C1OC(=O)[C@@H](OC)C1C >> CCC=C1OC(=O)[C@@H](OCC)C1C,rule0028_51,No_Thermo,Enzymatic
CO[C@H]1CC(=CC(C)CCO)OC1=O,CO[C@H]1CC(=CCCCCO)OC1=O,CO[C@H]1CC(=CC(C)CCO)OC1=O >> CO[C@H]1CC(=CCCCCO)OC1=O,rule0028_51,No_Thermo,Enzymatic
CCC(C)C=C1C[C@@](C)(OC)C(=O)O1,CO[C@]1(C)CC(=C(C)C(C)C)OC1=O,CCC(C)C=C1C[C@@](C)(OC)C(=O)O1 >> CO[C@]1(C)CC(=C(C)C(C)C)OC1=O,rule0028_51,No_Thermo,Enzymatic
CCC(=C1C[C@H](OC)C(=O)O1)C(C)CC,CCO[C@H]1CC(=C(C)C(C)CC)OC1=O,CCC(=C1C[C@H](OC)C(=O)O1)C(C)CC >> CCO[C@H]1CC(=C(C)C(C)CC)OC1=O,rule0028_51,No_Thermo,Enzymatic
CCC(C)C(O)=C1C[C@H](OC)C(=O)O1.CCC(C)C(O)=C1C[C@H](OC)C(=O)O1,CCC(C)C(O)=C1C[C@@](C)(OC)C(=O)O1.CO[C@H]1CC(=C(O)C(C)C)OC1=O,CCC(C)C(O)=C1C[C@H](OC)C(=O)O1.CCC(C)C(O)=C1C[C@H](OC)C(=O)O1 >> CCC(C)C(O)=C1C[C@@](C)(OC)C(=O)O1.CO[C@H]1CC(=C(O)C(C)C)OC1=O,rule0126_2,No_Thermo,Enzymatic
CCC(C=C1C[C@H](OC)C(O)O1)CO.CCC(C=C1C[C@H](OC)C(O)O1)CO,CCC(C)(C=C1C[C@H](OC)C(O)O1)CO.CO[C@H]1CC(=CC(C)CO)OC1O,CCC(C=C1C[C@H](OC)C(O)O1)CO.CCC(C=C1C[C@H](OC)C(O)O1)CO >> CCC(C)(C=C1C[C@H](OC)C(O)O1)CO.CO[C@H]1CC(=CC(C)CO)OC1O,rule0126_2,No_Thermo,Enzymatic
CCC(C)C(O)=C1C[C@H](OC)C(O)O1.CCC(C)C(O)=C1C[C@H](OC)C(O)O1,CCCC(C)C(O)=C1C[C@H](OC)C(O)O1.CO[C@H]1CC(=C(O)C(C)C)OC1O,CCC(C)C(O)=C1C[C@H](OC)C(O)O1.CCC(C)C(O)=C1C[C@H](OC)C(O)O1 >> CCCC(C)C(O)=C1C[C@H](OC)C(O)O1.CO[C@H]1CC(=C(O)C(C)C)OC1O,rule0126_2,No_Thermo,Enzymatic
CCC(C)C=C1OC(=O)[C@@H](OC)C1CC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(C)C(O)=C1OC(=O)[C@@H](OC)C1CC.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C)C=C1OC(=O)[C@@H](OC)C1CC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(C)C(O)=C1OC(=O)[C@@H](OC)C1CC.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
