reactants,products,reactionString,ruleName,thermo,reactionType
O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1,O=C(O)[C@H](O)[C@H](O)c1cccc(C=CO)c1,O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1 >> O=C(O)[C@H](O)[C@H](O)c1cccc(C=CO)c1,rule0028_49,No_Thermo,Enzymatic
O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1,O=C(O)[C@@H](O)[C@@H](O)C(O)=Cc1ccccc1,O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1 >> O=C(O)[C@@H](O)[C@@H](O)C(O)=Cc1ccccc1,rule0936_3,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)[C@H](O)CC(O)=Cc1ccccc1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1 >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)[C@H](O)CC(O)=Cc1ccccc1,rule0025_39,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=Cc2ccccc2)[C@@H](O)[C@H]1O.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CC23C=CC=CC2O3)[C@@H](O)[C@H]1O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=Cc2ccccc2)[C@@H](O)[C@H]1O.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CC23C=CC=CC2O3)[C@@H](O)[C@H]1O,rule0951_1,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=Cc2ccccc2)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O >> C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=Cc2ccccc2)[C@@H](O)[C@H]1O,rule0010_65,No_Thermo,Enzymatic
O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1,O.O=C1[C@H](O)[C@@]1(O)C(O)=Cc1ccccc1,O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1 >> O.O=C1[C@H](O)[C@@]1(O)C(O)=Cc1ccccc1,rule0245_1,No_Thermo,Enzymatic
Cl.O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1,O.O=C(O)[C@H](O)[C@H](Cl)C(O)=Cc1ccccc1,Cl.O=C(O)[C@H](O)[C@H](O)C(O)=Cc1ccccc1 >> O.O=C(O)[C@H](O)[C@H](Cl)C(O)=Cc1ccccc1,rule0183_6,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.OO,CO[C@H]1C(=O)OC(=C(O)c2ccccc2)[C@H]1O.O,CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.OO >> CO[C@H]1C(=O)OC(=C(O)c2ccccc2)[C@H]1O.O,rule1165_1,No_Thermo,Enzymatic
CO[C@@H]1C(=Cc2ccccc2)OC(=O)[C@@H]1O.OO,CO[C@@H]1C(=C(O)c2ccccc2)OC(=O)[C@@H]1O.O,CO[C@@H]1C(=Cc2ccccc2)OC(=O)[C@@H]1O.OO >> CO[C@@H]1C(=C(O)c2ccccc2)OC(=O)[C@@H]1O.O,rule1165_1,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.O,C=C1OC(=O)[C@H](OC)[C@@H]1O.Oc1ccccc1,CO[C@H]1C(=O)OC(=Cc2ccccc2)[C@H]1O.O >> C=C1OC(=O)[C@H](OC)[C@@H]1O.Oc1ccccc1,rule0085_1,No_Thermo,Enzymatic
