reactants,products,reactionString,ruleName,thermo,reactionType
CCCCC(=CC(=O)CC)C(=O)O,CCC(=O)C(CC)=C(CC)C(=O)O,CCCCC(=CC(=O)CC)C(=O)O >> CCC(=O)C(CC)=C(CC)C(=O)O,rule0028_51,No_Thermo,Enzymatic
C=C1C=C(CC(C)CC)C(=O)O1.C=C1C=C(CC(C)CC)C(=O)O1,C=C1C=C(CC(C)C)C(=O)O1.C=C1C=C(CC(CC)CC)C(=O)O1,C=C1C=C(CC(C)CC)C(=O)O1.C=C1C=C(CC(C)CC)C(=O)O1 >> C=C1C=C(CC(C)C)C(=O)O1.C=C1C=C(CC(CC)CC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CC=C1C=C(CC(O)CC)C(=O)O1.CC=C1C=C(CC(O)CC)C(=O)O1,CC=C1C=C(CC(C)(O)CC)C(=O)O1.CC=C1C=C(CC(C)O)C(=O)O1,CC=C1C=C(CC(O)CC)C(=O)O1.CC=C1C=C(CC(O)CC)C(=O)O1 >> CC=C1C=C(CC(C)(O)CC)C(=O)O1.CC=C1C=C(CC(C)O)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CC=C1C=C(CCC(C)C)C(=O)O1.O=C=O,CC=C1C=C(CC(C(=O)O)C(C)C)C(=O)O1,CC=C1C=C(CCC(C)C)C(=O)O1.O=C=O >> CC=C1C=C(CC(C(=O)O)C(C)C)C(=O)O1,rule0023_17,No_Thermo,Enzymatic
CC=C1C=C(CCC(C)CC)C(=O)O1,CC=C1C=C(CC(C)(C)CC)C(=O)O1,CC=C1C=C(CCC(C)CC)C(=O)O1 >> CC=C1C=C(CC(C)(C)CC)C(=O)O1,rule0028_51,No_Thermo,Enzymatic
CCCCC1=CC2(OC1=O)OC2C.CCCCC1=CC2(OC1=O)OC2C,CCC(C)CC1=CC2(OC1=O)OC2C.CCCC1=CC2(OC1=O)OC2C,CCCCC1=CC2(OC1=O)OC2C.CCCCC1=CC2(OC1=O)OC2C >> CCC(C)CC1=CC2(OC1=O)OC2C.CCCC1=CC2(OC1=O)OC2C,rule0126_2,No_Thermo,Enzymatic
CC=C1C=C(CCC(C)C)C(=O)O1.CC=C1C=C(CCC(C)C)C(=O)O1,CC=C1C=C(CCC(C)CC)C(=O)O1.CC=C1C=C(CCCC)C(=O)O1,CC=C1C=C(CCC(C)C)C(=O)O1.CC=C1C=C(CCC(C)C)C(=O)O1 >> CC=C1C=C(CCC(C)CC)C(=O)O1.CC=C1C=C(CCCC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
CC=C1C=C(CCC(C)C(=O)O)C(=O)O1,CC=C1C=C(CCC2COC2O)C(=O)O1,CC=C1C=C(CCC(C)C(=O)O)C(=O)O1 >> CC=C1C=C(CCC2COC2O)C(=O)O1,rule0169_1,No_Thermo,Enzymatic
CC=C1OC(=O)C(CC)=C1CC,CC=C1OC(=O)C=C1C(C)CC,CC=C1OC(=O)C(CC)=C1CC >> CC=C1OC(=O)C=C1C(C)CC,rule0028_51,No_Thermo,Enzymatic
CCC=C1C=C(CCC)C(=O)O1.CCC=C1C=C(CCC)C(=O)O1,CCC=C1C=C(C)C(=O)O1.CCCCC=C1C=C(CCC)C(=O)O1,CCC=C1C=C(CCC)C(=O)O1.CCC=C1C=C(CCC)C(=O)O1 >> CCC=C1C=C(C)C(=O)O1.CCCCC=C1C=C(CCC)C(=O)O1,rule0126_2,No_Thermo,Enzymatic
