reactants,products,reactionString,ruleName,thermo,reactionType
CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1O,CC(NC(N)=[NH2+])C(O)=C1OC(O)[C@H](C)[C@H]1O,CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1O >> CC(NC(N)=[NH2+])C(O)=C1OC(O)[C@H](C)[C@H]1O,rule0028_51,No_Thermo,Enzymatic
CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1OC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC[C@H]1C(O)OC(=C(O)CNC(N)=[NH2+])[C@@H]1OC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,Enzymatic
CC[C@H]1C(=O)OC(=CCN(C)C(N)=[NH2+])[C@@H]1O,CCC(C=C1OC(=O)C[C@H]1O)N(C)C(N)=[NH2+],CC[C@H]1C(=O)OC(=CCN(C)C(N)=[NH2+])[C@@H]1O >> CCC(C=C1OC(=O)C[C@H]1O)N(C)C(N)=[NH2+],rule0028_51,No_Thermo,Enzymatic
NC(=[NH2+])NCC=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O,NC(=[NH2+])NCC=C1OC(=O)C[C@@]1(O)CCC(=O)O,NC(=[NH2+])NCC=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O >> NC(=[NH2+])NCC=C1OC(=O)C[C@@]1(O)CCC(=O)O,rule0028_47,No_Thermo,Enzymatic
CC[C@H]1C(=O)OC(=CC(O)NC(N)=[NH2+])[C@@H]1O.Cl,CC[C@H]1C(=O)OC(=CC(Cl)NC(N)=[NH2+])[C@@H]1O.O,CC[C@H]1C(=O)OC(=CC(O)NC(N)=[NH2+])[C@@H]1O.Cl >> CC[C@H]1C(=O)OC(=CC(Cl)NC(N)=[NH2+])[C@@H]1O.O,rule0183_6,No_Thermo,Enzymatic
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC[C@]1(O)CC(=O)OC1=CCNC(N)=[NH2+],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC[C@]1(OC(C)=O)CC(=O)OC1=CCNC(N)=[NH2+],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC[C@]1(O)CC(=O)OC1=CCNC(N)=[NH2+] >> CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC[C@]1(OC(C)=O)CC(=O)OC1=CCNC(N)=[NH2+],rule0062_19,No_Thermo,Enzymatic
CC[C@H]1C(=O)OC(=CC=O)[C@@H]1O,CC[C@]1(O)CC(=O)OC1=CC=O,CC[C@H]1C(=O)OC(=CC=O)[C@@H]1O >> CC[C@]1(O)CC(=O)OC1=CC=O,rule0028_51,No_Thermo,Enzymatic
CC[C@H]1C(=O)OC(=C(CNC(N)=[NH2+])C(=O)O)[C@@H]1O,CC(CNC(N)=[NH2+])[C@H]1C(=O)OC(=CC(=O)O)[C@@H]1O,CC[C@H]1C(=O)OC(=C(CNC(N)=[NH2+])C(=O)O)[C@@H]1O >> CC(CNC(N)=[NH2+])[C@H]1C(=O)OC(=CC(=O)O)[C@@H]1O,rule0028_47,No_Thermo,Enzymatic
CC[C@H]1C(=O)OC(=CC(NC(N)=[NH2+])C(=O)O)[C@@H]1O.OO,CC[C@H]1C(=O)OC(=CC(C=O)NC(N)=[NH2+])[C@@H]1O.O.O=O,CC[C@H]1C(=O)OC(=CC(NC(N)=[NH2+])C(=O)O)[C@@H]1O.OO >> CC[C@H]1C(=O)OC(=CC(C=O)NC(N)=[NH2+])[C@@H]1O.O.O=O,rule0147_2,No_Thermo,Enzymatic
CC[C@H]1C2=[N+]=C(N)NCC=C(O2)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CC[C@H]1C2=[N+]=C(N)NCC=C(O2)[C@@H]1OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CC[C@H]1C2=[N+]=C(N)NCC=C(O2)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O >> CC[C@H]1C2=[N+]=C(N)NCC=C(O2)[C@@H]1OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,rule0015_34,No_Thermo,Enzymatic
