starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](O)[C@@H](CC)C(=O)OC(C)=O,2,0.1731,,0.90085125
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(OC(C)=O)[C@@H](O)[C@@H](CC)C(=O)O,2,0.1731,,0.6737873
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](OC(C)=O)[C@@H](CC)C(=O)O,2,0.1765,,0.9263347
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC(O)=C1OC(=O)[C@H](CC)[C@@H]1OC(C)=O,2,0.3333,,0.8991467
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,C=C1OC(=O)[C@H](CCCCC)[C@@H]1OC(C)=O,2,0.3061,,0.8628161
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,C=C1OC(=O)[C@H](C(C)CCC)[C@@H]1OC(C)=O,2,0.25,,0.9673035
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC=C1OC(=O)C(CC)(CC)[C@@H]1OC(C)=O,2,0.24,,0.84698135
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC=C1OC(=O)[C@@](C)(CC)[C@@H]1OC(C)=O,2,0.28,,0.86785513
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC=C1OC(=O)[C@H](C(C)C)[C@@H]1OC(C)=O,2,0.3333,,0.9100486
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC(C=C1OC(=O)C[C@@H]1OC(C)=O)CC,2,0.2308,,0.8033693
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC(C)=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O,2,0.2449,,0.8171796
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,C=C1OC(=O)[C@](CC)(CCC)[C@@H]1OC(C)=O,2,0.2075,,0.83182555
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC(C)CC=C1OC(=O)C[C@@H]1OC(C)=O,2,0.2407,,0.75191355
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC[C@H]1C(=O)OC(=CC(C)C)[C@H]1OC(C)=O,2,0.3913,,0.9104205
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C1OC(=O)C(C)(C)[C@@H]1OC(C)=O,2,0.3913,,0.67692226
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCCCC=C1OC(=O)C[C@@H]1OC(C)=O,2,0.32,,0.79751664
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC=C1OC(=O)[C@H](C(C)CC)[C@@H]1OC(C)=O,2,0.2745,,0.90117055
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC(C)C=C1OC(=O)[C@H](C)[C@@H]1OC(C)=O,2,0.2745,,0.9014747
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC=C1OC(=O)[C@H](CCCC)[C@@H]1OC(C)=O,2,0.3542,,0.74208665
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](O)[C@@H](CC)C(=O)Cl,2,0.1875,,0.8209137
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](Cl)[C@@H](CC)C(=O)O,2,0.1915,,0.7575043
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC(O)C(O)[C@@H](O)[C@@H](CC)C(=O)O,2,0.1277,,0.6744614
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCC(O)C=C(O)[C@@H](O)[C@@H](CC)C(=O)O,2,0.125,,0.9849952
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC[C@@H](C(=O)O)[C@H](O)C(O)=CCC(C)O,2,0.12,,0.9854467
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC(O)=C(O)[C@@H](O)[C@@H](CC)C(=O)O,2,0.125,,0.8666398
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](O)[C@@H](CCO)C(=O)O,2,0.1837,,0.98853546
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC[C@@H](C(=O)O)[C@H](O)C(O)=CCCCO,2,0.1373,,0.9959579
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](O)[C@H](C(=O)O)C(C)O,2,0.1915,,0.9481609
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C(O)[C@@H](O)[C@@H](CC)C(=O)OC,2,0.2041,,0.61467224
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CC[C@@H](C(=O)O)[C@H](O)C(O)=CCC(C)C,2,0.12,,0.984677
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC(O)=C1OC(=O)[C@@](C)(CC)[C@@H]1O,2,0.25,,0.79573077
CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,CCCC=C1OC(=O)[C@@](C)(CCC)[C@@H]1O,2,0.4524,,0.8878065
