starter_Canonical_SMILES,Canonical_SMILES,generationSteps,DerivativeSimScore,NonDerivativeSimScore,feasibilityScore_rule3
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC[C@@H]1C(=O)OC(=C(C)O)[C@H]1OC(C)O,2,0.3958,,0.7988064
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C(O)[C@@H](OC(C)=O)[C@H](CCCC)C(=O)O,2,0.1961,,0.79863846
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC[C@@H]1C(O)OC(=C(C)OC(C)=O)[C@H]1O,2,0.3061,,0.59388024
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C(O)[C@@H](O)[C@H](CCCC)C(=O)OC(C)=O,2,0.1923,,0.850712
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC[C@@H]1C(O)OC(=C(C)O)[C@H]1OC(C)=O,2,0.2745,,0.6712688
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC[C@@H]1C(OC(C)=O)OC(=C(C)O)[C@H]1O,2,0.3,,0.60028225
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](CC(O)CC)[C@@H]1OC(C)O,2,0.3958,,0.8058454
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C(OC(C)=O)[C@@H](O)[C@H](CCCC)C(=O)O,2,0.1923,,0.6961977
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC[C@@H]1C(=O)OC(=C(C)O)[C@H]1OC(C)=O,2,0.413,,0.83864754
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](CCCC)[C@@H]1OC(C)O,2,0.5952,,0.8238574
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](C)[C@@]1(CCC)OC(C)=O,2,0.2941,,0.9845893
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](CC)[C@@H]1OC(=O)CCC,2,0.4444,,0.6535219
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](CC(C)CC)[C@@H]1OC=O,2,0.375,,0.8027671
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,C=C1OC(=O)[C@@H](C(C)CCC)[C@@H]1OC(C)=O,2,0.2222,,0.9673035
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CCCC(C)=C1OC(=O)[C@@H](C)[C@@H]1OC(C)=O,2,0.24,,0.82518816
CC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,CC=C1OC(=O)[C@@H](CCC)[C@@]1(C)OC(C)=O,2,0.3265,,0.9961333
