reactants,products,reactionString,ruleName,thermo,reactionType
CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1.CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1,CC(CNC(N)=[NH2+])=C1CC(C)(C)C(=O)O1.C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1.CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1 >> CC(CNC(N)=[NH2+])=C1CC(C)(C)C(=O)O1.C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,rule0126_2,No_Thermo,Enzymatic
C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O,CC(C)C(=O)O.NC(=[NH2+])NCC=C=O,C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O >> CC(C)C(=O)O.NC(=[NH2+])NCC=C=O,rule0053_20,No_Thermo,Enzymatic
C[C@H]1CC(O)(CCNC(N)=[NH2+])OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC(CC1(O)C[C@H](C)C(=O)O1)NC(N)=[NH2+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[C@H]1CC(O)(CCNC(N)=[NH2+])OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC(CC1(O)C[C@H](C)C(=O)O1)NC(N)=[NH2+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
C[C@H]1CC(=CC=O)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC(=O)C=C1C[C@H](C)C(=O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[C@H]1CC(=CC=O)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC(=O)C=C1C[C@H](C)C(=O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O,C[C@H]1CC2=CC(O)NC(=[NH2+])N=C1O2.O,C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O >> C[C@H]1CC2=CC(O)NC(=[NH2+])N=C1O2.O,rule0146_1,No_Thermo,Enzymatic
C[C@H]1CC(=CC(NC(N)=[NH2+])C(=O)O)OC1=O.O,C[C@H]1CC(=CC(O)(NC(N)=[NH2+])C(O)O)OC1=O,C[C@H]1CC(=CC(NC(N)=[NH2+])C(=O)O)OC1=O.O >> C[C@H]1CC(=CC(O)(NC(N)=[NH2+])C(O)O)OC1=O,rule0070_6,No_Thermo,Enzymatic
C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O.C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O,CCCC(O)=CCNC(N)=[NH2+].C[C@H](C(=O)O)C(C(=O)O)C(O)=CCNC(N)=[NH2+],C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O.C[C@@H](CC(O)=CCNC(N)=[NH2+])C(=O)O >> CCCC(O)=CCNC(N)=[NH2+].C[C@H](C(=O)O)C(C(=O)O)C(O)=CCNC(N)=[NH2+],rule0126_1,No_Thermo,Enzymatic
C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C[C@H]1CC(=CC(O)NC(N)=[NH2+])OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> C[C@H]1CC(=CCNC(N)=[NH2+])OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61,No_Thermo,Enzymatic
CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1,CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,CC(CNC(N)=[NH2+])=C1C[C@H](C)C(=O)O1 >> CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,rule0028_51,No_Thermo,Enzymatic
C[C@H]1CC(=CCN(C)C(N)=[NH2+])OC1=O,C[C@H]1CC2=CCN(C)C(=[NH2+])N=C1O2.O,C[C@H]1CC(=CCN(C)C(N)=[NH2+])OC1=O >> C[C@H]1CC2=CCN(C)C(=[NH2+])N=C1O2.O,rule0146_1,No_Thermo,Enzymatic
