reactants,products,reactionString,ruleName,thermo,reactionType
COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O,COCC=C1OC(=O)[C@H](OC)[C@@]1(C)O,COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O >> COCC=C1OC(=O)[C@H](OC)[C@@]1(C)O,rule0028_51,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=CCO)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=CCO)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CCO)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O >> C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=CCO)[C@@H](O)[C@H]1O,rule0010_65,No_Thermo,Enzymatic
COCC=C1OC(=O)[C@H](OC)[C@@H]1OC,C=C1OC(=O)[C@H](OC)[C@@H]1OCCOC,COCC=C1OC(=O)[C@H](OC)[C@@H]1OC >> C=C1OC(=O)[C@H](OC)[C@@H]1OCCOC,rule0028_50,No_Thermo,Enzymatic
COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O.COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O,COC(C)C=C1OC(=O)[C@H](OC)[C@@]1(C)O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O.COC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O >> COC(C)C=C1OC(=O)[C@H](OC)[C@@]1(C)O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=CC=O)[C@H]1O,C=C1OC(=O)[C@H](OCC=O)[C@@H]1O,CO[C@H]1C(=O)OC(=CC=O)[C@H]1O >> C=C1OC(=O)[C@H](OCC=O)[C@@H]1O,rule0028_51,No_Thermo,Enzymatic
COCC=C1OC(=O)[C@H](OC)[C@@H]1OC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C=O.CO[C@@H]1C(=CCO)OC(=O)[C@@H]1OC.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,COCC=C1OC(=O)[C@H](OC)[C@@H]1OC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> C=O.CO[C@@H]1C(=CCO)OC(=O)[C@@H]1OC.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2,No_Thermo,Enzymatic
COCC=C1OC(=O)[C@H](OC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C=O.CO[C@H]1C(=O)OC(=CCO)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,COCC=C1OC(=O)[C@H](OC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> C=O.CO[C@H]1C(=O)OC(=CCO)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2,No_Thermo,Enzymatic
COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O,COCC(C)=C1OC(=O)[C@@](C)(OC)[C@@H]1O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O >> COCC(C)=C1OC(=O)[C@@](C)(OC)[C@@H]1O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
COCC=C1OC(=O)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COC(C)C=C1OC(=O)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,COCC=C1OC(=O)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COC(C)C=C1OC(=O)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O,COCCC=C1OC(=O)[C@H](OC)[C@@H]1O,COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O >> COCCC=C1OC(=O)[C@H](OC)[C@@H]1O,rule0028_50,No_Thermo,Enzymatic
C=C1OC(=O)[C@H](OCCOC)[C@@H]1O.C=C1OC(=O)[C@H](OCCOC)[C@@H]1O,C=C1OC(=O)[C@H](OCCO)[C@@H]1O.C=C1OC(=O)[C@H](OCCOC)[C@@H]1OC,C=C1OC(=O)[C@H](OCCOC)[C@@H]1O.C=C1OC(=O)[C@H](OCCOC)[C@@H]1O >> C=C1OC(=O)[C@H](OCCO)[C@@H]1O.C=C1OC(=O)[C@H](OCCOC)[C@@H]1OC,rule0001_88,No_Thermo,Enzymatic
C=C1OC(=O)[C@H](OCCOC)[C@@H]1O,C=C1OC(=O)[C@H](OC)[C@]1(O)COC,C=C1OC(=O)[C@H](OCCOC)[C@@H]1O >> C=C1OC(=O)[C@H](OC)[C@]1(O)COC,rule0028_50,No_Thermo,Enzymatic
CO[C@H]1C(=O)OC(=CC=O)[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CO[C@H]1C(=O)OC(=C(C)C=O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CO[C@H]1C(=O)OC(=CC=O)[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@H]1C(=O)OC(=C(C)C=O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O,CCC(COC)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC(C)=C1OC(=O)[C@H](OC)[C@@H]1O >> CCC(COC)=C1OC(=O)[C@H](OC)[C@@H]1O.COCC=C1OC(=O)[C@H](OC)[C@@H]1O,rule0126_2,No_Thermo,Enzymatic
