reactants,products,reactionString,ruleName,thermo,reactionType
CCC(C)C=C1OC(=O)C(O)C1=O.O,CC(O)C(C)C=C1OC(=O)C(O)C1O,CCC(C)C=C1OC(=O)C(O)C1=O.O >> CC(O)C(C)C=C1OC(=O)C(O)C1O,rule0070_6,No_Thermo,Enzymatic
CCC(C)C=C1OC(=O)C(O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC(C)C(C)C=C1OC(=O)C(O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(C)C=C1OC(=O)C(O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC(C)C(C)C=C1OC(=O)C(O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
CC(C)(O)C=C1OC(O)C(O)C1=O,CCC(O)C=C1OC(O)C(O)C1=O,CC(C)(O)C=C1OC(O)C(O)C1=O >> CCC(O)C=C1OC(O)C(O)C1=O,rule0028_51,No_Thermo,Enzymatic
CC(C)C(O)=C1OC(=O)C(O)C1=O.CC(C)C(O)=C1OC(=O)C(O)C1=O,CC(C)C(C)(C)C(O)=C1OC(=O)C(O)C1=O.O=C1OC(=CO)C(=O)C1O,CC(C)C(O)=C1OC(=O)C(O)C1=O.CC(C)C(O)=C1OC(=O)C(O)C1=O >> CC(C)C(C)(C)C(O)=C1OC(=O)C(O)C1=O.O=C1OC(=CO)C(=O)C1O,rule0126_2,No_Thermo,Enzymatic
CC(C)C(O)=C1OC(O)C(O)C1=O,CCC(O)=C1OC(O)C(C)(O)C1=O,CC(C)C(O)=C1OC(O)C(O)C1=O >> CCC(O)=C1OC(O)C(C)(O)C1=O,rule0028_51,No_Thermo,Enzymatic
CC(C)CC1(O)OC(=O)C(O)C1=O.CC(C)CC1(O)OC(=O)C(O)C1=O,CC(C)(C)CC1(O)OC(=O)C(O)C1=O.CCCC1(O)OC(=O)C(O)C1=O,CC(C)CC1(O)OC(=O)C(O)C1=O.CC(C)CC1(O)OC(=O)C(O)C1=O >> CC(C)(C)CC1(O)OC(=O)C(O)C1=O.CCCC1(O)OC(=O)C(O)C1=O,rule0126_2,No_Thermo,Enzymatic
CC(C=C1OC(O)C(O)C1=O)CO.CC(C=C1OC(O)C(O)C1=O)CO,CC(C)(C=C1OC(O)C(O)C1=O)CO.O=C1C(=CCCO)OC(O)C1O,CC(C=C1OC(O)C(O)C1=O)CO.CC(C=C1OC(O)C(O)C1=O)CO >> CC(C)(C=C1OC(O)C(O)C1=O)CO.O=C1C(=CCCO)OC(O)C1O,rule0126_2,No_Thermo,Enzymatic
CC(C)C=C1OC(=O)C(O)(C(C)C)C1=O.O,CC(C)CC1(O)OC(=O)C(O)(C(C)C)C1=O,CC(C)C=C1OC(=O)C(O)(C(C)C)C1=O.O >> CC(C)CC1(O)OC(=O)C(O)(C(C)C)C1=O,rule0020_19,No_Thermo,Enzymatic
CC(C)CC(C)C=C1OC(=O)C(O)C1=O.O,CC(C)CC(C)C(O)=C1OC(=O)C(O)C1O,CC(C)CC(C)C=C1OC(=O)C(O)C1=O.O >> CC(C)CC(C)C(O)=C1OC(=O)C(O)C1O,rule0070_6,No_Thermo,Enzymatic
CCC(C)=C1OC(=O)C(O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC1(C)OC12OC(=O)C(O)C2=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C)=C1OC(=O)C(O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC1(C)OC12OC(=O)C(O)C2=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0077_4,No_Thermo,Enzymatic
CC(C)C(O)=C1OC(O)C(O)C1=O,CCC.O=C=C1OC(O)C(O)C1=O,CC(C)C(O)=C1OC(O)C(O)C1=O >> CCC.O=C=C1OC(O)C(O)C1=O,rule0053_20,No_Thermo,Enzymatic
COC1C(=O)OC(=CC(C)C)C1=O.O,COC1C(=O)C(=CC(C)CO)OC1O,COC1C(=O)OC(=CC(C)C)C1=O.O >> COC1C(=O)C(=CC(C)CO)OC1O,rule0070_6,No_Thermo,Enzymatic
CC(C)C=C1OC(=O)C(C)(O)C1=O.O,CC(C)(O)C=C1OC(=O)C(C)(O)C1O,CC(C)C=C1OC(=O)C(C)(O)C1=O.O >> CC(C)(O)C=C1OC(=O)C(C)(O)C1O,rule0070_6,No_Thermo,Enzymatic
CC(C)C=C(O)C(=O)C(O)C(=O)O,CC1(C)C=C(C(O)C(O)C(=O)O)O1,CC(C)C=C(O)C(=O)C(O)C(=O)O >> CC1(C)C=C(C(O)C(O)C(=O)O)O1,rule0169_1,No_Thermo,Enzymatic
CC(C)C(C)(C)C=C1OC(=O)C(O)C1=O.O,CC(C)C(C)(C=C1OC(=O)C(O)C1O)CO,CC(C)C(C)(C)C=C1OC(=O)C(O)C1=O.O >> CC(C)C(C)(C=C1OC(=O)C(O)C1O)CO,rule0070_6,No_Thermo,Enzymatic
