reactants,products,reactionString,ruleName,thermo,reactionType
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=Cc2c[nH]c(Cl)c2Cl)C(=O)C1O,COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=Cc2c[nH]c(Cl)c2Cl)C(=O)C1O >> COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,Enzymatic
O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,O=C(O)C1Oc2[nH]c(Cl)c(Cl)c2C=C(O)C1O,O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> O=C(O)C1Oc2[nH]c(Cl)c(Cl)c2C=C(O)C1O,rule0169_1,No_Thermo,Enzymatic
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C(=O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C(=O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,rule0002_115,No_Thermo,Enzymatic
N.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,NC(c1c[nH]c(Cl)c1Cl)C(O)C(=O)C(O)C(=O)O,N.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> NC(c1c[nH]c(Cl)c1Cl)C(O)C(=O)C(O)C(=O)O,rule0257_1,No_Thermo,Enzymatic
O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,O=C(C(O)=Cc1c[nH]c(Cl)c1Cl)C1(O)OC1O,O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> O=C(C(O)=Cc1c[nH]c(Cl)c1Cl)C1(O)OC1O,rule0169_1,No_Thermo,Enzymatic
COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,rule0165_2,No_Thermo,Enzymatic
O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl.OO,O.O=CC(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl.O=O,O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl.OO >> O.O=CC(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl.O=O,rule0147_2,No_Thermo,Enzymatic
O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,O=C(CO)C(O)=Cc1c(C(=O)O)[nH]c(Cl)c1Cl,O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> O=C(CO)C(O)=Cc1c(C(=O)O)[nH]c(Cl)c1Cl,rule0028_50,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C(O)C(O)C(O)=Cc1c[nH]c(Cl)c1Cl,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C(O)C(=O)C(O)=Cc1c[nH]c(Cl)c1Cl >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C(O)C(O)C(O)=Cc1c[nH]c(Cl)c1Cl,rule0003_115,No_Thermo,Enzymatic
CC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.CC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CCC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.O=COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,CC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.CC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O >> CCC(=O)OC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O.O=COC1C(=O)OC(=Cc2c[nH]c(Cl)c2Cl)C1=O,rule0126_2,No_Thermo,Enzymatic
