reactants,products,reactionString,ruleName
CCCC(C)=C1C[C@H](C)C(=O)O1.CCCC(C)=C1C[C@H](C)C(=O)O1,CCCC(CC)=C1C[C@H](C)C(=O)O1.CCCC=C1C[C@H](C)C(=O)O1,CCCC(C)=C1C[C@H](C)C(=O)O1.CCCC(C)=C1C[C@H](C)C(=O)O1 >> CCCC(CC)=C1C[C@H](C)C(=O)O1.CCCC=C1C[C@H](C)C(=O)O1,rule0126_2
CC(CC=C1C[C@H](C)C(=O)O1)CC(=O)O,CC(C)CC(C(=O)O)=C1C[C@H](C)C(=O)O1,CC(CC=C1C[C@H](C)C(=O)O1)CC(=O)O >> CC(C)CC(C(=O)O)=C1C[C@H](C)C(=O)O1,rule0028_50
CC(C)CCC1(O)C[C@H](C)C(=O)O1.O=C=O,C[C@H]1CC(O)(CCC(C)(C)C(=O)O)OC1=O,CC(C)CCC1(O)C[C@H](C)C(=O)O1.O=C=O >> C[C@H]1CC(O)(CCC(C)(C)C(=O)O)OC1=O,rule0023_17
CC=C1C[C@H](CC(C)C)C(=O)O1.CC=C1C[C@H](CC(C)C)C(=O)O1,CC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CC(C)C)C(=O)O1,CC=C1C[C@H](CC(C)C)C(=O)O1.CC=C1C[C@H](CC(C)C)C(=O)O1 >> CC=C1C[C@H](CCC)C(=O)O1.CCC=C1C[C@H](CC(C)C)C(=O)O1,rule0126_2
CC=C1C[C@H](CC(C)C)C(=O)O1.O,CCC1(O)C[C@H](CC(C)C)C(=O)O1,CC=C1C[C@H](CC(C)C)C(=O)O1.O >> CCC1(O)C[C@H](CC(C)C)C(=O)O1,rule0020_19
CC[C@H]1CC(=CCC(C)C)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC[C@H]1CC(=CCC(C)(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC[C@H]1CC(=CCC(C)C)OC1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CC[C@H]1CC(=CCC(C)(C)C)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CC(CO)CC=C1C[C@H](C)C(O)O1,C=C1OC(O)[C@@H](C)C1CC(C)CO,CC(CO)CC=C1C[C@H](C)C(O)O1 >> C=C1OC(O)[C@@H](C)C1CC(C)CO,rule0028_51
CC(C)CC=C1C[C@H](C)C(=O)O1,CC=C1C[C@H](CC(C)C)C(=O)O1,CC(C)CC=C1C[C@H](C)C(=O)O1 >> CC=C1C[C@H](CC(C)C)C(=O)O1,rule0028_51
CC(CO)CC=C1C[C@H](C)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(CC=C1C[C@H](C)C(=O)O1)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(CO)CC=C1C[C@H](C)C(=O)O1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CC(CC=C1C[C@H](C)C(=O)O1)C(=O)O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,rule0165_2
C[C@H]1CC(=CCC(C)(C)C)OC1=O.C[C@H]1CC(=CCC(C)(C)C)OC1=O,CC(C)CC=C1C[C@H](C)C(=O)O1.CC(CC(C)(C)C)=C1C[C@H](C)C(=O)O1,C[C@H]1CC(=CCC(C)(C)C)OC1=O.C[C@H]1CC(=CCC(C)(C)C)OC1=O >> CC(C)CC=C1C[C@H](C)C(=O)O1.CC(CC(C)(C)C)=C1C[C@H](C)C(=O)O1,rule0126_2
