reactants,products,reactionString,ruleName
C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O,C[C@H]1C(=O)OC(=CC2(C(=O)O)CCCC2)C1=O,C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O >> C[C@H]1C(=O)OC(=CC2(C(=O)O)CCCC2)C1=O,rule0028_50
C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C[C@H]1C(=O)OC(=C[C@@H]2CCC(C=O)C2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> C[C@H]1C(=O)OC(=C[C@@H]2CCC(C=O)C2)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_62
C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(N)=O)C1=O,C[C@@H]1C(=O)C2=C[C@@H]3CCC[C@H]3C(=O)N=C1O2.O,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(N)=O)C1=O >> C[C@@H]1C(=O)C2=C[C@@H]3CCC[C@H]3C(=O)N=C1O2.O,rule0146_1
C[C@H]1C(=O)OC(=CC2(C(=O)O)CCCC2)C1=O,C[C@H]1C(=O)OC(=CC2CCC(C(=O)O)C2)C1=O,C[C@H]1C(=O)OC(=CC2(C(=O)O)CCCC2)C1=O >> C[C@H]1C(=O)OC(=CC2CCC(C(=O)O)C2)C1=O,rule0028_50
C[C@H]1C(=O)OC(=C(C(=O)O)C2CCCC2)C1=O.N,C[C@H]1C(=O)OC(N)(C(C(=O)O)C2CCCC2)C1=O,C[C@H]1C(=O)OC(=C(C(=O)O)C2CCCC2)C1=O.N >> C[C@H]1C(=O)OC(N)(C(C(=O)O)C2CCCC2)C1=O,rule0257_1
C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O,C[C@H]1C(=O)OC(=C[C@@H]2CCCC2C(=O)O)C1=O,C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O >> C[C@H]1C(=O)OC(=C[C@@H]2CCCC2C(=O)O)C1=O,rule0028_50
C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,O=C(O)C[C@H]1C(=O)OC(=CC2CCCC2)C1=O,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O >> O=C(O)C[C@H]1C(=O)OC(=CC2CCCC2)C1=O,rule0028_50
C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2CO)C1=O,O=C1OC(=CC2CCCC2)C(=O)[C@H]1CCO,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2CO)C1=O >> O=C1OC(=CC2CCCC2)C(=O)[C@H]1CCO,rule0028_50
C[C@H]1C(=O)OC(=C[C@H]2CCCC2C(=O)O)C1=O,C[C@H]1C(=O)OC(=C[C@H]2CCCC23OC3O)C1=O,C[C@H]1C(=O)OC(=C[C@H]2CCCC2C(=O)O)C1=O >> C[C@H]1C(=O)OC(=C[C@H]2CCCC23OC3O)C1=O,rule0169_1
C[C@H]1C(=O)OC(=C[C@H]2CCCC2C(=O)O)C1=O,C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O,C[C@H]1C(=O)OC(=C[C@H]2CCCC2C(=O)O)C1=O >> C[C@H]1C(=O)OC(=C[C@@H]2CCC(C(=O)O)C2)C1=O,rule0028_50
