pathwayId,starter_Canonical_SMILES,stepNumber,parentCanon,productCanon,tanimotoToParent,nProductCandidates,reactionIdx,ruleName,reactionString
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7308,1,6134,rule0062_19,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(C(=O)O)[C@H]1O,0.65,1,1004,rule0126_2,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(C(=O)O)[C@H]1O.O=CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21
104,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1c[n+](C)c2c(=O)[nH]cnc21,0.6724,1,8195,rule0121_1,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1c[n+](C)c2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
105,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,O=CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.7925,1,7997,rule0165_2,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21
106,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,CO[C@@H]1[C@H](OC)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,0.84,1,7107,rule0001_88,CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> CO[C@@H]1[C@H](OC)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
