PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type
RESULT_TYPE,,,,,,,,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50)
1,374269983,25067577,CC(C)[C@@H](CCC(=O)N)NC(=O)NC[C@H](CCCCN)NC(=O)NC[C@H](CC1=CNC2=CC=CC=C21)NC(=O)NC[C@H](CCCCN)NC(=O)NC[C@H](C(C)C)NC(=O)NC[C@H](CC3=CNC4=CC=CC=C43)NC(=O)NC[C@H](CCCCN)NC(=O)NC[C@H](C(C)C)NC(=O)NC(C)C,Unspecified,,,Potential missing data,Drug uptake
