PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
31,24795414,1002526,C1OC2=C(O1)C=C(C=C2)C3=NC4=C(C=C(C=C4)Br)C(=C3)C(=O)O,Inactive,3,,,3
32,855595,1893,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,Inactive,3,,,3
33,24788424,906542,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=N3)C,Inactive,3,,,2.9
34,24796046,2987342,CC(C)(C)C(=O)NC(=S)NNC(=O)C1=CC=NC=C1,Inactive,3,,,2.9
35,855686,3213,CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C,Inactive,3,,,2.8
36,24822783,16195303,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC3=C(C(=CC=C3)OC)OC2=O,Inactive,3,,,2.8
37,4251115,298474,CCOCC1=C(C(=O)NC(=C1)C)C#N,Inactive,3,,,2.8
38,24795643,888433,CCNC(=S)NC1=CC=C(C=C1)OC(F)(F)F,Inactive,3,,,2.8
39,24837349,91637,CC1=CC=CC=C1C(=O)NCC(=O)O,Inactive,3,,,2.7
40,14736580,973360,CC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C(=O)O)C,Inactive,3,,,2.6
41,24811760,5157698,CCOC(=O)C(C(C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C,Inactive,3,,,2.6
42,855523,2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,Inactive,3,,,2.6
43,17432752,2882578,C1CCC2(CC1)OC3C(OC4C(C3O2)OC5(O4)CCCCC5)COC(=O)C6=CC=CC=C6,Inactive,3,,,2.6
44,3712189,2360902,C1=CC=C(C=C1)OCCOC2=CC=CC=C2C(=O)O,Inactive,3,,,2.5
45,22413778,15945735,CN1C2=C(C(=O)N(C1=O)CCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC)N(C=N2)CCN(C)C.Cl,Inactive,3,,,2.5
46,855840,104845,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,Inactive,3,,,2.5
47,4248087,3242207,CC1=CC(=O)C2=C(O1)C=CC(=C2O)O,Inactive,2,,,2.5
48,855536,64961,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,Inactive,2,,,2.5
49,24808193,2832763,C[N+]1(CCCCC1)C2CCC3CCCC2C3O.[I-],Inactive,2,,,2.4
50,855691,1820,C1=CC2=C(C=C1F)C=C(N2)C(=O)O,Inactive,2,,,2.4
51,4256891,2905116,COC1=CC=CC(=C1)N2C(=O)CC(C2=O)C3=CNC4=CC=CC=C43,Inactive,2,,,2.4
52,856266,5848270,C1CCC23C(C1)CC4=C(N2C5=C/C(=C(\C#N)/C(=O)N)/C=CC5=N3)CCCC4,Inactive,2,,,2.4
53,22407301,6249312,C1=CC=C2C(=C1)C=CC=C2C(=O)/C=C/C3=CNC4=CC=CC=C43,Inactive,2,,,2.4
54,24795931,888782,CCOC(=O)C1=CC=C(C=C1)NC(=S)NCCC2=CC=CC=C2F,Inactive,2,,,2.4
55,24796246,2987548,CC1=C(C=CC(=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3)[N+](=O)[O-],Inactive,2,,,2.4
56,863414,664667,CC1=CC2=C(C(=O)O1)C3(C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=C(O2)N)C#N,Inactive,2,,,2.4
57,11532877,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,Inactive,2,,,2.3
58,855828,3616,CC(=O)NCCCCCCNC(=O)C,Inactive,2,,,2.3
59,14732913,11352,C1=CC=C2C(=C1)C=C3C(=N2)C=CC=C3N,Inactive,2,,,2.3
60,24781232,16187445,COC1CCN(CC1)C(=O)C2=CC=C(C=C2)OC3CCN(CC3)CC4=CC=CC=N4,Inactive,2,,,2.3
61,49732003,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,2,,,2.2
62,22403140,135401652,COC1=CC=CC=C1N=CC2=C(CC(CC2=O)C3=CC=CC=C3)O,Inactive,2,,,2.2
63,855560,5284443,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,Inactive,2,,,2.2
64,24793304,1322096,CCC1=CC2=C(C=C1OCC(=O)O)OC(=C(C2=O)C3=CC=C(C=C3)F)C,Inactive,2,,,2.2
65,11532977,5311103,C[C@@]12[C@H]([C@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,Inactive,2,,,2.2
66,24780807,669888,CC(C)NC(=O)C1=C(C=C(C=C1)SC)OC,Inactive,2,,,2.2
67,11533014,5702273,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,Inactive,2,,,2.2
68,11533065,23663979,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],Inactive,2,,,2.2
69,855963,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Inactive,2,,,2.2
70,847814,378227,COC1=CC2=C(C=C1)NC3=C2CCN4C3=NC5=CC=CC=C5C4=O,Inactive,2,,,2.2
71,4255289,5348533,CCC1=CC2=C(C=C1O)OC(=O)C3=C2CCCC3,Inactive,2,,,2.2
72,24786679,1371564,CCC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)N3CCN(CC3)C,Inactive,2,,,2.1
73,855573,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Inactive,2,,,2.1
74,844329,646649,CC1=C2C(=CC(=CC(=O)C2=C(O1)C)C3=CC=CS3)OC,Inactive,2,,,2.1
75,24784697,1221824,CCN(CC)C(=O)C1=C(C(=C(S1)NC(=O)C2=C(C=CC=C2OC)OC)C#N)C,Inactive,2,,,2.1
76,24795745,1299651,CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4)OC,Inactive,2,,,2.1
77,17512908,3323173,COC1=CC=C(C=C1)C2C3CCCCC3(CCN2C(=O)C4=CC=CS4)O,Inactive,2,,,2.1
78,855524,66644,C1=CC=C(C(=C1)C(=O)NO)O,Inactive,2,,,2
79,14723875,460749,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C,Inactive,2,,,2
80,14730418,739795,CC(C)COC1=CC=C(C=C1)CC2=CN=C(N=C2N)N,Inactive,2,,,2
81,855701,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Inactive,2,,,2
82,7976777,135400439,CC1=CC(=C(C(=O)O1)C2=NCCSC(C2)C3=C(C=C(C=C3)OC)OC)O,Inactive,2,,,2
83,8139875,938,C1=CC(=CN=C1)C(=O)O,Inactive,2,,,2
84,26667324,4555247,CC(C)OC1=CC=C(C=C1)C(CC(=O)O)C2=CC=C(C=C2)F,Inactive,2,,,2
85,855697,5330,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,2,,,2
86,7973815,831331,CC(C)C1=CC(=O)OC2=C1C=C3CCCN4C3=C2CCC4,Inactive,2,,,2
87,24801381,3063181,CC(C)NC(C)C(=O)C1=CC2=CC=CC=C2C=C1,Inactive,2,,,2
88,14734065,2898109,CC(C(=O)O)OC1=CC2=C(C=C1)C(=CC(=O)O2)C3=CC=C(C=C3)OC,Inactive,2,,,2
89,24803019,235453,C1=CC=C(C=C1)C(=O)CC(C2=CNC3=CC=CC=C32)C(=O)O,Inactive,2,,,2
90,855794,3059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,Inactive,2,,,2
91,22415807,842067,CC1=CC=C(O1)C2=NC3=CC=CC=C3C(=C2)C(=O)OC,Inactive,2,,,2
92,855808,6420039,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,Inactive,2,,,2
93,24790343,2884310,C1=CC=C(C=C1)NC(=S)NCCOCCOCCNC(=S)NC2=CC=CC=C2,Inactive,2,,,2
94,26662100,1872787,CCOC1=CC2=C(C=C1)NC3=C2N=CN(C3=O)CCC4=CC=C(C=C4)OC,Inactive,2,,,2
95,24807025,79188,CC[N+]1=C(SC2=C1C=CC(=C2)C)C.[I-],Inactive,2,,,1.9
96,22415737,2894350,COC1=CC(=CC(=C1OC)OC)C(=O)CCN2CCC(C2)C3=CC=CC=C3.Cl,Inactive,2,,,1.9
97,17403297,5285453,CC1=CC(=CC=C1)C2=N/C(=C\C3=CN=CC=C3)/C(=O)O2,Inactive,2,,,1.9
98,7976307,2838744,CC1=CC2=C(C=C1)N3CCCNC4C3=C2CCC4,Inactive,2,,,1.9
99,856576,657928,CC1=CSC(=N1)C2=CC3=C(C=CC(=C3)OC)OC2=O,Inactive,2,,,1.9
100,24785911,2789613,CC(C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])OC2=CC=C(C=C2)OC,Inactive,2,,,1.9
101,864676,665917,CCOC1=CC=CC=C1C(=O)NCCC(=O)O,Inactive,2,,,1.9
102,11532981,6852392,CCCCC/C=C\C[C@@H](/C=C/C1=CC=CC(=N1)C[C@@H](CCCCO)O)O,Inactive,2,,,1.9
103,22403170,877881,CC1=CC=C(C=C1)/C=C\2/C(=O)NC(=O)N(C2=O)C,Inactive,2,,,1.8
104,855637,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,2,,,1.8
105,855786,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,2,,,1.8
106,4245338,699975,CC(C)OC(=O)C1=CC2=C(C(=C(C=C2)OC)OC)C(=O)S1,Inactive,2,,,1.8
107,8139884,5901,C1=NN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Inactive,2,,,1.8
108,856533,5389034,CCOC(=O)C1=C(C(=O)C2=C(O1)C=C(C=C2C)O)C3=CSC=N3,Inactive,2,,,1.8
109,14724304,679749,CN1C2=CC=CC=C2N=C1C3=CC4=C(C=C(C=C4)OC)OC3=O,Inactive,2,,,1.8
110,26670177,2385968,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(C=C2)C(=O)O,Inactive,2,,,1.8
111,24795548,2935925,CCC(C)NCCOCCOC1=CC=C(C2=CC=CC=C21)Cl.C(=O)(C(=O)O)O,Inactive,2,,,1.8
112,856003,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,Inactive,2,,,1.8
113,855952,68304,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,Inactive,2,,,1.8
114,17512971,5915311,COC1=CC=C(C=C1)/C=C/C(=O)NC(=S)NN2CCCCC2C3=CN=CC=C3,Inactive,2,,,1.8
115,14741306,950806,CCOC(=O)CN1C(=CC(=O)C2=CC=CC=C21)C,Inactive,2,,,1.7
116,14739249,135400437,CC1=CC(=C(C(=O)O1)C(=O)/C=C/C2=C(C(=CC=C2)OC)O)O,Inactive,2,,,1.7
117,7976621,5310837,CC1=CC(=CC2=C1C(=O)C(=CO2)C3=NC(=CS3)C)O,Inactive,2,,,1.7
118,855606,23664709,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+],Inactive,2,,,1.7
119,24840989,5389991,CC1=CC(=CC2=C1NC(=O)[C@]23[C@H]4[C@@H]([C@H]5N3CCC5)C(=O)N(C4=O)CC6=CC=CC=C6)Cl,Inactive,2,,,1.7
120,7977147,2255695,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC(=C(C=C2)NCCCC(=O)O)C(=O)O,Inactive,2,,,1.7
121,24802308,2888291,CC1=CC2=C(C=C1)N(C(=O)C2(C3COC(CC3=O)(C)C)O)C,Inactive,2,,,1.7
122,24786805,238532,C1=CC=C(C=C1)CC(=O)NNC(=O)CC2=CC=CC=C2,Inactive,2,,,1.7
123,17507527,1901008,CCOC(=O)C1=C2C3=C(CC(N2C(=O)C1=O)(C)C)C4=CC=CC=C4C=C3,Inactive,2,,,1.7
124,14730569,1916981,CC(C)CC1=C/C(=C/C2=CC=C(O2)C3=CC=CC=C3OC)/C(=O)O1,Inactive,2,,,1.7
125,855576,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Inactive,2,,,1.7
126,14732523,2830804,C1=CC=C(C=C1)C(C2=C(SC3=CC=CC=C3C2=O)O)C4=C(SC5=CC=CC=C5C4=O)O,Inactive,2,,,1.7
127,24791671,2950900,CC(=O)N(CCC(CC1=CC=CC=C1)C2=CC=CO2)CC3=CC=CO3,Inactive,2,,,1.7
128,24807997,742446,CC12CN3CC(C1=O)(CN(C2)C3C4=CN(C5=CC=CC=C54)C)C,Inactive,2,,,1.7
129,843110,645390,COC1=C(C=C(C=C1)C2=CC(=NO2)C(=O)OC)OC,Inactive,2,,,1.7
130,14740603,804849,COC1=C(C=C(C=C1)CC(=O)C2=C(C=C(C=C2O)O)O)OC,Inactive,2,,,1.7
131,8139964,10667,C1=CC=C2C(=C1)C=CC(=O)C2=O,Inactive,2,,,1.7
132,855943,119265,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C3=CC=C(C=C3)F)O,Inactive,2,,,1.7
133,850020,652531,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)C3=CC=CS3,Inactive,2,,,1.7
134,26663939,4860019,CC1=CC(=O)OC2=C1C=CC(=C2)OCC3CC(=NO3)C4=C(C=C(C=C4)OC)OC,Inactive,2,,,1.7
135,865464,5390035,C1=CC=C2C(=C1)[C@]3([C@H]4[C@@H]([C@@H](N3)CC5=CC=C(C=C5)O)C(=O)N(C4=O)C6=CC=C(C=C6)F)C(=O)N2,Inactive,2,,,1.7
136,855675,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Inactive,2,,,1.7
137,26660122,4526920,CC1(CC(CCO1)(CCN=CC2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)OC)C,Inactive,2,,,1.6
138,26664891,1975835,COC1=C(C=CC(=C1)/C=C(\C#N)/C(=O)N2CCC3=CC=CC=C32)O,Inactive,2,,,1.6
139,17401720,11957159,C1=CC=C2C(=C1)C(=N)C=CN2CC(=O)NC(=O)N.Cl,Inactive,2,,,1.6
140,855695,298107,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,2,,,1.6
141,24780218,16187265,CC1=C(NC2=C1C=C(C=C2)OC)CN3CCN(C(C3)CCO)CC(C)C,Inactive,2,,,1.6
142,16953485,2510794,COC1=CC(=CC(=C1OC)OC)CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,2,,,1.6
143,24795716,2185438,CC(C)C1=CC=CC=C1OCCNC(=S)NC(=O)C2=CN=CC=C2,Inactive,2,,,1.6
144,24785969,2884333,CC1=C(SC=[N+]1CC2=CC=C(C=C2)[N+](=O)[O-])CCOC(=O)CC34CC5CC(C3)CC(C5)(C4)C.[Br-],Inactive,2,,,1.6
145,24809686,6618799,CC[C@@]12C=CCN3C1C4(CC3)C([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)Br)OC)C,Inactive,2,,,1.6
146,11533033,6419965,CC1=C(SC=C1)/C=C/C2=NCCCN2C.C(C(C(=O)O)O)(C(=O)O)O,Inactive,2,,,1.6
147,24785931,5348353,C/C(=N\NC(=O)C1=CC=CC=C1[N+](=O)[O-])/C2=CC=C(S2)Br,Inactive,2,,,1.6
148,24786687,2884286,CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)NCCNC3=NC=C(C=C3)[N+](=O)[O-],Inactive,2,,,1.6
149,24795930,2936905,COC1=CC=C(C=C1)NC(=S)N2CCN(CC2)CCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O,Inactive,2,,,1.6
150,17505651,12004623,CC1=CC=C(C=C1)C(=O)[C@@H]2[C@H](N3[C@@H]([C@]24C5=CC=CC=C5NC4=O)C=CC6=C3C=CC(=C6)F)C(=O)C,Inactive,2,,,1.6
151,14728184,902475,C1=CC=C(C=C1)[C@H](CNC[C@@H](C2=CC=CC=C2)O)O,Inactive,2,,,1.5
152,11532943,2723754,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl,Inactive,2,,,1.5
153,855801,28693,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Inactive,2,,,1.5
154,17401375,4110197,CCSC(=O)CCCCCCCCCCCO,Inactive,2,,,1.5
155,855688,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inactive,2,,,1.5
156,855529,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Inactive,2,,,1.5
157,855916,123664,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1[C@H](O1)C(=O)O,Inactive,2,,,1.5
158,26671124,6582918,C1=CC=C2C(=C1)C=C[C@H]3N2[C@@H]([C@H]4[C@@H]3C(=O)N(C4=O)C5=CC=C(C=C5)F)C(=O)N,Inactive,2,,,1.5
159,14722267,1729135,CCOCC(=O)NC1=NC2=CC=CC=C2S1,Inactive,2,,,1.5
160,24784387,16188420,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)CNCCN4CCOC4=O,Inactive,2,,,1.5
161,856007,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,1,,,1.5
162,26664724,292807,CC(C)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OC,Inactive,1,,,1.5
163,17507395,2251647,C1=CC=C(C=C1)C2=C/C(=C/C3=CC=CS3)/C(=O)O2,Inactive,1,,,1.5
164,14730382,9550038,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)NC3CCS(=O)(=O)C3,Inactive,1,,,1.5
165,16953257,135411809,CC1=NC2=CC3=CC=CC=C3C=C2C(=O)N1,Inactive,1,,,1.5
166,26658980,11901242,CC(=O)C1=C(C[C@@H]2[C@H]1C2(C)C)NC(=O)C3=CC=C(C=C3)C(F)(F)F,Inactive,1,,,1.5
167,863795,3279,CCC(CO)NCCNC(CC)CO,Inactive,1,,,1.5
168,855912,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,1,,,1.4
169,864057,665308,CC(=C)COC1=CC(=C(C=C1)C2=NC(=NC=C2C3=CC=C(C=C3)OC)N)O,Inactive,1,,,1.4
170,855628,2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,Inactive,1,,,1.4
171,24795683,2936589,CCN1C(=O)C(N(C1=S)CCC2=CC=C(C=C2)F)CC(=O)NC3=CC=C(C=C3)OC,Inactive,1,,,1.4
172,850532,653061,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCCCCC3)CC=C,Inactive,1,,,1.4
173,8139890,23667300,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],Inactive,1,,,1.4
174,24840972,659821,C1[C@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NC4=CC(=CC=C4)OC5=C(C(=C(C(=C5F)F)F)F)F,Inactive,1,,,1.4
175,856008,3747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,Inactive,1,,,1.4
176,7975436,1776305,CN1C(=C(C(=O)N(C1=O)C)C=NCCC2=CNC3=CC=CC=C32)O,Inactive,1,,,1.4
177,24786689,879093,CCOC(=O)C1=C(OC2=C1C(=O)C3=CC=CC=C3C2=O)C,Inactive,1,,,1.4
178,14741850,907590,CC(C)(C)C1=COC2=C1C=C3C4=C(C=C(C=C4)OC)C(=O)OC3=C2,Inactive,1,,,1.4
179,26665702,1982794,CCNC(=S)N(C)CCC1=CC2=C(C(=C1C=C3C(=O)N(C(=O)N(C3=O)C)C)OC)OCO2,Inactive,1,,,1.4
180,17511858,2920668,CC1=CC=C(C=C1)S(=O)(=O)NC(C2=CC=CC=C2)C(=O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C(F)(F)F,Inactive,1,,,1.4
181,24790342,2884295,CCOC(=O)C1C(C(=NN1)C(=O)C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inactive,1,,,1.4
182,855750,5748,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],Inactive,1,,,1.4
183,24811172,4604090,CC1=CC=C(C=C1)C2C(=C(C(=O)O2)O)C(=O)C,Inactive,1,,,1.4
184,855859,15032,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C#N,Inactive,1,,,1.4
185,842688,644959,CC(=CCOC1=C(C=C2C=CC(=O)OC2=C1O)OC)C,Inactive,1,,,1.4
186,863746,664998,CC1=CC(=C(C=C1)NC(=O)N[C@@H](CCSC)C(=O)O)C,Inactive,1,,,1.4
187,24792508,1179486,CCOC1=CC=CC=C1OC2=COC3=C(C2=O)C=CC(=C3)OCC(=O)O,Inactive,1,,,1.4
188,855783,657298,CCCC1=CC(=O)NC(=S)N1,Inactive,1,,,1.4
189,24786503,16189220,CCOC(=O)C1(CCN(CC1)C2CCN(CC2)C(=O)C)CCCC3=CC=CC=C3,Inactive,1,,,1.4
190,4242562,2882027,CCN1CCN2C3=C(C=C(C=C3)Cl)C4=C2C1CCC4.Cl,Inactive,1,,,1.4
