PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
32,17504331,1829912,COC1=CC(=C(C=C1)OC)C2=NC3=CC4=CC=CC=C4C=C3N=C2C5=CC=CC=C5,Inactive,7,,,7.2
33,87349623,16193282,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Br,Inactive,7,,,7.1
34,17408318,1135539,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCCC5=CC=CC=C54)N,Inactive,7,,,6.9
35,14739720,135447244,C1=CC=C(C=C1)N2C3=CC=CC=C3N=C(C2=O)/C=C(/C4=CC=C(C=C4)F)\O,Inactive,7,,,6.8
36,56320498,2099550,CCOC1=CC=C(C=C1)/C=C/C2=CC3=C(C(C2)(C)C)SC(=C3C#N)NC(=O)CSC4=NNC(=N4)N,Inactive,6,,,6.4
37,49677146,2468757,COC(=O)C1=CC=C(C=C1)CNC(=O)CCC2=CNC3=CC=CC=C32,Inactive,6,,,6.1
38,24783664,1165089,CC1=NN(C=C1NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F)C,Inactive,6,,,5.9
39,56319293,24686697,CN(CC(=O)NC1=CC(=CC=C1)F)C(=O)C2=C(N=CC=C2)SC3=CC=CC=C3Cl,Inactive,6,,,5.9
40,26666531,135399186,CCN1C(=O)C=C(N=C1SCC(=O)NC2=CC=C(C=C2)C)O,Inactive,6,,,5.8
41,4255579,1992449,CCOC(=O)CC(=O)CSC1=NC=C(C(=N1)N)C(=O)OCC,Inactive,5,,,5.4
42,49647616,1561558,CCCSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC=C(C=C4)OC,Inactive,5,,,5.3
43,22415291,2922788,C1CCN(CC1)CCCCOC2=CC(=CC=C2)Br.C(=O)(C(=O)O)O,Inactive,5,,,5.2
44,22415283,2299278,CCOC1=CC=C(C=C1)OCCOCCNCCOC,Inactive,5,,,5
45,49678600,24761960,CCC(=O)N1CCC2=C1C=CC(=C2)C3=CSC(=N3)NC(=O)C4=CC=CO4,Inactive,5,,,4.9
46,17386666,1000253,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=C(C=C5)C,Inactive,5,,,4.8
47,26667342,747958,C1CCC2=NN=C(N2CC1)C3=CC=CC=C3Cl,Inactive,5,,,4.7
48,848884,651347,CCOC(=O)C1=C(SC(=C1C)C(=O)C)NC(=O)CN2N=C(N=N2)C3=CC=CC=C3,Inactive,4,,,4.5
49,87338777,135414699,CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSC2=NC(=CC(=O)N2)C,Inactive,4,,,4.4
50,24796851,972178,C1=CC2=C(C(=C1)SC3=C4C=CC=NC4=C(C=C3)[N+](=O)[O-])N=CC=C2,Inactive,4,,,4.4
51,26727689,2728011,COC1=CC=CC=C1C2CCN(CC2)C(=S)NC3=CC=C(C=C3)Br,Inactive,4,,,4.3
52,4251511,808421,CCN1C2=CC=CC=C2C3=NC4=CC(=C(C=C4N=C31)OC)OC,Inactive,4,,,4.1
53,852038,654644,C1=COC(=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=C(C=C5)F,Inactive,4,,,4
54,17414287,1380986,COC1=CC=C(C=C1)C2=C(SC(=N2)NC(=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,4,,,4
55,14740651,135474140,COC1=CC=C(C=C1)/C(=C/C2=NC3=CC=CC=C3N(C2=O)C4=CC=CC=C4)/O,Inactive,4,,,4
56,4243151,3237912,COC1=C(C=C(C=C1)N2C(N3CCCC3C2=O)C4=CC=CC=C4)Cl,Inactive,4,,,4
57,4255109,873559,CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,4,,,4
58,3711670,694179,CC1=NN(C2=C1C=C(S2)C(=O)N3CCCCC3)C4=CC=CC=C4,Inactive,4,,,4
59,26666729,950682,COC1=CC=CC=C1N2C(=NNC2=S)C3=NNC(=C3)C4=CC=CO4,Inactive,4,,,4
60,14728228,9549736,CC1=CC(=CC=C1)N2C3=C(C(=N2)C)N=C(N=N3)SC,Inactive,4,,,4
61,47204982,3091385,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)O)C(=O)NC3=CC=C(C=C3)C(=O)O,Inactive,4,,,3.9
62,49641018,2946735,CC1=CC=C(C=C1)S(=O)(=O)N2CC3=CC=CC=C3CC2C(=O)OC,Inactive,4,,,3.9
63,17415593,1564986,CCC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3,Inactive,4,,,3.7
64,49730179,1442057,CC1=C(C=CC(=C1)S(=O)(=O)NC2CCCC2)N3C=NN=N3,Inactive,4,,,3.7
65,14741073,1834019,CC1=NC2=NC(=CC(=O)N2N1)CSC3=CC=C(C=C3)Cl,Inactive,4,,,3.7
66,26659286,1953445,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)N)C3=NC=CN=C3,Inactive,4,,,3.6
67,4242783,3237594,CCN1C2=CC=CC=C2N=C1CCNC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,3,,,3.4
68,22404434,1225824,CCN1C=C(C=N1)C(=O)NCC2=CC=CC=C2Cl,Inactive,3,,,3.4
69,49646875,24747627,C1COCCN1CC(C2=CC=CC=C2)C(C3=CC=C(C=C3)Cl)O.Cl,Inactive,3,,,3.4
70,85304472,2275562,COC1=CC=C(C=C1)C(=O)NC2=NC(=C(S2)C3=CC=CC=C3)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,3,,,3.3
71,14731787,1019170,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CC=CC=C3N(C)S(=O)(=O)C4=CC=CC=C4,Inactive,3,,,3.3
72,17506096,1983598,COC1=CC=CC=C1C2=NC3=CC4=CC=CC=C4C=C3N=C2C5=CC=CC=C5,Inactive,3,,,3.3
73,17515758,12006136,CCOCCSC1=C(C(=C2CC/C(=C/C3=CC=CS3)/C2=N1)C4=CC=CS4)C#N,Inactive,3,,,3.3
74,14729913,3739568,CC1=NN(C(=O)N1N(C)C2=C(C=C(C=N2)C(F)(F)F)Cl)CC3=CC=C(C=C3)[N+](=O)[O-],Inactive,3,,,3.2
75,26726226,5133312,CC1(CC2=NC3=NC(=NC(=C3C=C2CO1)N)SCC(=O)NC4=CC=C(C=C4)OC)C,Inactive,3,,,3.1
76,49644945,17366432,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=CC(=C(C=C3)OC)OC.C(=O)(C(=O)O)O,Inactive,3,,,3.1
77,4249403,714070,COC(=O)C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NNN=N3,Inactive,3,,,3.1
78,49642476,726847,C1=CC=C(C=C1)N2C(=NN=C2SCC(=O)O)C3=CC=C(C=C3)Cl,Inactive,3,,,3.1
79,862395,663620,CCOC(=O)C1=C(C2=C(S1)N=C(C3=C2CC(OC3)(C)C)C4=CC=CO4)N,Inactive,3,,,3
80,17508477,1442723,CC1=C2C(=CC=C1)C=C3C(=C(SC3=N2)C(=O)N4CCC5=CC=CC=C54)N,Inactive,3,,,3
81,26729871,2816031,CC1=NN(C(=C1)NC(=O)CSC2=NN=C(N2C)C3=CC=NC=C3)C4=CC=CC=C4,Inactive,3,,,2.9
82,4244321,3238936,COC1=C(C=C(C=C1)CCNC(=O)C2CCN(CC2)S(=O)(=O)N3CCOCC3)OC,Inactive,3,,,2.8
83,26662661,16682292,CCC(C)[C@@H](C(=O)OC)NC(=O)N1CCCCC1,Inactive,3,,,2.8
84,26666234,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Inactive,3,,,2.7
85,4264160,2131318,CC(C)N1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,3,,,2.7
86,17386657,999432,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=CC=C5Cl)C,Inactive,3,,,2.6
87,26658562,729831,CCC1=NN=C(S1)NC(=O)COC2=CC=CC=C2[N+](=O)[O-],Inactive,3,,,2.6
88,14746125,1193249,C1=CC=C(C=C1)CCNC(=O)CN2C=NC3=C(C2=O)C=C(S3)C4=CC=CC=C4,Inactive,3,,,2.5
89,7973797,786537,C1=CC=C(C=C1)C(=O)NCS(=O)(=O)C2=CC=CC=C2,Inactive,2,,,2.5
90,24784036,5741119,CN1C2=CC=CC=C2N=C(C1=O)/C=C/C3=CC=C(C=C3)F,Inactive,2,,,2.5
91,49646765,853396,CC1=CC=C(C=C1)C2=NN=C(O2)C3=CN=CC=C3,Inactive,2,,,2.4
92,863985,665240,CCN1C2=NC3=CC=CC=C3N=C2C(=N1)C4=CC=CC=C4,Inactive,2,,,2.4
93,26728848,2824416,C1CCC2=C(C(C1)OC(=O)NC3=CC=CC=C3)N=CC=C2,Inactive,2,,,2.4
94,17403063,2764752,C1=CC=C(C=C1)CSC2=NN=C(C=C2)CC3=C(C=C(C=C3)Cl)Cl,Inactive,2,,,2.4
95,49647948,1840798,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC(=O)OCC)SC4=C3CCN(C4)C,Inactive,2,,,2.3
96,49647538,941653,CC1=CC2=CC3=C(N=C2C=C1)N(N=C3NC(=O)C(C)(C)C)CC(C)C,Inactive,2,,,2.3
97,26666449,949083,C1C(=O)N(C(=S)N1)C2=NC3=CC=CC=C3S2,Inactive,2,,,2.3
98,49669704,23604958,C1CCC(C(C1)NS(=O)(=O)C2=CC=C(C=C2)Cl)N3CCC(CC3)O,Inactive,2,,,2.2
99,4246119,3240503,COC1=CC=CC=C1C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,2,,,2.2
100,26729829,2816454,C1CN2C3=C1C=CC=C3C(=C(C2=O)C4=CC=CC=C4)OC(=O)C5=CC=C(C=C5)F,Inactive,2,,,2.2
101,4261006,2214213,C1COCCN1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,2,,,2.1
102,22401348,3788782,COC(=O)CSC1=NC(=C2C3=C(C(SC(C3)C4=CC=CC=C4)C5=CC=CC=C5)SC2=N1)N,Inactive,2,,,2.1
103,49722068,20900864,COC1=CC=C(C=C1)CNC(=O)CN2C(=O)COC3=C2C=C(C=C3)S(=O)(=O)N4CCCC4,Inactive,2,,,2
104,14740201,777010,CC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CC=CS3)N,Inactive,2,,,2
105,14727165,9549619,C1CCCN(CC1)C(C2=CC=CC(=C2)C#N)C3=NN=NN3C4CCCC4.Cl,Inactive,2,,,2
106,49642875,1231480,CC1=C(C(=CC=C1)N(CC(=O)N2CCCCCC2)S(=O)(=O)C)C,Inactive,2,,,2
107,17403641,3111143,CC1=NC2=C(C=C1)C3=C(S2)C(=C(C(=N3)N)C#N)C4=CC=C(C=C4)Br,Inactive,2,,,1.9
108,24805479,856690,CC1=CC(=C2C=C3C(=C(SC3=NC2=C1)C(=O)N4CCOCC4)N)C,Inactive,2,,,1.9
109,47197379,23723547,CC(=O)NCCC(=O)N1CCCC(C1)N2CCN(CC2)C3=CC(=CC=C3)Cl,Inactive,2,,,1.9
110,17510139,3411561,COC(CNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4)OC,Inactive,2,,,1.9
111,4242696,3237518,CCN(CC)C1=C(C=C2C=CC(=CC2=N1)OC)C#N,Inactive,2,,,1.9
112,56318605,24980420,COC1=CC(=C(C=C1)OC)CN2CCN(CC2)C(=O)CCNC(=O)C3=CC=C(C=C3)Br,Inactive,2,,,1.9
113,49646530,4325210,CCCN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SC)C4=CC=CC=C4,Inactive,2,,,1.9
114,49643885,1080942,CC1=NN=C(N1C2=CC=C(C=C2)OC)SCC(=O)N3CCOCC3,Inactive,2,,,1.9
115,26663680,616168,COC1=CC=CC=C1OCCNC(=O)NC2=CC(=C(C=C2Cl)F)F,Inactive,2,,,1.8
116,49671726,9119311,CC(C)(C)C1=CC=C(C=C1)CN(C)CC(=O)N2CCC(CC2)C(=O)OC,Inactive,2,,,1.8
117,49668010,1906837,CCOC(=O)C1CCN(CC1)CC(=O)C2=C(N(C3=C2C=C(C=C3)OC)C)C,Inactive,2,,,1.8
118,57256111,2494882,COC1=CC=CC=C1NCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,2,,,1.7
119,14730938,2848212,CC(CN1CCOCC1)C(=O)C2=CC=CC=C2.Cl,Inactive,2,,,1.6
120,49647871,1776474,COC1=CC=C(C=C1)CNC(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)O,Inactive,2,,,1.6
121,24794190,2239952,CC1=CC(=NC2=CC(=NN12)C(=O)NC3=C(N(N=C3C)CC4=CC=C(C=C4)F)C)C,Inactive,2,,,1.6
122,17508055,3136845,CC1=CC(=C2C3C=CCC3C(NC2=C1)C4=CC5=C(C=C4Br)OCO5)C,Inactive,1,,,1.5
123,26669071,2966709,CC1=CSC(=N1)NC(=O)CSC2=NN=C(N2CC=C)C(CO)NC(=O)C3=CC=CC=C3,Inactive,1,,,1.5
124,24811116,16193273,CCCC(CCC)C1=NC2=C(N1)C=NC=C2.C(=O)(C(=O)O)O,Inactive,2,,,1.5
125,4254586,2957235,CCCCC1=CC=C(C=C1)C(=O)NC(C(C)C)C(=O)O,Inactive,1,,,1.4
126,17386921,852119,CCOC(=O)C1=C2C=C(C=CN2C(=C1)C(=O)C3=CC=CS3)C(=O)C,Inactive,1,,,1.4
127,14741020,1415522,CCN(CC)C(=O)C1=C(C2=C(S1)N=C(C=C2C3=CC=C(C=C3)Cl)C4=CC=CS4)N,Inactive,1,,,1.4
128,49671886,723431,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,Inactive,1,,,1.4
129,7977591,2882239,C1C(C(=O)N(C1=O)CCC2=CC=CC=C2)NCCC3=CC=C(C=C3)S(=O)(=O)N,Inactive,1,,,1.4
130,14743170,2041326,C1CCN(C1)C2=NC3=CC=CC=C3N=C2N,Inactive,1,,,1.4
131,85304933,647666,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=C(C=CC(=C3)C)NC2=O)N4CCCC4,Inactive,1,,,1.4
132,4258101,740407,COC1=CC=C(C=C1)C2=NC=C3N2C=CC=C3,Inactive,1,,,1.3
133,26729630,2826207,COC1=CC=C(C=C1)CN2C(=O)C3=CC(=C(C=C3NC2=O)OC)OC,Inactive,1,,,1.2
134,17509641,3594855,CC1CCN(CC1)C(=O)C2=CC(=C(C=C2)S(=O)(=O)CC3=C(C=CC(=C3)F)F)[N+](=O)[O-],Inactive,1,,,1.2
135,26669157,6602527,CC1=NC2=C(N1C3CCN(CC3)CC4=NN=NN4CCC5=CC=CC=C5)C=CC(=C2)F.Cl,Inactive,1,,,1.1
136,47204191,2840806,C1CN(CCN1C2CC(=O)N(C2=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Cl,Inactive,1,,,1.1
137,46500793,3245878,CCOCCCNC(=O)C(C1=CC=C(C=C1)C)N(CC2=CC3=C(C=C2)OCO3)C(=O)CNC(=O)C,Inactive,1,,,1.1
138,49671670,2728081,COC(=O)C1CC2=C(C3(N1)CCN(CC3)CC4=CC=CC=C4)NC5=CC=CC=C25,Inactive,1,,,1.1
139,17414900,2923154,CCCCNCCOCCOC1=C(C=C(C=C1)C)[N+](=O)[O-].C(=O)(C(=O)O)O,Inactive,1,,,1.1
140,47195057,23723116,COC1=CC=C(C=C1)[C@H]([C@H](C2=CC=CC=C2)N)O.Cl,Inactive,1,,,1.1
141,47204617,774817,C1CCC(C1)CCNC(=O)C2=CC=CS2,Inactive,1,,,1
142,49644936,3217973,CCCN1C2CCCC1CC(C2)NC(=O)C3=CC(=CC=C3)OC,Inactive,1,,,0.9
143,14745843,1069488,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)NC2=CC=C(C=C2)Cl,Inactive,1,,,0.9
144,26662278,3734537,CC1=C2C(C(C(CC2=NO1)(C)O)C(=O)C)C3=CC=C(C=C3)F,Inactive,1,,,0.9
145,16953338,2968710,CCCC1=C(C=C(O1)C(=O)O)CN2CCOCC2.Cl,Inactive,1,,,0.9
146,49679418,24762039,CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=C(NC(=S)N=C2)N,Inactive,1,,,0.9
147,49642459,747288,CC1=CC(=C(C(=N1)NC2=CC=CC=C2OC)C#N)COC,Inactive,1,,,0.9
148,14736648,804660,CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C(=O)O,Inactive,1,,,0.9
149,846289,648675,CC1=C2C=C(C(=NC2=C(C=C1)C)N3CCCC3)C#N,Inactive,1,,,0.8
150,14726016,9549582,COC1=C(C=C(C=C1)C2=NC=C3N2C=CC=C3)OC.C(=O)(C(=O)O)O,Inactive,1,,,0.8
151,850479,653000,COC1=C(C=C2C(=C1)C=C(C(=O)N2)CN(CCN3CCCC3)C(=O)NC4=CC=CC=C4Cl)OC,Inactive,1,,,0.8
152,49669467,752170,COC1=CC=CC=C1OC2=CC3=C(C=C2)C(=O)N(C3=O)CC(=O)O,Inactive,1,,,0.8
153,49725937,1174612,CC(=O)CSC1=NN=C(N1C)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Inactive,1,,,0.8
154,89850519,2083967,CC1=C(SC=C1)/C=C/C2=CC3=C(C(C2)(C)C)SC(=C3C#N)NC(=O)CSC4=NNC(=N4)N,Inactive,1,,,0.7
155,844313,646633,CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,1,,,0.6
156,49649248,22518150,CCC(=O)NC1=NN=C(S1)S(=O)(=O)N(C)C2=CC(=CC(=C2)C)C,Inactive,1,,,0.6
157,49714087,1520324,CC1=CC=C(C=C1)S(=O)(=O)C2=C(C(=CC(=C2)C)S(=O)(=O)NC3=CC=C(C=C3)C(=O)O)C,Inactive,1,,,0.6
158,47203305,3165118,CC1=CC(=CC=C1)N2C(=O)C(N(C2=O)CCOC)CC(=O)NC3=CC=C(C=C3)OC,Inactive,1,,,0.6
159,47203900,2992241,CC1=CC2=C(C=C1)NC=C2CCNC(=O)C3CCCCC3,Inactive,1,,,0.6
160,14722657,3204316,CCC(C)(C)N1C(=NN=N1)C(C(C)C)N(CC2=CC=CO2)CC3=CC4=CC5=C(C=C4NC3=O)OCO5,Inactive,1,,,0.6
161,17406990,1000338,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=CC=C5C,Inactive,1,,,0.5
162,47195499,641836,C1=CC=C2C(=C1)C(=O)N(C2=O)CCN3C=CN=C3,Inactive,0,,,0.5
163,26730730,2746257,CC1=CC(=NO1)C2=NN=C(N2C)SCC(=O)NC3=CC=CC=C3,Inactive,0,,,0.5
164,26729270,2816389,CCOC(=O)C1=C(N2C(=C(C=N2)C(=O)OCC)N=C1)N,Inactive,0,,,0.5
165,7973045,2843095,C1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N)Br,Inactive,1,,,0.5
166,22413713,1008020,CCC1=CC=C(C=C1)OCC2=NN=C(O2)SCC(=O)NC3=CC=CC(=C3)C(=O)N4CCOCC4,Inactive,0,,,0.4
167,87348476,135402546,CC1=C(N=C(NC1=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C,Inactive,0,,,0.4
168,17509927,1273880,COC(=O)CCSC1=CC(=CC2=C1C(=NN2C3=CC=CC=C3)C4OCCO4)[N+](=O)[O-],Inactive,0,,,0.4
169,7970549,4097145,COC1=C(C=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32)OC,Inactive,0,,,0.4
170,17513027,1961235,CC1=CC(=C2C(=C(SC2=N1)C(=O)C3=CC4=C(C=C3)OCO4)N)C5=CC=CS5,Inactive,0,,,0.4
171,24804160,1165093,CC1=C(C(=NN1C)C)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,Inactive,0,,,0.4
172,49646872,3084624,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,Inactive,0,,,0.4
173,24798340,16190011,CSC1=CC=C(C=C1)C(=O)C2CCCN(C2)CCCN3C=CC=N3,Inactive,0,,,0.4
174,4262819,698695,CCC1=NC(=NN1)SCC(=O)NCCC2=CC=CC=C2,Inactive,0,,,0.4
175,49670199,617208,COC1=CC(=CC=C1)OCCNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,0.3
176,17431439,1207175,CC1=C2C(=CC=C1)C=C3C(=C(SC3=N2)C(=O)N4CCCC5=CC=CC=C54)N,Inactive,0,,,0.3
177,47198738,789625,C1C(=O)NC2=CC=CC=C2N1C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,0,,,0.3
178,49672654,4024981,C1=CC(=CN=C1)CNC2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)N,Inactive,0,,,0.3
179,49644973,1442486,CCN(CC)C(=O)CSC1=NC(=NC2=CC=CC=C21)CC3=CC=CC=C3,Inactive,0,,,0.3
180,49729729,1462693,COC1=CC=C(C=C1)CNC(=O)CSC2=NN=C(S2)NC(=O)C3CC3,Inactive,0,,,0.3
181,49645453,676048,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)OC,Inactive,0,,,0.2
182,49669950,24761532,CC1=CC(=NC=C1)NC(=O)CC(C2=CC=C(C=C2)OC)N3CC4=CC=CC=C4C3=O,Inactive,0,,,0.2
183,26728921,2813589,CCOC(=O)C1CCN(CC1)C(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3,Inactive,0,,,0.2
184,4265122,2881968,C1CC2=C3C(=NCC(CN3C4=C2C=C(C=C4)Cl)O)C1,Inactive,0,,,0.2
