PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
185,24805979,3104818,CCCCNC(=O)CN1C=NC(=N1)[N+](=O)[O-],Inactive,0,,,0.2
186,17406796,823300,CC1=CC(=NN1CC2=CC=CC=C2F)[N+](=O)[O-],Inactive,0,,,0.2
187,47203132,1087378,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)C(=O)O)Cl,Inactive,0,,,0.2
188,4243028,3237808,C1COCCN1C2=C(C=C(S2)C(=O)O)C3=CC=CC=C3,Inactive,0,,,0.2
189,22412449,1008052,CCOC1=C(C=C(C=C1Br)C(=O)N)OCC2=CC=CC=C2,Inactive,0,,,0.1
190,49730337,3207073,C1=CC=C(C(=C1)N(CC(=O)NCC2=CC=CO2)C(=O)CNS(=O)(=O)C3=CC=C(C=C3)F)F,Inactive,0,,,0.1
191,4248020,5338423,COC1=CC=CC(=C1OC)/C=C/C2=CC=NC=C2.Cl,Inactive,0,,,0.1
192,24804729,722307,C1=CC2=CN=C(N2C=C1)C3=CC=C(C=C3)F,Inactive,0,,,0.1
193,49666888,1980240,COC1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)Cl)SCC(=O)NC4=CC=C(C=C4)C(=O)O,Inactive,0,,,0.1
194,22402568,5113181,CC1=C(C(=NN1C2=NN=C(N=N2)NC3CCCCC3)C)Br,Inactive,0,,,0.1
195,49649335,6324196,CC1=C(C(=O)NC(=O)N1)S(=O)(=O)NC2=CC(=C(C=C2)F)Cl,Inactive,0,,,0
196,7971247,3241267,COC1=CC(=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32)OC,Inactive,0,,,0
197,14727015,3230322,CC(=O)C1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NCCC3=CC=CC=C3,Inactive,0,,,0
198,24780726,199911,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCOCC2.Cl,Inactive,0,,,0
199,47202970,846406,CC1=CC(=C(C=C1)OC)N(CC(=O)N2CCOCC2)S(=O)(=O)C,Inactive,0,,,0
200,26724539,3244497,CN1C2=C(C=C(C=C2)S(=O)(=O)NC(CCSC)C(=O)NCC3=CC(=CC=C3)OC)OC1=O,Inactive,0,,,-0.1
201,49673997,3289664,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(C(F)(F)F)O,Inactive,0,,,-0.1
202,87340672,3183322,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=C(C=C(C=C3)OC)NC2=O)N4CCCCC4,Inactive,0,,,-0.1
203,47202466,1116094,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)O)C(=O)NC3=CC=C(C=C3)Br,Inactive,0,,,-0.1
204,47199379,6470566,C1COCCN1CC(=O)NCCC2=CC=CC=C2,Inactive,0,,,-0.1
205,14729693,3823685,CCOC1=C(C=C2C(=C1)N=C3C4=CC=CC=C4N(C3=N2)C)OCC,Inactive,0,,,-0.1
206,3711961,736970,C1=CC=C(C=C1)N2C3=CC=CC=C3SC2=N,Inactive,0,,,-0.1
207,47201531,225739,C1CCC(CC1)N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,-0.1
208,49734108,3222196,C1CCC(C1)NC(=O)C(C2=CN=CC=C2)N(CC3=CC=CC=C3)C(=O)C4=CSN=N4,Inactive,0,,,-0.2
209,26729715,593390,C1=CC=C2C(=C1)C(=O)N(N=N2)C3=CC=C(C=C3)Br,Inactive,0,,,-0.2
210,49645278,2059467,CN1C=NN=C1SCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,-0.2
211,26658869,1953345,CC(C)(C)C1=CC=C(C=C1)C2=NC3=C(C(=O)C4=CC=CC=C4N3C)C(=O)N2C5=CC=CC=C5,Inactive,0,,,-0.2
212,4259126,834457,C1=CC(=C(C(=C1)Cl)CNC2=CC=C(C=C2)S(=O)(=O)N)F,Inactive,0,,,-0.3
213,14741376,2992785,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=CC=C4,Inactive,0,,,-0.3
214,26668115,645008,CC1=CC=CC=C1CN2C=C(C=N2)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,0,,,-0.3
215,842733,645008,CC1=CC=CC=C1CN2C=C(C=N2)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,0,,,-0.3
216,856693,658043,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)OC)C2=NC(=C(C(=N2)OC)Cl)C,Inactive,0,,,-0.3
217,856937,2882063,C1=CC=C(C(=C1)CN2C3=CC=CC=C3N(C2=N)CCO)Cl.Cl,Inactive,0,,,-0.3
218,7974947,2850239,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(C2=NC=CN2C)O,Inactive,0,,,-0.4
219,49827867,2221574,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C(=O)O,Inactive,0,,,-0.4
220,49643416,929788,C=CCC1=C(C(=CC=C1)CNN2C=NN=C2)O,Inactive,0,,,-0.4
221,49671198,748631,CC1=CC(=C(C=C1)C)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Inactive,0,,,-0.4
222,857840,659191,C1=CSC(=C1)C2=CC=C(S2)C(=O)C3=CC=CS3,Inactive,0,,,-0.4
223,24779599,4251180,C1=CC=C(C=C1)N2C(=NNC2=S)CNC(=O)COC3=CC=CC=C3,Inactive,0,,,-0.4
224,56318494,24980367,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=CC=CC=C2OCC3=C(ON=C3C)C,Inactive,0,,,-0.4
225,4257231,2972189,CC1C(NC(=O)N1)CCCCCC(=O)NC2=CC=C(C=C2)C,Inactive,0,,,-0.4
226,4258943,1244186,CC1=CC(=C(O1)C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=C(C(=NO3)C)C,Inactive,0,,,-0.4
227,85304988,655893,CC1=CC2=C(C=C1)C=C(C(=O)N2)C(C3=NN=NN3C(C)(C)C)N4CCCCCC4,Inactive,0,,,-0.4
228,49677046,4962855,C1C2CC3CC1CC(C2)(C3)C(=O)NCC4=CC=C(C=C4)C(=O)O,Inactive,0,,,-0.5
229,24799769,16191439,COCC1=C(C=CC(=C1)CN2CCCC(C2)C(=O)C3=CC(=CC=C3)C(F)(F)F)OC,Inactive,0,,,-0.5
230,4245981,3240381,CC1=CC2=CC=CC=C2N1CCNC(=O)C3CCCC3,Inactive,0,,,-0.5
231,85304771,650268,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=CC=CC(=C3NC2=O)C)N4CCCC4,Inactive,0,,,-0.5
232,47202655,1356290,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O)S(=O)(=O)NC3=CC=C(C=C3)OC,Inactive,0,,,-0.5
233,49644251,739973,CCOC(=O)C1CCN(CC1)CCC(=O)NC2=C(C=CC(=C2)C)C,Inactive,0,,,-0.6
234,49665535,2217959,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)C(=O)O)C(=O)O,Inactive,0,,,-0.6
235,85304896,646526,CC1=C2C=C(C(=O)NC2=C(C=C1)C)C(C3=NN=NN3C4CCCC4)N5CCOCC5,Inactive,0,,,-0.6
236,17512168,1005240,COC1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)C#N)N)C4=CC=CS4,Inactive,0,,,-0.6
237,49677328,3822447,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)O,Inactive,0,,,-0.7
238,22401144,3966969,CCC1=CC=C(C=C1)C(=O)CN2C(=O)C(N(C2=O)C3=CC=C(C=C3)C)C,Inactive,0,,,-0.7
239,49643033,1077179,CC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O,Inactive,0,,,-0.7
240,47199725,1250810,C1COCCN1CC(=O)NC2=NC=C(C=C2)Cl,Inactive,0,,,-0.7
241,87334629,2205012,CCCNC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2N(C)S(=O)(=O)C3=CC=C(C=C3)C,Inactive,0,,,-0.7
242,24828275,2102301,CC1=NC2=C(S1)C=C(C=C2)NC(=O)COC3=CC(=CC=C3)F,Inactive,0,,,-0.7
243,26727536,330502,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N3CCCN4C3C5=CC=CC=C5C4=O,Inactive,0,,,-0.7
244,14736141,1299052,C1CC1NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,-0.7
245,47200661,1289678,COC(=O)CC1=CC=C(C=C1)NC(=S)N2CCN(CC2)C3=CC=CC=N3,Inactive,0,,,-0.7
246,49665577,3097492,CN1C2=C(C(=O)NC1=O)N3CC(CN(C3=N2)C4=CC=CC=C4)O,Inactive,0,,,-0.7
247,26726414,2785858,CN1C2=NC3=CC=CC=C3C=C2C(=O)N(C1=O)C,Inactive,0,,,-0.8
248,4241832,3236755,COC1=CC=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,0,,,-0.8
249,848920,651382,CC1=CC=CC=C1CN2C(=C(C(=N2)C)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F)C,Inactive,0,,,-0.8
250,24790540,746678,CCOC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)C)C,Inactive,0,,,-0.8
251,87338213,3182871,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=CC(=CC(=C3NC2=O)C)C)N4CCN(CC4)C(=O)C5=CC=CO5,Inactive,0,,,-0.9
252,14737434,4195818,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C,Inactive,0,,,-0.9
253,49674650,858406,COC1=CC=CC=C1CNC(=O)CC2=CNC3=CC=CC=C32,Inactive,0,,,-0.9
254,57265814,2450452,CCC1=CC=C(C=C1)C(=O)CN2C(=O)C3(CCCCCC3)NC2=O,Inactive,0,,,-0.9
255,56321444,24981616,CC1=CC(=NO1)NC(=O)C(C)SCC(=O)NC2=NC3=C(S2)C=C(C=C3)OC,Inactive,0,,,-0.9
256,87347868,2044030,C1=CC=C(C=C1)CN2C(=CC3=NC4=CC=CC=C4N=C32)NS(=O)(=O)C5=CC=C(C=C5)Cl,Inactive,0,,,-0.9
257,85302839,1442685,CC(C)C1=CC2=CC3=C(N=C2C=C1)SC(=C3N)C(=O)N4CCC5=CC=CC=C5C4,Inactive,0,,,-0.9
258,14726711,910410,CC1=CC(=NN1C(=O)C2=CC=C(C=C2)OC)C,Inactive,0,,,-1
259,17416272,2216825,C=CCSC1=C(C(=CC(=N1)C2=CC3=C(C=C2)OCO3)C(F)(F)F)C#N,Inactive,0,,,-1
260,22404106,532275,COC1=CC=C(C=C1)C(=O)NCC2CCCO2,Inactive,0,,,-1
261,26727987,2811737,CC1=CC(=C(O1)C)C(=O)NC2=NOC(=C2)C(C)(C)C,Inactive,0,,,-1
262,24816807,4419780,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)CCC(=O)O,Inactive,0,,,-1
263,47204018,2829405,CC(=O)N1C(CC(=N1)C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,-1
264,14722759,1167011,CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)NCCC3=CC=CC(=C3)C,Inactive,0,,,-1.1
265,49715557,15997541,COC1=C(C=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)NC4=CC(=CC=C4)Cl)OC,Inactive,0,,,-1.1
266,47204132,1069255,CC1=CC=CC=C1NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC(=C3)C(=O)O,Inactive,0,,,-1.1
267,24834982,4883276,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)OC,Inactive,0,,,-1.1
268,87346305,658203,CCSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4CCCCC4,Inactive,0,,,-1.1
269,26660480,921801,CC1=CC(=NC(=N1)N2CCOCC2)NC3=CC(=CC=C3)F,Inactive,0,,,-1.1
270,85302817,654155,CCN(CC1=CC=CC=C1)C(C2=CC3=C(C=CC(=C3)C)NC2=O)C4=NN=NN4CCOC,Inactive,0,,,-1.1
271,22414517,822230,CN(C)C1=NC2=NC(=CN=C2C(=N1)N)SC,Inactive,0,,,-1.1
272,47201232,785142,CS(=O)(=O)N(CC(=O)N1CCOCC1)C2=CC=CC=C2,Inactive,0,,,-1.2
273,849232,651710,C1=CC=C(C=C1)CN2C=C(C=N2)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,0,,,-1.2
274,49671681,9118951,CN(C)C1=CC=CC(=C1)C(=O)NCCCN2C=CC3=CC=CC=C32,Inactive,0,,,-1.2
275,24837544,6407597,C1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(C=C2)Cl,Inactive,0,,,-1.3
276,865186,666436,COC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N4CCSCC4=N3,Inactive,0,,,-1.3
277,14743971,2457243,C1CC1C(=O)N2CC(=O)NC3=CC=CC=C32,Inactive,0,,,-1.3
278,14720984,783127,C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=CC=C(C=C4)Cl,Inactive,0,,,-1.3
279,26729997,2743046,C1COCCN1CC2=NC(=NO2)C3=C(C=CC=C3Cl)Cl,Inactive,0,,,-1.3
280,24793813,2985275,COC1=CC=CC=C1CNC(=O)C2CC3=CC=CC=C3C(=O)O2,Inactive,0,,,-1.3
281,24806531,723918,C1COCCN1CCC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,-1.3
282,47194936,3125257,CCC1(CC2=C(CO1)C(=NC(=C2C#N)SC)N3CCOCC3)C,Inactive,0,,,-1.3
283,24815115,4061336,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC(=CC(=C3)OC)OC,Inactive,0,,,-1.3
284,847265,649664,CC1=NN=C(S1)N(C2=CC=CC=C2)C(=O)C3=NC=CN=C3,Inactive,0,,,-1.3
285,4258735,973956,CS(=O)(=O)NC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)Cl,Inactive,0,,,-1.3
286,56315744,7799145,CN(CC(=O)NC1=CC=C(C=C1)F)C(=O)COC(=O)CC2=CC=CS2,Inactive,0,,,-1.3
287,24806242,741729,C1=CC2=CN=C(N2C=C1)C3=CC=C(C=C3)Cl,Inactive,0,,,-1.4
288,47202822,825312,CC1=CC=CC=C1NC(=O)C2=CN=CC=C2,Inactive,0,,,-1.4
289,49734177,16260149,C1CC(C2=CC=CC=C2C1)NS(=O)(=O)C3=CC(=C(C=C3)O)C(=O)O,Inactive,0,,,-1.4
290,49641119,1088395,COC1=C(C(=CC=C1)OC)C(=O)NC2=CC(=C(C=C2)NC(=O)C3=CC4=CC=CC=C4O3)OC,Inactive,0,,,-1.4
291,49644232,767452,CC1=C(C2=NC3=CC=CC=C3N2C(=C1)NC)C#N,Inactive,0,,,-1.4
292,26662050,910535,COC1=CC=C(C=C1)C2=CN=C3N2CCCCC3,Inactive,0,,,-1.4
293,26658486,2072948,C1=CC(=CN=C1)CNC2=NC=NC3=C2C=C(C=C3)Br,Inactive,0,,,-1.4
294,47203253,798146,CC(C)C1=CC=C(C=C1)OCC(=O)NC2=CC=NC=C2,Inactive,0,,,-1.4
295,26665259,327172,C1=CC=C(C(=C1)N)SC2=CC(=NN=C2Cl)Cl,Inactive,0,,,-1.4
296,849965,652475,CC1=C(C(=CC=C1)C)NC(=O)C2CC(=O)N(C2)C(C)C,Inactive,0,,,-1.5
297,49725701,753735,COC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)OCO3,Inactive,0,,,-1.5
298,17504186,3803661,C1CC2=CC=C(C3=CC=CC1=C23)N=CC4=C(C=CC(=C4)Br)O,Inactive,0,,,-1.5
299,49668527,20417785,CCOC1=CC=C(C=C1)NC(=O)CC(CC2=CC=C(C=C2)Cl)C(=O)O,Inactive,0,,,-1.5
300,56321084,2855194,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=CC=C4)C5=CC=CS5)OC.Br,Inactive,0,,,-1.5
301,17386899,1006296,COC1=CC=CC=C1NC(=O)C2=C(C3=C(C=C(N=C3S2)CC4=CC=CC=C4)C(F)(F)F)N,Inactive,0,,,-1.5
302,26661510,940009,CCC(CC)C1=NC2=CC=CC=C2N1CC=C,Inactive,0,,,-1.5
303,7970900,4550499,COC1=CC=CC(=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,0,,,-1.5
304,14725925,9549579,COC1=CC=CC(=C1)C2=NC=C3N2C=CC=C3.C(=O)(C(=O)O)O,Inactive,0,,,-1.5
305,49671846,2467688,CN(CC1=CC=C(C=C1)SC)CC(=O)NCCC2=CC=CC=C2,Inactive,0,,,-1.6
306,49672679,4877671,C1CCC(C1)C(=O)NC2CCCC3=CC=CC=C23,Inactive,0,,,-1.6
307,49645183,3117115,CN1C2=C(C(=O)NC1=O)N3CC(CN(C3=N2)C4=CC(=CC=C4)OC)O,Inactive,0,,,-1.6
308,17412696,1355692,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC(=C(S3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,-1.6
309,49643274,863777,C1CN(CC2=CC=CC=C21)S(=O)(=O)C3=CC=CC=C3F,Inactive,0,,,-1.6
310,17509154,1102016,C1CC2=CC=CC=C2N(C1)C(=O)C3=NN4C(=CC(=NC4=C3Br)C5=CC=CS5)C(F)(F)F,Inactive,0,,,-1.6
311,14735899,2896492,CC1=CC(=NN1CC(CN2C(=C(C3=CC=CC=C32)C)C)O)C.C(=O)(C(=O)O)O,Inactive,0,,,-1.6
312,7975317,3129893,CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSC2=NC(=CC(=N2)C)C,Inactive,0,,,-1.6
313,17507392,12004690,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=C(C=C4)F)C5=CC=CS5)OC.Br,Inactive,0,,,-1.6
314,49641806,719355,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCCC3)CC=C,Inactive,0,,,-1.7
315,57256833,9318797,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)N3CCC3,Inactive,0,,,-1.7
316,14737902,5046601,CCC(C)NC(=O)C1=CC2=C(S1)N=C3C=C(C=CC3=C2)OC,Inactive,0,,,-1.7
317,14731974,9550196,CCCCN(C)C(=O)C1=CC2=C(S1)N=C3C=C(C=CC3=C2)OC,Inactive,0,,,-1.7
318,24811169,16193282,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Br,Inactive,0,,,-1.7
319,26662170,748516,COC1=C(C=CC(=C1)SC)C(=O)NCCN2CCOCC2,Inactive,0,,,-1.7
320,47200871,1131681,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC3=CC(=C(C=C3)OC)OC,Inactive,0,,,-1.8
321,4245111,3239618,CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSC2=NC3=CC=CC=C3N2,Inactive,0,,,-1.8
322,47199787,2977345,CCC(=O)NC1=CC=CC(=C1)C(=O)N(CC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,0,,,-1.8
323,26730724,2739179,CC1=CC=C(C=C1)C2=CN=CO2,Inactive,0,,,-1.8
324,49670707,9124218,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C,Inactive,0,,,-1.8
325,24780429,865023,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCOCC4)N,Inactive,0,,,-1.8
326,4250708,3244478,CCOC(=O)C1=C(N(N=C1)CCOC(=O)C(C)(C)C)NC(=O)C(C)(C)C,Inactive,0,,,-1.8
327,842539,644809,CCCCCOC1=CC=C(C=C1)C(=O)NC(C(C)C)C(=O)O,Inactive,0,,,-1.9
328,26662955,1625788,CC(C)CC1=NN=C(S1)NC(=O)CCC(=O)NC2=CC3=C(C=C2)C=NN3,Inactive,0,,,-1.9
329,26662672,16682296,CC1=C2C3=C(C(=NC(=C3)C)C)SC2=C(C=C1)C.Cl,Inactive,0,,,-1.9
330,22403279,1364876,C1CN(CCN1CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)C4=CC=CC=C4,Inactive,0,,,-1.9
331,49665480,1089402,CC1=CC=CC=C1NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NC3=CC=CC(=C3)C(=O)O)Cl,Inactive,0,,,-1.9
332,4244506,3239089,CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NCCN4CCOCC4,Inactive,0,,,-1.9
333,47199378,6470804,CCC1=NN=C(S1)NC(=O)CN2CCN(CC2)CC3=CC=CC=C3Cl,Inactive,0,,,-1.9
334,26659742,900121,CC1=NC(=C(N1C2=CC=C(C=C2)OC)C(=O)C3=CC=CC=C3)N,Inactive,0,,,-1.9
335,26669598,1328093,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)S(=O)(=O)C3=CC=C(C=C3)C(=O)NCC4=CC=CO4,Inactive,0,,,-1.9
336,49667518,3802489,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC=CS3)OC)OC,Inactive,0,,,-1.9
337,49726345,5728957,C1=CC(=CC(=C1)Br)/C=C/C2=NC(=NC=C2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,-2
338,87349644,16682457,CCOC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2C(=O)CN4CCN(CC4)C)OCC)OCC)OCC.Cl,Inactive,0,,,-2
339,24791290,833469,CCN(C1=CC=CC=C1)C(=O)C2=CC(=C(C=C2)C)Br,Inactive,0,,,-2
340,26728598,2805449,CC1=C(SC(=N1)C)C2=NN(C=C2)C(=O)NC(C)C,Inactive,0,,,-2
341,4261152,978064,CC1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,-2
342,17515329,4089354,CC1(CC2=C(C(N1)(C)C)SC(=C2C(=O)OC)NC(=O)C3=CC=CC=C3[N+](=O)[O-])C,Inactive,0,,,-2
343,47203115,1087370,C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)Br,Inactive,0,,,-2
344,50086661,651710,C1=CC=C(C=C1)CN2C=C(C=N2)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,0,,,-2
345,49643466,2759058,C1=CC=C2C(=C1)N=C(N2CCOC3=CC=C(C=C3)F)N,Inactive,0,,,-2
346,49678528,3219341,CC(C)CCN(C(C1=CC=C(C=C1)F)C(=O)NC2CCCC2)C(=O)C3=CSN=N3,Inactive,0,,,-2
347,49642511,560967,C1C(=O)NC(=O)CN1CC2=CC=CC=C2,Inactive,0,,,-2.1
348,47201222,1076709,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O,Inactive,0,,,-2.1
349,26728596,2805459,CC1=C(C=NN1C2=C(C=C(C=C2Cl)Cl)Cl)C(=O)C,Inactive,0,,,-2.1
350,4264953,969139,CC1=C(C(=CC=C1)C)OCC(=O)N2C(=CC(=N2)C)C,Inactive,0,,,-2.1
351,49717362,20967567,CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,,,-2.1
352,850570,653096,COCCN(C1=NN=C(S1)C2=CN=CC=C2)C(=O)C3=CC=CC=C3,Inactive,0,,,-2.2
353,47198726,2987393,CC1=CC(=C(C=C1)NC(=O)CCC2=CC=C(O2)C)Br,Inactive,0,,,-2.2
354,26661096,3690229,CCOCCN1C2=CC=CC=C2N=C1C3=CC=CC=C3,Inactive,0,,,-2.2
355,49668457,2252316,CCCCCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=NC(=N2)OC)OC,Inactive,0,,,-2.2
356,49644540,1355812,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O)S(=O)(=O)NC3=CC=CC=C3,Inactive,0,,,-2.2
357,22415560,2296484,CC1=C(C(=CC=C1)C(C)(C)C)OCCOCCN2CCCC2,Inactive,0,,,-2.2
358,4258627,1247173,CC1=CC=C(O1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3,Inactive,0,,,-2.2
359,14737891,4134503,CN1C=C(C2=CC=CC=C21)CC(=O)NCCCN3CCCC3,Inactive,0,,,-2.3
360,56319632,24980877,COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC)N4CCCC4,Inactive,0,,,-2.3
361,24799817,16191487,CCCOC1CCCN(C1)CC2=NC(=NO2)C3=NC=CN=C3,Inactive,0,,,-2.3
362,26661509,940002,CC1=NC2=CC=CC=C2N1CC3=CC=CC=C3OC,Inactive,0,,,-2.3
363,49671114,3716796,C1CCC(C1)(CC(=O)NC2=CC=C(C=C2)C(F)(F)F)CC(=O)O,Inactive,0,,,-2.3
364,49642496,1132849,C1CCN(CC1)C(=O)CN2N=C(N=N2)C3=CC=C(C=C3)N,Inactive,0,,,-2.3
365,47202795,2280575,COC1=CC=C(C=C1)N(CC(=O)NCCSCC2=CC(=CC=C2)Cl)S(=O)(=O)C,Inactive,0,,,-2.3
366,4262628,135414699,CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSC2=NC(=CC(=O)N2)C,Inactive,0,,,-2.4
367,26667970,654644,C1=COC(=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=C(C=C5)F,Inactive,0,,,-2.4
368,857104,658462,CC1(CC2=C(CS1)C(=NC(=C2C#N)SCC(=O)C3=CC=CC=C3)N4CCOCC4)C,Inactive,0,,,-2.4
369,49720673,20887348,CC1=NN(C(=O)C2=CC3=CC=CC=C3N12)CC(=O)NCCC4=CC=CS4,Inactive,0,,,-2.4
370,24819377,1477531,CC1=CC=C(C=C1)CSC2=NC3=CC=CC=C3C4=NC(=O)CN42,Inactive,0,,,-2.5
371,26665804,135444809,C1CSCCN1C(=O)C2=NNC(=C2)[N+](=O)[O-],Inactive,0,,,-2.5
372,24786538,1564898,CC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,-2.5
373,14734983,892559,C1=CC=C(C=C1)CCNC2=C(N=C(O2)C3=CC=CC=C3F)C#N,Inactive,0,,,-2.5
374,49645322,2881553,COC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)OC,Inactive,0,,,-2.5
375,859971,6602716,CC1CC(NC2=C(C=CC=C12)C)C.Cl,Inactive,0,,,-2.5
376,4255402,2966874,CCOC(=O)N1CCN(CC1)C(=O)C2=CC(=C(C=C2)C)S(=O)(=O)NC3=CC=CC=C3,Inactive,0,,,-2.6
