PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
32,17506753,1005277,CC1=CC(=C2C(=C(SC2=N1)C(=O)C3=CC=C(C=C3)OC)N)C4=CC=CS4,Inactive,14,,,13.5
33,22407889,2449024,COCCNC1=NN=C(S1)SCC(=O)C2=CNC3=CC=CC=C32,Inactive,13,,,13.3
34,24796851,972178,C1=CC2=C(C(=C1)SC3=C4C=CC=NC4=C(C=C3)[N+](=O)[O-])N=CC=C2,Inactive,13,,,12.9
35,24826351,2544769,CC1=CC=C(C=C1)C2=NC3=C(N=CC(=C3)Br)N=C2C4=CC=C(C=C4)C,Inactive,13,,,12.7
36,4241832,3236755,COC1=CC=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,12,,,12.4
37,89850519,2083967,CC1=C(SC=C1)/C=C/C2=CC3=C(C(C2)(C)C)SC(=C3C#N)NC(=O)CSC4=NNC(=N4)N,Inactive,12,,,12.3
38,14741020,1415522,CCN(CC)C(=O)C1=C(C2=C(S1)N=C(C=C2C3=CC=C(C=C3)Cl)C4=CC=CS4)N,Inactive,12,,,12.2
39,17431826,1347412,COC1=CC=C(C=C1)C2=C(N=C(S2)NC(=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,12,,,12
40,87346096,661834,C1=COC(=C1)C2=NC(=C(C=C2)C#N)SCC(=O)C3=CC=C(C=C3)Cl,Inactive,12,,,11.8
41,4264160,2131318,CC(C)N1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,12,,,11.8
42,24791475,2547336,C1=CC=C(C=C1)N2C=NN=C2SCC(=O)C3=CNC4=CC=CC=C43,Inactive,12,,,11.5
43,14740201,777010,CC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CC=CS3)N,Inactive,11,,,11.4
44,14744661,2488718,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)NC4=NC=CS4,Inactive,11,,,11.1
45,17511794,909722,C1=CC=C(C=C1)C2=NC3=NC(=C(N3N=C2)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,11,,,10.9
46,22409204,4880850,CCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)N=C1SCC(=O)C4=CNC5=CC=CC=C54,Inactive,11,,,10.5
47,24811169,16193282,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Br,Inactive,11,,,10.5
48,863985,665240,CCN1C2=NC3=CC=CC=C3N=C2C(=N1)C4=CC=CC=C4,Inactive,10,,,10.3
49,14742141,1272770,CC(C)(C)C(=O)C1=C(C2=C(S1)N=C(C=C2C(F)(F)F)C3=CC=CS3)N,Inactive,9,,,9.4
50,24784036,5741119,CN1C2=CC=CC=C2N=C(C1=O)/C=C/C3=CC=C(C=C3)F,Inactive,9,,,9.2
51,4251511,808421,CCN1C2=CC=CC=C2C3=NC4=CC(=C(C=C4N=C31)OC)OC,Inactive,9,,,8.7
52,4255109,873559,CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,9,,,8.7
53,22407819,135505898,C1CC1N=C2NN=C(CS2)C3=CNC4=CC=CC=C43,Inactive,9,,,8.7
54,26665235,135452472,C1=CC2=C(NC(=C2C=C1)O)N=C3N=C4C=CC=CC4=N3,Inactive,9,,,8.6
55,56321084,2855194,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=CC=C4)C5=CC=CS5)OC.Br,Inactive,9,,,8.6
56,26725718,4859726,CC1=C2COC(CC2=C3C4=C(C(=O)N(C(=N4)NCCN)C5=CC(=CC=C5)Cl)SC3=N1)(C)C,Inactive,9,,,8.5
57,17412278,2855194,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=CC=C4)C5=CC=CS5)OC.Br,Inactive,9,,,8.5
58,17510139,3411561,COC(CNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4)OC,Inactive,8,,,8.2
59,14739720,135447244,C1=CC=C(C=C1)N2C3=CC=CC=C3N=C(C2=O)/C=C(/C4=CC=C(C=C4)F)\O,Inactive,8,,,7.9
60,49666794,2885134,CCOC1=CC2=C(C3=C(C=C(C=C3)NCC4=CC=C(C=C4)OC)N=C2C=C1)N,Inactive,8,,,7.6
61,26730730,2746257,CC1=CC(=NO1)C2=NN=C(N2C)SCC(=O)NC3=CC=CC=C3,Inactive,8,,,7.5
62,4265122,2881968,C1CC2=C3C(=NCC(CN3C4=C2C=C(C=C4)Cl)O)C1,Inactive,8,,,7.5
63,24798340,16190011,CSC1=CC=C(C=C1)C(=O)C2CCCN(C2)CCCN3C=CC=N3,Inactive,7,,,7.4
64,17507392,12004690,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=C(C=C4)F)C5=CC=CS5)OC.Br,Inactive,7,,,7.1
65,846289,648675,CC1=C2C=C(C(=NC2=C(C=C1)C)N3CCCC3)C#N,Inactive,7,,,6.9
66,49680256,4798059,CC1=CC(=C2C=C(C=CC2=N1)OC)NCC3=CC=C(C=C3)F,Inactive,7,,,6.6
67,47195395,709222,CC1=CC=C(C=C1)C(=O)NC2=C(C(=CS2)C3=CC=CC=C3)C(=O)O,Inactive,6,,,6.5
68,24805979,3104818,CCCCNC(=O)CN1C=NC(=N1)[N+](=O)[O-],Inactive,6,,,6.4
69,26666531,135399186,CCN1C(=O)C=C(N=C1SCC(=O)NC2=CC=C(C=C2)C)O,Inactive,6,,,6.3
70,49643033,1077179,CC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O,Inactive,6,,,6.2
71,49642875,1231480,CC1=C(C(=CC=C1)N(CC(=O)N2CCCCCC2)S(=O)(=O)C)C,Inactive,6,,,6.2
72,49646872,3084624,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,Inactive,6,,,6.1
73,17509154,1102016,C1CC2=CC=CC=C2N(C1)C(=O)C3=NN4C(=CC(=NC4=C3Br)C5=CC=CS5)C(F)(F)F,Inactive,6,,,6
74,26730724,2739179,CC1=CC=C(C=C1)C2=CN=CO2,Inactive,6,,,6
75,4258101,740407,COC1=CC=C(C=C1)C2=NC=C3N2C=CC=C3,Inactive,6,,,5.8
76,56323093,2338757,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=NC5=C(S4)CN(CC5)CC6=CC=CC=C6,Inactive,6,,,5.6
77,14731129,2243014,CC1=CC(=NN1C2=NC3=CC=CC=C3N=C2N4CCN(CC4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5)C,Inactive,6,,,5.6
78,87337218,2488718,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)NC4=NC=CS4,Inactive,6,,,5.5
79,7971247,3241267,COC1=CC(=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32)OC,Inactive,5,,,5.5
80,24790879,884225,CC1=C(C(=NC(=N1)C2=CC=C(C=C2)Cl)N)C(=O)C,Inactive,5,,,5.2
81,17512659,1972140,COC1=CC=C(C=C1)C2=C(C(=NC3=C2C(=C(S3)C(=O)C4=CC=CC=C4)N)N)C#N,Inactive,5,,,5.2
82,49646530,4325210,CCCN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SC)C4=CC=CC=C4,Inactive,5,,,5.1
83,17411137,3773226,C1=CC(=C(C(=C1)Cl)C(C2=C(C=C(C=N2)C(F)(F)F)Cl)C(=O)N)Cl,Inactive,5,,,5
84,862395,663620,CCOC(=O)C1=C(C2=C(S1)N=C(C3=C2CC(OC3)(C)C)C4=CC=CO4)N,Inactive,5,,,4.9
85,17515329,4089354,CC1(CC2=C(C(N1)(C)C)SC(=C2C(=O)OC)NC(=O)C3=CC=CC=C3[N+](=O)[O-])C,Inactive,5,,,4.9
86,47203253,798146,CC(C)C1=CC=C(C=C1)OCC(=O)NC2=CC=NC=C2,Inactive,5,,,4.9
87,14727015,3230322,CC(=O)C1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NCCC3=CC=CC=C3,Inactive,5,,,4.9
88,49728957,3204863,CC1=CC(=C(C=C1)C)N(CC(=O)NCC2=CC=C(C=C2)OC)C(=O)CCC(=O)NC3=CC=CC=N3,Inactive,5,,,4.8
89,17403641,3111143,CC1=NC2=C(C=C1)C3=C(S2)C(=C(C(=N3)N)C#N)C4=CC=C(C=C4)Br,Inactive,5,,,4.8
90,17408318,1135539,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCCC5=CC=CC=C54)N,Inactive,5,,,4.8
91,47203096,1105141,C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NC3=CC(=CC=C3)F)Cl,Inactive,5,,,4.8
92,49671886,723431,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,Inactive,5,,,4.8
93,49671726,9119311,CC(C)(C)C1=CC=C(C=C1)CN(C)CC(=O)N2CCC(CC2)C(=O)OC,Inactive,5,,,4.7
94,56319293,24686697,CN(CC(=O)NC1=CC(=CC=C1)F)C(=O)C2=C(N=CC=C2)SC3=CC=CC=C3Cl,Inactive,5,,,4.7
95,49647616,1561558,CCCSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC=C(C=C4)OC,Inactive,4,,,4.5
96,49647948,1840798,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC(=O)OCC)SC4=C3CCN(C4)C,Inactive,4,,,4.5
97,47194137,855851,C1=CC=C(C=C1)C2=NN(C(=N2)C3=CC=CC=C3)CC(=O)N,Inactive,5,,,4.5
98,26729871,2816031,CC1=NN(C(=C1)NC(=O)CSC2=NN=C(N2C)C3=CC=NC=C3)C4=CC=CC=C4,Inactive,4,,,4.4
99,49641806,719355,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCCC3)CC=C,Inactive,4,,,4.4
100,848583,651032,C1CN(CCC1C(=O)NC2=CC=CC=C2)C3=NC=CS3,Inactive,4,,,4.4
101,87347868,2044030,C1=CC=C(C=C1)CN2C(=CC3=NC4=CC=CC=C4N=C32)NS(=O)(=O)C5=CC=C(C=C5)Cl,Inactive,4,,,4.4
102,49676032,9204198,C1CN(CCN1C(=O)NCC2=CC(=CC=C2)Cl)S(=O)(=O)C3=CC=CC=C3F,Inactive,4,,,4.4
103,85302839,1442685,CC(C)C1=CC2=CC3=C(N=C2C=C1)SC(=C3N)C(=O)N4CCC5=CC=CC=C5C4,Inactive,4,,,4.4
104,47201222,1076709,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O,Inactive,4,,,4.3
105,4249202,3243186,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NCCN3C=CC4=CC=CC=C43,Inactive,4,,,4.3
106,47197265,23723481,CC1=CC=C(C=C1)OCCN(C)C(=O)C2=CC(=C(C=C2)OC3CCN(CC3)C(=O)C)OC,Inactive,4,,,4.2
107,17504186,3803661,C1CC2=CC=C(C3=CC=CC1=C23)N=CC4=C(C=CC(=C4)Br)O,Inactive,4,,,4.2
108,26666234,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Inactive,4,,,4.2
109,49646765,853396,CC1=CC=C(C=C1)C2=NN=C(O2)C3=CN=CC=C3,Inactive,4,,,4.2
110,56319973,16557597,C1CC1N(CC2=NN=C(O2)C3=CC=CC=C3Cl)C(=O)COC4=CC=CC=C4,Inactive,4,,,4.2
111,17416272,2216825,C=CCSC1=C(C(=CC(=N1)C2=CC3=C(C=C2)OCO3)C(F)(F)F)C#N,Inactive,4,,,4.1
112,7971920,3520063,COC1=CC(=CC(=C1)C(=O)NCCN2C=CC3=CC=CC=C32)OC,Inactive,4,,,4.1
113,49678518,3207011,CCCC(C(=O)NC(C)(C)CC)N(CC1CCCO1)C(=O)CNS(=O)(=O)C2=CC=C(C=C2)F,Inactive,4,,,4.1
114,26668977,649021,CC1CCN(CC1)C(C2=CC3=CC=CC(=C3NC2=O)C)C4=NN=NN4CC5=CC6=C(C=C5)OCO6,Inactive,4,,,4.1
115,24827098,2132539,CC1=CC=C(C=C1)C2=CSC3=C2C(=O)N4C(=N3)C5=CC=CC=C5C(=N4)NCCCN(C)C,Inactive,4,,,4.1
116,17386657,999432,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=CC=C5Cl)C,Inactive,4,,,4
117,860726,662002,C1OC2=C(O1)C=C(C=C2)CN3C(=NC4=NC5=CC=CC=C5N=C43)C6=CC=CS6,Inactive,4,,,4
118,4248020,5338423,COC1=CC=CC(=C1OC)/C=C/C2=CC=NC=C2.Cl,Inactive,4,,,3.9
119,844313,646633,CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=CO5)C(F)(F)F,Inactive,4,,,3.8
120,7973797,786537,C1=CC=C(C=C1)C(=O)NCS(=O)(=O)C2=CC=CC=C2,Inactive,4,,,3.8
121,47203900,2992241,CC1=CC2=C(C=C1)NC=C2CCNC(=O)C3CCCCC3,Inactive,4,,,3.7
122,24804160,1165093,CC1=C(C(=NN1C)C)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,Inactive,4,,,3.6
123,49670304,964708,CC1=NC2=C(C=CC=C2OCC3=CC=C(C=C3)Br)C=C1,Inactive,4,,,3.6
124,14732013,2947889,CC1CCC2=C(C1)SC3=C2C(=O)N4CCSC4=N3,Inactive,4,,,3.6
125,17386925,848994,CCOC1=NN=C(C2=C(N(N=C21)C3=CC(=CC=C3)Cl)C)C,Inactive,4,,,3.5
126,17387441,999279,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=CC=C5C)C,Inactive,3,,,3.5
127,17388077,2252798,C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NC4=NC=CS4)N,Inactive,4,,,3.5
128,14735899,2896492,CC1=CC(=NN1CC(CN2C(=C(C3=CC=CC=C32)C)C)O)C.C(=O)(C(=O)O)O,Inactive,3,,,3.5
129,7977591,2882239,C1C(C(=O)N(C1=O)CCC2=CC=CC=C2)NCCC3=CC=C(C=C3)S(=O)(=O)N,Inactive,4,,,3.5
130,47197379,23723547,CC(=O)NCCC(=O)N1CCCC(C1)N2CCN(CC2)C3=CC(=CC=C3)Cl,Inactive,3,,,3.3
131,87346305,658203,CCSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4CCCCC4,Inactive,3,,,3.3
132,17386666,1000253,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=C(C=C5)C,Inactive,3,,,3.3
133,49645414,17367431,COC1=C(C=C(C=C1)Br)CNCCC2=CC(=CC=C2)Cl.C(=O)(C(=O)O)O,Inactive,3,,,3.2
134,17410166,3841727,CCN1C(=NN=C1SCC2=CC=CC=C2)C3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)OC,Inactive,3,,,3.2
135,26729270,2816389,CCOC(=O)C1=C(N2C(=C(C=N2)C(=O)OCC)N=C1)N,Inactive,3,,,3.2
136,49646875,24747627,C1COCCN1CC(C2=CC=CC=C2)C(C3=CC=C(C=C3)Cl)O.Cl,Inactive,3,,,3.2
137,49717362,20967567,CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,3,,,3.2
138,49644936,3217973,CCCN1C2CCCC1CC(C2)NC(=O)C3=CC(=CC=C3)OC,Inactive,3,,,3.1
139,87348476,135402546,CC1=C(N=C(NC1=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C,Inactive,3,,,3.1
140,3712314,2555233,CC1=C(C=CO1)C2=NN=C(N2C)SCC(=O)C3=CNC4=CC=CC=C43,Inactive,3,,,3.1
141,14729693,3823685,CCOC1=C(C=C2C(=C1)N=C3C4=CC=CC=C4N(C3=N2)C)OCC,Inactive,3,,,3.1
142,49668010,1906837,CCOC(=O)C1CCN(CC1)CC(=O)C2=C(N(C3=C2C=C(C=C3)OC)C)C,Inactive,3,,,3.1
143,14727165,9549619,C1CCCN(CC1)C(C2=CC=CC(=C2)C#N)C3=NN=NN3C4CCCC4.Cl,Inactive,3,,,3.1
144,17432778,2172285,CC1=CC(=CC(=C1)N2C(=O)/C(=C/C3=CC=CN3C4=CC=CC=C4)/C(=O)NC2=O)C,Inactive,3,,,3.1
145,47201232,785142,CS(=O)(=O)N(CC(=O)N1CCOCC1)C2=CC=CC=C2,Inactive,3,,,3
146,26662278,3734537,CC1=C2C(C(C(CC2=NO1)(C)O)C(=O)C)C3=CC=C(C=C3)F,Inactive,3,,,3
147,14726016,9549582,COC1=C(C=C(C=C1)C2=NC=C3N2C=CC=C3)OC.C(=O)(C(=O)O)O,Inactive,3,,,3
148,7970900,4550499,COC1=CC=CC(=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,3,,,3
149,24816788,4549492,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,3,,,3
150,22415291,2922788,C1CCN(CC1)CCCCOC2=CC(=CC=C2)Br.C(=O)(C(=O)O)O,Inactive,3,,,2.9
151,49673356,16290133,CC(COC)NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCN2C=CC3=CC=CC=C32,Inactive,3,,,2.9
152,4263721,2951899,C1CC(OC1)C(=O)NC2=NN=C(S2)CCC3=CC=CC=C3,Inactive,3,,,2.9
153,49643466,2759058,C1=CC=C2C(=C1)N=C(N2CCOC3=CC=C(C=C3)F)N,Inactive,3,,,2.9
154,26661510,940009,CCC(CC)C1=NC2=CC=CC=C2N1CC=C,Inactive,3,,,2.8
155,49726977,3224946,CC1C(=O)N(C2=CC=CC=C2O1)CC(=O)NC3CCCC3,Inactive,3,,,2.8
156,26659742,900121,CC1=NC(=C(N1C2=CC=C(C=C2)OC)C(=O)C3=CC=CC=C3)N,Inactive,3,,,2.8
157,4248968,3242977,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC4=C(C=C3)OCO4,Inactive,3,,,2.8
158,47195333,851453,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)F,Inactive,3,,,2.8
159,4258735,973956,CS(=O)(=O)NC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)Cl,Inactive,3,,,2.8
160,87340715,3150078,CCN(CC1=CC=CC=C1)C(C2=CC3=C(C=C(C=C3)C)NC2=O)C4=NN=NN4CCOC,Inactive,3,,,2.7
161,14740651,135474140,COC1=CC=C(C=C1)/C(=C/C2=NC3=CC=CC=C3N(C2=O)C4=CC=CC=C4)/O,Inactive,3,,,2.7
162,4262819,698695,CCC1=NC(=NN1)SCC(=O)NCCC2=CC=CC=C2,Inactive,3,,,2.7
163,26728598,2805449,CC1=C(SC(=N1)C)C2=NN(C=C2)C(=O)NC(C)C,Inactive,3,,,2.6
164,49827867,2221574,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C(=O)O,Inactive,3,,,2.6
165,4255579,1992449,CCOC(=O)CC(=O)CSC1=NC=C(C(=N1)N)C(=O)OCC,Inactive,3,,,2.6
166,858861,660168,C1=CC(=CN=C1)CNS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Inactive,2,,,2.5
167,47203730,685828,CC1=CC(=NC(=N1)SCC2=CC=C(C=C2)Cl)C,Inactive,2,,,2.5
168,47201132,4024518,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CCC(=O)N3CCN(CC3)C4=CC=C(C=C4)F,Inactive,2,,,2.4
169,17386899,1006296,COC1=CC=CC=C1NC(=O)C2=C(C3=C(C=C(N=C3S2)CC4=CC=CC=C4)C(F)(F)F)N,Inactive,2,,,2.4
170,3711670,694179,CC1=NN(C2=C1C=C(S2)C(=O)N3CCCCC3)C4=CC=CC=C4,Inactive,2,,,2.4
171,14722816,1451680,CC1=CC=C(C=C1)S(=O)(=O)N2CCCN(CC2)C3=C(C=C4C=CC(=CC4=N3)C)C#N,Inactive,2,,,2.4
172,24816902,3267796,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,2,,,2.3
173,49668527,20417785,CCOC1=CC=C(C=C1)NC(=O)CC(CC2=CC=C(C=C2)Cl)C(=O)O,Inactive,2,,,2.3
174,17509927,1273880,COC(=O)CCSC1=CC(=CC2=C1C(=NN2C3=CC=CC=C3)C4OCCO4)[N+](=O)[O-],Inactive,2,,,2.3
175,24806531,723918,C1COCCN1CCC(=O)C2=CC=C(C=C2)Cl,Inactive,2,,,2.3
176,49736035,22581363,C1=CC(=CN=C1)C2=CSC(=N2)NC(=O)CCS(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,2,,,2.3
177,47196381,972797,C1CCCN(CC1)CC(=O)NC2=C(C=C(C=C2Cl)Cl)Cl,Inactive,2,,,2.3
178,847265,649664,CC1=NN=C(S1)N(C2=CC=CC=C2)C(=O)C3=NC=CN=C3,Inactive,2,,,2.3
179,17512168,1005240,COC1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)C#N)N)C4=CC=CS4,Inactive,2,,,2.3
180,4243028,3237808,C1COCCN1C2=C(C=C(S2)C(=O)O)C3=CC=CC=C3,Inactive,2,,,2.3
181,24815064,4200910,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C(C)OC3=CC=CC=C3,Inactive,2,,,2.2
182,47200319,17088130,CCN(C1=CC=CC=C1)C(=O)COC2=C(C(=CC(=N2)C)C)C#N,Inactive,2,,,2.2
183,47204050,3150581,CC1CCCC(C1)N2CCN(CC2)C(=O)C3=CC=CC=C3F,Inactive,2,,,2.2
