PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,103750200,439135,C1CN=C(N1)C2=CC3=C(C=C2)C=C(N3)C4=CC=C(C=C4)C5=CC6=C(N5)C=C(C=C6)C7=NCCN7,Inactive,,,Potential missing data,Inhibition,%,Not Active
2,103750201,5478796,C1CN=C(N1)C2=CC3=C(C=C2)C=C(N3)/C=C/C4=CC5=C(N4)C=C(C=C5)C6=NCCN6,Inactive,,,Potential missing data,Inhibition,%,Not Active
3,103750238,439143,C1CN=C(N1)C2=CC3=C(C=C2)C=C(N3)C4=CC5=C(C=C4)C=C(N5)C6=NCCN6,Inactive,,,Potential missing data,Inhibition,%,Not Active
4,103750239,435425,C1CN=C(N1)C2=CC3=C(C=C2)C=C(N3)C4=CC5=C(C=C4)C=C(N5)C6=CC7=C(C=C6)OC(=C7)C8=NCCN8,Inactive,,,Potential missing data,Inhibition,%,Not Active
