PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent Inhibition of substrate cleavage in the presence of 10 microM test compound
RESULT_UNIT,,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
455,4265204,2960025,CC(C)C1CC2=C(CO1)C=C(C(=O)N2)C(=O)O,Inactive,2,,,2.3
456,7977247,2909007,COC1=C(C=C(C=C1)C(=O)CC2(C3=CC=CC=C3N(C2=O)CC#C)O)OC,Inactive,2,,,2.3
457,855558,22162,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O.Cl,Inactive,2,,,2.3
458,22413073,15945671,C1=CC=C(C=C1)OCC2=CC=CC=C2CN.C(=C\C(=O)O)\C(=O)O,Inactive,2,,,2.3
459,24802024,3158538,CC(C(=O)C1=CC=CC=C1)OC(=O)C2=CC(=O)NC3=CC=CC=C32,Inactive,2,,,2.3
460,26664434,238053,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,Inactive,2,,,2.3
461,24795707,2936085,CCC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,2,,,2.3
462,11532981,6852392,CCCCC/C=C\C[C@@H](/C=C/C1=CC=CC(=N1)C[C@@H](CCCCO)O)O,Inactive,2,,,2.3
463,855959,105078,CCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Inactive,2,,,2.3
464,26659377,698299,CC1=CC(N(C2=CC=CC=C12)C(=O)C)(C)C,Inactive,2,,,2.3
465,24822783,16195303,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC3=C(C(=CC=C3)OC)OC2=O,Inactive,2,,,2.3
466,17506326,1333327,CC1=C(C(=CC=C1)C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,2,,,2.3
467,14741776,3698101,CC(C)CCC1(C(=O)NC(=O)NC1=O)CN2CCCC2=O,Inactive,2,,,2.3
468,14722426,54682948,CCOC(=O)C1=C(C2=C(CCCC2)NC1=O)O,Inactive,2,,,2.3
469,8139920,2723650,C1CNC(=S)N1,Inactive,2,,,2.3
470,4259195,2825094,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2)OC)OC,Inactive,2,,,2.3
471,26664332,14547,C1=CC=NC(=C1)NC2=CC=CC=N2,Inactive,2,,,2.3
472,24796234,2989016,CC(=O)CSC1=NC=NC2=C1C=NN2C3=CC=CC=C3,Inactive,2,,,2.3
473,24795503,888685,C1COC2=C(O1)C=CC(=C2)NC(=S)NC(=O)C3=CC=CC=C3F,Inactive,2,,,2.3
474,24795046,2965325,COC1=CC=C(C=C1)NC(=O)CC(C2=CC=CC=C2)C3=CC=CO3,Inactive,2,,,2.3
475,8139941,68014,C1=CC(=C(C=C1CC(=O)O)F)O,Inactive,2,,,2.3
476,857143,658492,CN1C2=C(C(=O)NC1=O)N(C(=N2)Br)CCCO,Inactive,2,,,2.3
477,26662313,7985030,C1CC[C@@]2(CCN(C[C@@H]2C1)C(=O)CC3=CC=CC4=CC=CC=C43)O,Inactive,2,,,2.2
478,24786682,5601436,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O/N=C(\C2=CC=NC=C2)/N,Inactive,2,,,2.2
479,7977227,98348,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,Inactive,2,,,2.2
480,855583,9066,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,Inactive,2,,,2.2
481,24783559,16188172,C1CC(CN(C1)CC2=CC=C(C=C2)OC3=NC=CC=N3)C(=O)C4=CC=C(C=C4)Cl,Inactive,2,,,2.2
482,855753,6081,CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl,Inactive,2,,,2.2
483,855846,158798,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.OP(=O)(O)O,Inactive,2,,,2.2
484,24786157,16188964,C1CC(CN(C1)C(=O)C2=CSC=C2)CCC(=O)NCC3=CC(=C(C=C3)F)F,Inactive,2,,,2.2
485,17505651,12004623,CC1=CC=C(C=C1)C(=O)[C@@H]2[C@H](N3[C@@H]([C@]24C5=CC=CC=C5NC4=O)C=CC6=C3C=CC(=C6)F)C(=O)C,Inactive,2,,,2.2
486,11533020,6852402,CC[C@H](CO)NCCN[C@H](CC)CO.Cl,Inactive,2,,,2.2
487,17511860,707760,CCC1=CC(=O)OC2=CC3=C(C=C12)C(=CO3)C4=CC(=C(C=C4)OC)F,Inactive,2,,,2.2
488,11532922,135410029,C[N+]1=CC=CC=C1/C=N/O.[I-],Inactive,2,,,2.2
489,24795967,706914,CCN1CCN(CC1)C(=S)C2=CC=C(C=C2)OC,Inactive,2,,,2.2
490,24795643,888433,CCNC(=S)NC1=CC=C(C=C1)OC(F)(F)F,Inactive,2,,,2.2
491,855690,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Inactive,2,,,2.2
492,24785181,16188711,CC(C)CCN1CCN(CC1CCO)CC2=CC=C(C=C2)SC,Inactive,2,,,2.2
493,7973258,872314,CN1C2=C(C=C(C=C2)CC(=O)O)C3=C1C=CC(=C3)CC(=O)O,Inactive,2,,,2.2
494,4260530,2964782,CN1CC2CCCC3(C1)C2=NC4(CCCCC4)NC3=O,Inactive,2,,,2.2
495,24785967,9554495,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)/N=C/C5=CC=C(O5)C6=CC=C(C=C6)[N+](=O)[O-],Inactive,2,,,2.1
496,17513601,1185774,CC1=CC(=CC=C1)OC2=COC3=C(C2=O)C=CC(=C3)OC(=O)C4=CC(=CN=C4)Br,Inactive,2,,,2.1
497,17403151,5332432,CC1=C2C(=C3C(=N1)CC(CC3=O)(C)C)C4=CC=CC=C4N2,Inactive,2,,,2.1
498,24840989,5389991,CC1=CC(=CC2=C1NC(=O)[C@]23[C@H]4[C@@H]([C@H]5N3CCC5)C(=O)N(C4=O)CC6=CC=CC=C6)Cl,Inactive,2,,,2.1
499,24804867,3156523,CCOC(=O)C1=C(OC2=C(C1C3=CC(=C(C=C3)F)F)OC(=CC2=O)CO)N,Inactive,2,,,2.1
500,24790714,2263521,CC1=CC=C(C=C1)C\2=NOC(=O)/C2=C\C=C\C3=CC=CC=C3,Inactive,2,,,2.1
501,17432504,2173495,CC(=O)NC1=CC=CC=C1C(=O)C(=O)NC2=CC=CC=C2,Inactive,2,,,2.1
502,11532903,8369,CC1=C(C(=O)C=CO1)O,Inactive,2,,,2.1
503,862008,663239,CC1(C2(CCC1(CC2=O)C(=O)N(CCC#N)CCC#N)C)C,Inactive,2,,,2.1
504,14728134,3382274,CC(C)CC(C(=O)NC(CCC(=O)OCC1=CC=CC=C1)C(=O)N)NC(=O)C(C(C)C)NC(=O)OC(C)(C)C,Inactive,2,,,2.1
505,3714451,2325032,C1C2=CC=CC=C2C3=NC(=O)C4=C(N31)C5=CC=CC=C5O4,Inactive,2,,,2.1
506,14724485,9549492,C[N+]12CCCCC1C(CCC2)COC(=O)C3=CC4=C(C=C3)OCO4.[I-],Inactive,2,,,2.1
507,14723136,2957802,C=CC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CC=C3)SC1)C(=O)O,Inactive,2,,,2.1
508,855621,6100,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,2,,,2.1
509,4255980,2224061,CC12CN3CC(C1=O)(CN(C2)C34CCCCC4)C5=CC=CC=C5,Inactive,2,,,2.1
510,8139937,2733208,COC(=O)[C@H](CS)N.Cl,Inactive,2,,,2.1
511,26661198,9660909,CCOC1=CC2=C(N=C(N=C2C=C1)N/C(=N/S(=O)(=O)C)/N)C,Inactive,2,,,2.1
512,24801653,2886038,CC(C)OC1=CC=C(C=C1)C2CC(=O)N(C2=O)C3=CC=C(C=C3)C(=O)O,Inactive,2,,,2.1
513,14730382,9550038,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)NC3CCS(=O)(=O)C3,Inactive,2,,,2.1
514,855803,5754,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,Inactive,2,,,2.1
515,11532920,5879,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Inactive,2,,,2
516,24812895,16193822,CN1C=C(C2=CC=CC=C21)/C=C(/C(=O)NCCCO)\NC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,2,,,2
517,22416380,853026,CCC1=CC(=O)OC2=C1C=CC(=C2)OCC=C(C)C,Inactive,2,,,2
518,14724304,679749,CN1C2=CC=CC=C2N=C1C3=CC4=C(C=C(C=C4)OC)OC3=O,Inactive,2,,,2
519,24796216,2988678,C1CC1C2=NN(C(C2)(C(F)(F)F)O)C(=O)C3=CN=CC=C3,Inactive,2,,,2
520,11532949,5311281,C[C@@H]1CCC[C@H](/C=C/C(=O)O[C@]23[C@@H](/C=C/C1)[C@@H](C(=C)[C@H]([C@H]2[C@@H](NC3=O)CC4=CC=CC=C4)C)O)O,Inactive,2,,,2
521,26658980,11901242,CC(=O)C1=C(C[C@@H]2[C@H]1C2(C)C)NC(=O)C3=CC=C(C=C3)C(F)(F)F,Inactive,2,,,2
522,24795498,2936792,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(N(C2=S)CCC3=CC(=C(C=C3)OC)OC)CC(=O)N,Inactive,2,,,2
523,24781864,1401068,CC1(CC2=C(C(C3=C(N2C)CC(CC3=O)(C)C)C4=CC=C(C=C4)OC)C(=O)C1)C,Inactive,2,,,2
524,4245293,998899,C1CC2=C(C(=O)OC3=C2C=C(C=C3)O)N(C1)C(=O)CN4CCN(CC4)CC5=CC=CC=C5,Inactive,2,,,2
525,855517,441307,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,Inactive,2,,,2
526,24786676,135426230,CC1=CC=C(C=C1)C2CC(=C(C(=O)C2)C=NCCN3CCN(CC3)CC(=O)NC4=CC(=CC(=C4)C)C)O,Inactive,2,,,2
527,14744150,2438895,C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,2,,,2
528,14743258,306804,CC(=O)N1C(OC(=O)C2=CC=CC=C21)C3=CC=C(C=C3)OC(=O)C,Inactive,2,,,2
529,7969274,4536409,C1CCC2(C1)CC3=CC=CC=C3C4N2C(=O)C(C4)O,Inactive,2,,,2
530,26671093,9660639,CC(=O)OC1=CC2=C(C=C1)OC=C(C2=O)/C=N/C3=CC(=O)NC(=S)N3,Inactive,2,,,2
531,855751,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Inactive,2,,,2
532,26658456,2936778,CC1=CC2=C(C(=C(C(=O)O2)CC3=CC=CC=C3)C)C(=C1)OC(C4=CC=CC=C4)C(=O)O,Inactive,2,,,2
533,26664287,228580,C[C@H]1CC[C@]2([C@H](C1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)C,Inactive,2,,,2
534,24786179,16188982,COC1CCN(CC1)CC2=CN(N=C2C3=CC4=CC=CC=C4O3)CC5=CC=CC=C5,Inactive,2,,,2
535,14732703,3519859,CC1(CC(=O)C2=C(O1)C=CC(=C2)O)C,Inactive,2,,,2
536,7975373,33925,CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2,Inactive,2,,,2
537,24804613,16192675,C[N+](C)(C)CCC1=CC(=C(C=C1/C=C\C2=CC(=C(C=C2)OC)OC)OC)OC.[I-],Inactive,2,,,2
538,856018,11683,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Inactive,2,,,2
539,24803869,1382010,CN1C=C(C2=C1C=C(C=C2)OC)C=O,Inactive,2,,,1.9
540,14742771,6048,C1CN=C(N1)CC2=CC=CC=C2.Cl,Inactive,2,,,1.9
541,14741953,1914729,CC(=O)C1=CC=C(S1)CCCCCCCCCC(=O)O,Inactive,2,,,1.9
542,865889,667147,C1CC2=CC3=C(C=C2C1)OC(=O)C=C3CN4C=CN=C4,Inactive,2,,,1.9
543,24804710,3156210,COC1=CC=CC=C1C2C(=C(OC3=C2OC(=CC3=O)CO)N)C#N,Inactive,2,,,1.9
544,24785277,16188776,COC1=C(C=C(C=C1)CN2CCCC(C2)C(=O)C3=CC=C(C=C3)Cl)CN4C=CC=N4,Inactive,2,,,1.9
545,3713063,2998263,C1CC(OC1)COC(=O)CCCC(=O)OCC2CCCO2,Inactive,2,,,1.9
546,855907,102484,C1=CC(=CC=C1C(CN)O)O.Cl,Inactive,2,,,1.9
547,26667393,78765,COC1=C(C(=C(C(=C1)C(=O)OC)[N+](=O)[O-])OC)OC,Inactive,2,,,1.9
548,26666138,16682488,COC1=CC=C(C=C1)C(=O)[C@H]2[C@@H]3[C@H](C4N2N=CC=C4)C(=O)N(C3=O)C5=CC=CC=C5,Inactive,2,,,1.9
549,24805476,809206,C1=COC(=C1)C(=O)NNC(=O)C2=CC=CS2,Inactive,2,,,1.9
550,24785176,16188706,CC(C1=NOC=C1)N(C)CC2=C(NN=C2)C3=C(C=C(C=C3)OC)OC,Inactive,2,,,1.9
551,22403127,6897005,CC1=CC(=C(N1C2=CC=C(C=C2)Br)C)/C=N/O,Inactive,2,,,1.9
552,11532901,736715,C1=C(NC=N1)/C=C/C(=O)O,Inactive,2,,,1.9
553,4248602,1263102,CC1=C(C(=O)OC2=C1C(=CC(=C2)OC)OC)Cl,Inactive,2,,,1.9
554,856007,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,2,,,1.9
555,26658496,2870390,CN1C=CN=C1C(C2=CC=CC=C2OC)O,Inactive,2,,,1.9
556,17414112,707859,CC1=CC2=C(C(=C(C(=O)O2)CC3=CC=CC=C3)C)C4=C1C(=CO4)C,Inactive,2,,,1.9
557,17412130,1926154,COC1=C(C(=CC(=C1)/C=C/C(=O)O)S(=O)(=O)NCCCO)OC,Inactive,2,,,1.9
558,856023,6603107,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O.Cl,Inactive,2,,,1.9
559,24841090,5389859,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C)C(=O)N2CCC(CC2)C(=O)N3CCC[C@H]3C(=O)O,Inactive,2,,,1.9
560,7973191,808206,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(O3)C(=O)OC)C,Inactive,2,,,1.9
561,855808,6420039,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,Inactive,2,,,1.9
562,17386216,3800367,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N,Inactive,2,,,1.9
563,14740965,4275885,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=C(C(=C(C=C3)OC)OC)OC)C(=O)N1,Inactive,2,,,1.9
564,4255982,2946789,CC1(C2(CCC1(CC2=O)C(=O)NCC3=CC4=C(C=C3)OCO4)C)C,Inactive,2,,,1.9
565,865815,65335,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,Inactive,2,,,1.9
566,855905,53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Inactive,2,,,1.9
567,855865,441344,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,Inactive,2,,,1.9
568,26663729,3333309,CC(C)C1(CCOC(C1)(C)C)CCNCC2=CC=C(C=C2)OC,Inactive,2,,,1.9
569,24790343,2884310,C1=CC=C(C=C1)NC(=S)NCCOCCOCCNC(=S)NC2=CC=CC=C2,Inactive,2,,,1.9
570,24787329,1819367,CCCCON1C(=C(C2=C1C=CC3=[N+](ON=C32)[O-])C(=O)C)C,Inactive,2,,,1.9
571,855528,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Inactive,2,,,1.9
572,14718853,23670524,CC/C(=C\C=C\[C@@H]1C=C[C@@H]2CCC[C@H]2[C@@H]1C(=O)C3=CC=CN3)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)[O-])C.[Na+],Inactive,2,,,1.9
573,11532957,2761171,CCC1=NC=CC(=C1)C(=S)N,Inactive,2,,,1.9
574,24798174,5505366,CCC1=CC2=C(C=C1O)OC(=C(C2=O)C3=NC(=CS3)C)CCCC(=O)O,Inactive,2,,,1.9
575,24785253,16188765,CC(C)CC1C2=C(CCN1C(=O)CCC(=O)N(C)C)C3=CC=CC=C3N2,Inactive,2,,,1.9
576,22416060,587311,CC1(C(OC(=O)C(C1=O)(C)C)C(=O)C2=CC=C(C=C2)Cl)C,Inactive,2,,,1.9
577,24808069,708717,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)O2,Inactive,2,,,1.8
578,24786181,16188984,CC(CCC=C(C)C)CN1CCC(CC1)N2CCC(CC2)C(=O)N3CCCC3,Inactive,2,,,1.8
579,14719118,1203360,CC(C)OC(=O)CC12CN3CC(C1=O)(CN(C2)C3)CC(=O)OC(C)C,Inactive,2,,,1.8
580,3711893,854259,CC(C)(C)N1C(=O)C2=C(CCC2)NC1=O,Inactive,2,,,1.8
581,855922,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Inactive,2,,,1.8
582,14745981,4088302,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NCCOC(=O)C3=CC=C(C=C3)F,Inactive,2,,,1.8
583,8139875,938,C1=CC(=CN=C1)C(=O)O,Inactive,2,,,1.8
584,855540,5328770,C1=CC=C(C=C1)CCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inactive,2,,,1.8
585,17513437,5905056,C1COC2=C(C=C(C=C2)/C=C/C(=O)C3=C(C4=CC=CC=C4C=C3)O)OC1,Inactive,2,,,1.8
586,26665702,1982794,CCNC(=S)N(C)CCC1=CC2=C(C(=C1C=C3C(=O)N(C(=O)N(C3=O)C)C)OC)OCO2,Inactive,2,,,1.8
587,865168,666418,CCCC1=NC=CC(=C1)C(=S)N,Inactive,2,,,1.8
588,855812,5763,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,2,,,1.8
589,26658706,6881178,CC(=CCC(C)(C)/C=N/NC(=O)N)C,Inactive,2,,,1.8
590,14724461,3107510,CC1(CC2=C(C(NC3=C2C4=CC=CC=C4C=C3)C5=CC=CO5)C(=O)C1)C,Inactive,2,,,1.8
591,26669124,652064,CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC(=C(C=C3)O)OC)CC4=CN=CC=C4)O,Inactive,2,,,1.8
592,24790458,2272096,COCCNC(=O)CSC1=CC=C(C=C1)Cl,Inactive,2,,,1.8
593,24786680,1371626,C1=CC(=CC(=C1)Br)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CN=CC=C3,Inactive,2,,,1.8
594,859051,2929829,C1COCCN1CCOC(=O)COC2=CC=C(C=C2)F.Cl,Inactive,2,,,1.8
595,24803593,2291128,COC1=C(C=C(C=C1)CCNC(=O)C(=O)NC2=CC3=C(C=C2)OCO3)OC,Inactive,2,,,1.8
596,24803523,1362254,C1=CC=C(C=C1)/C=C(\C(=O)NC2=CC=CC(=C2)C(=O)O)/NC(=O)C3=CC=CC=C3,Inactive,2,,,1.8
597,24801381,3063181,CC(C)NC(C)C(=O)C1=CC2=CC=CC=C2C=C1,Inactive,2,,,1.8
598,14726800,854225,C1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3O2)N,Inactive,2,,,1.8
599,7975906,3858898,CC1=C(C=C(C=C1)NCC2=CC(=C(C(=C2)OC)OC)OC)C,Inactive,2,,,1.8
600,24786672,681236,C1=CC=C(C(=C1)NC(=S)NC2=CC=C(C=C2)F)Cl,Inactive,2,,,1.8
601,22415807,842067,CC1=CC=C(O1)C2=NC3=CC=CC=C3C(=C2)C(=O)OC,Inactive,2,,,1.8
602,22400883,998883,C1CC(=C2C(=O)N(CC(=O)N2C1)CCC3=CC=CC=C3)C4=CC(=O)C=CC4=O,Inactive,2,,,1.8
603,22415359,2923728,C1CCN(CC1)CCCOC2=C(C=C(C=C2)Cl)Br.C(=O)(C(=O)O)O,Inactive,2,,,1.8
604,14722069,3156585,COC1=CC=C(C=C1)N2C(=O)C3CCCN3C2=O,Inactive,2,,,1.8
605,8139965,936,C1=CC(=CN=C1)C(=O)N,Inactive,2,,,1.8
606,4248087,3242207,CC1=CC(=O)C2=C(O1)C=CC(=C2O)O,Inactive,2,,,1.8
607,855616,657227,CN1C(=O)C2=C(N=C(N2)Cl)N(C1=O)C(=O)[O-].CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,2,,,1.8
608,24806995,16192811,CN1CC2=CC(=C(C=C2C3(C1)CCCCC3)OC)OC.Cl,Inactive,2,,,1.7
609,49718189,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Inactive,2,,,1.7
610,24795502,2133315,CN1C(=NN=C1SCC(=O)C2=CC=CC=C2)C3=CC=NC=C3,Inactive,2,,,1.7
611,855704,16623,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,Inactive,2,,,1.7
612,24808193,2832763,C[N+]1(CCCCC1)C2CCC3CCCC2C3O.[I-],Inactive,2,,,1.7
613,858822,660129,COC1=CC=C(C=C1)N2C(=O)[C@@H]3CC4=CC=CC=C4CN3C2=O,Inactive,2,,,1.7
614,855852,19529,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,Inactive,2,,,1.7
615,7975444,2857416,COC1=C(C=C(C=C1)CN2CC3CC(C2)C4=CC=CC(=O)N4C3)OC,Inactive,2,,,1.7
616,26662100,1872787,CCOC1=CC2=C(C=C1)NC3=C2N=CN(C3=O)CCC4=CC=C(C=C4)OC,Inactive,2,,,1.7
617,24787322,2268693,CC(C)CC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])NC(=O)CC(C)C,Inactive,2,,,1.7
618,11532923,6852385,C[N+]1(CCOC(C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)C4(C[N+](CCO4)(C)C)O)O)C.[Br-],Inactive,2,,,1.7
619,24801430,2790070,CC1=CC2=C(C=C1)N=CN=C2NCCCCCC(=O)O.Cl,Inactive,2,,,1.7
620,855725,657272,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O,Inactive,2,,,1.7
621,24811236,2827527,CC1=CC2=C(C=C1)N(C(=S)C=C2)C,Inactive,2,,,1.7
622,24795909,2985238,COC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)OC)Br)[N+](=O)[O-],Inactive,2,,,1.7
623,7973343,904602,CC(C)C12CN3CC(C1O)(CN(C2)C3C4=CC=CC=C4)C(C)C,Inactive,2,,,1.7
624,855946,5790,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,Inactive,2,,,1.7
625,846775,649168,C1CCN(CC1)C(=O)C2(CCOCC2)C3=CC=CC=C3,Inactive,2,,,1.7
626,17510019,5714141,COC1=C(C=C(C=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C=C3)OC)OC)/CC2)OC,Inactive,2,,,1.7
627,855983,8307,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-],Inactive,2,,,1.7
628,855961,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,2,,,1.7
629,11532935,65663,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inactive,2,,,1.7
630,26670177,2385968,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(C=C2)C(=O)O,Inactive,2,,,1.6
631,24780806,1357132,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C(=O)C)[N+](=O)[O-],Inactive,2,,,1.6
632,26669705,5310534,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)O)C3=CC=CC=C3,Inactive,2,,,1.6
633,26664214,719753,CC(C)C1=CC=C(C=C1)/C=C/C(=O)O,Inactive,2,,,1.6
634,24796045,1955890,COC1=CC2=C(C=C1)C(=CN2)CCNC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,2,,,1.6
635,855657,71414,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,Inactive,2,,,1.6
636,24829272,2082259,COCCN1C(=O)C2=CC=CC=C2N=C1SCCOC3=CC=CC=C3,Inactive,2,,,1.6
637,3712156,92980,C1CC(CNC1)C(=O)N,Inactive,2,,,1.6
638,858657,135449576,CC(C)O.C1CC(=NCCCCCC(=O)O)NC2=CC=CC=C21,Inactive,2,,,1.6
639,856010,6603122,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,Inactive,2,,,1.6
640,26660052,827887,C1=CC=C(C=C1)CN2C3=NC=NC(=C3C=N2)NC4=CC=CC=C4,Inactive,2,,,1.6
641,24797480,827160,COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)N,Inactive,2,,,1.6
642,24794209,1314399,CC(C)C1=CC=C(C=C1)NC(=O)CNS(=O)(=O)C2=CC=C(C=C2)F,Inactive,2,,,1.6
643,14728151,9549725,CO[C@H]1[C@@H]([C@@H](O[C@H]2[C@@H]1OC(OC2)C3=CC=CC=C3)OC)O,Inactive,2,,,1.6
644,7977147,2255695,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC(=C(C=C2)NCCCC(=O)O)C(=O)O,Inactive,2,,,1.6
645,855553,4649,C1=CC(=C(C=C1N)O)C(=O)O,Inactive,2,,,1.6
646,17511858,2920668,CC1=CC=C(C=C1)S(=O)(=O)NC(C2=CC=CC=C2)C(=O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C(F)(F)F,Inactive,2,,,1.6
647,14728434,5341704,CC1=CC=C(O1)C2=C(OC3=C2C=C(C=C3)Cl)CC/C(=N/O)/C,Inactive,2,,,1.6
648,859800,661102,C1CCC(CC1)NC(=O)NC2=C(NC3=CC=CC=C32)C(=O)O,Inactive,2,,,1.6
649,26659423,4562365,COC1=CC=C(C=C1)N2C(=O)C3C4CCCN4C(C3C2=O)C(=O)C5=CC=CC=C5,Inactive,2,,,1.6
650,14718837,4199311,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C=CC(=C5OC)OC)C(=O)O4)OC)OCO3,Inactive,2,,,1.6
651,4263431,978300,C1OC2=C(O1)C=C(C=C2)CNC(=O)CS(=O)(=O)CC3=CC=CC=C3,Inactive,2,,,1.6
