PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103394696,1269845,C1=CNC(=S)NC1=O,Inactive,,,Potential missing data,Activity,Not Active
2,103594953,96851,C1=NC(=C2C(=N1)N(C(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,,,Potential missing data,Activity,Not Active
3,104251690,2723698,C1=CC(=S)NC=C1,Inactive,,,Potential missing data,Activity,Not Active
4,124962879,2723621,C1=C(NC(=NC1=S)N)N,Inactive,,,Potential missing data,Activity,Not Active
5,124965508,2723889,C1=CNC=CC1=S,Inactive,,,Potential missing data,Activity,Not Active
6,124965595,14377198,C1=C(NC(=S)NC1=S)S,Inactive,,,Potential missing data,Activity,Not Active
7,124968194,1550489,C1=CNC(=S)N=C1,Inactive,,,Potential missing data,Activity,Not Active
