PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,124968195,11728391,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Toxic
2,124970839,135407853,C1=CN(C2=C1C(=O)NC=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Toxic
3,124976008,11326199,CN(CC1=CC=CC=C1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Toxic
4,124976121,135407175,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=C(C(=O)NC(=N3)N)NC2=O)O)O)O,Unspecified,,,Potential missing data,Activity,Toxic
