PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,134443883,688159,C1=CC(=CC=C1[C@H]([C@@H](CO)O)O)[N+](=O)[O-],Inactive,,,Potential missing data,Inhibition,%,Not Active
2,134447748,688160,C1=CC(=CC=C1[C@@H]([C@H](CO)O)O)[N+](=O)[O-],Inactive,,,Potential missing data,Inhibition,%,Not Active
3,134460778,688161,C1=CC(=CC=C1[C@H]([C@H](CO)O)O)[N+](=O)[O-],Active,,,Potential missing data,Inhibition,%,Active
4,134463102,688158,C1=CC(=CC=C1[C@@H]([C@@H](CO)O)O)[N+](=O)[O-],Inactive,,,Potential missing data,Inhibition,%,Not Active
