PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,482046781,134600684,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,Unspecified,,,Potential missing data,Inhibition,%,NA
2,482047736,145766764,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)(C3=CC=C(C=C3)Br)O,Unspecified,,,Potential missing data,Inhibition,%,NA
3,482051042,134600422,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)(C3=CC=C(C=C3)F)O,Unspecified,,,Potential missing data,Inhibition,%,NA
4,482063421,168280940,CCC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,Unspecified,,,Potential missing data,Inhibition,%,NA
5,482082950,168294904,CC(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,Unspecified,,,Potential missing data,Inhibition,%,NA
