PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
34,17431582,11979286,CCN(CCCCCN(C)C)CC1=CC2=CC=CC=C2O1.Cl,Inactive,9,,,8.8
35,24822783,16195303,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC3=C(C(=CC=C3)OC)OC2=O,Inactive,9,,,8.8
36,860093,135456879,C1=CC=C(C=C1)CC2=NC3=C(C(=O)N2)OC4=CC=CC=C43,Inactive,9,,,8.7
37,855877,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,Inactive,9,,,8.7
38,855644,23677833,CCCN(CCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC=CC=C1.[Na+],Inactive,9,,,8.6
39,22403166,5450504,CC1=C(C(=NN1)C)CCC(=O)N/N=C\C2=C(C(=C(C=C2)OC)OC)OC,Inactive,9,,,8.6
40,24796091,2986704,C1CCN(CC1)C(=O)C2=CC3=C(O2)C=CC(=C3)Br,Inactive,9,,,8.5
41,24781233,16187446,C1CN(C(CN1CC2=NC(=CS2)C3=CC=CC=C3)CCO)CC4=CC=C(C=C4)F,Inactive,9,,,8.5
42,855977,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Inactive,8,,,8.5
43,4262166,455107,C1CN2C(=O)C3=CC=CC=C3C2(N1)C4=CC=CC=C4,Inactive,8,,,8.5
44,855751,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Inactive,8,,,8.4
45,24819318,3916547,CC1=CC2=C(C=C1)N(C3C2CN(CC3)C)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[N+](=O)[O-],Inactive,8,,,8.4
46,24795909,2985238,COC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)OC)Br)[N+](=O)[O-],Inactive,8,,,8.3
47,26663287,4024466,CC(C)OC1=CC=C(C=C1)C(CCNCC2=CC(=C(C=C2)OC)OC)C3=CC=C(C=C3)F,Inactive,8,,,8.2
48,24786178,16188981,CC(C)[C@H]1CN(CCN1CC2=CN(N=C2C3=CC(=CC=C3)Cl)C)C,Inactive,8,,,8.2
49,11532877,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,Inactive,8,,,8.1
50,855608,5284594,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,Inactive,8,,,8.1
51,855585,36605,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O.[Na+],Inactive,8,,,8.1
52,855967,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Inactive,8,,,8.1
53,855795,657306,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],Inactive,8,,,8
54,26670051,6284688,COC1=C(C=C(C=C1)/C=C/2\CCN3C2=NC4=C(C3=O)C=CC(=C4)C(=O)O)OC,Inactive,8,,,8
55,864952,617614,CC1(CC2=NC3=CC=CC=C3C(=C2C(=O)C1)N)C,Inactive,8,,,7.9
56,26665695,16682457,CCOC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2C(=O)CN4CCN(CC4)C)OCC)OCC)OCC.Cl,Inactive,8,,,7.9
57,24787609,2200838,CCOC1=CC(=C(C=C1)C(=O)C(=O)C)OCC,Inactive,8,,,7.8
58,8139897,3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Inactive,8,,,7.7
59,11533019,66266,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,Inactive,8,,,7.6
60,14724940,95028,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=CC=CC=C3,Inactive,8,,,7.6
61,24786450,16189181,CN(C)C(=O)C1=C(N2C=C(C=CC2=N1)Cl)CNCC3=CN(N=C3)C4=CC(=CC=C4)OC,Inactive,8,,,7.5
62,4264206,709905,CC12CN3CC(C1O)(CN(C2)C3C4=CC=CS4)C,Inactive,8,,,7.5
63,24802319,1747852,C1=C(C=NC=C1O)C(=O)NCCCCCCC(=O)O,Inactive,7,,,7.5
64,24785966,1189154,COC1=C(C(=CC=C1)OC)C(=O)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-],Inactive,7,,,7.5
65,24787320,1184623,CC(C)OC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=CN=C2)Br,Inactive,7,,,7.4
66,24811236,2827527,CC1=CC2=C(C=C1)N(C(=S)C=C2)C,Inactive,7,,,7.4
67,855924,5311067,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,Inactive,7,,,7.4
68,11533030,71420,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,Inactive,7,,,7.3
69,4262144,592389,CC(=O)N1CC2(CC(C1)(CN(C2)C(=O)C)C)C,Inactive,7,,,7.3
70,7973258,872314,CN1C2=C(C=C(C=C2)CC(=O)O)C3=C1C=CC(=C3)CC(=O)O,Inactive,7,,,7.2
71,3712189,2360902,C1=CC=C(C=C1)OCCOC2=CC=CC=C2C(=O)O,Inactive,7,,,7.2
72,24808390,5726630,CCN1C(=NC2=CC=CC=C2C1=O)/C=C/C3=CC=CC=C3,Inactive,7,,,7.2
73,24840972,659821,C1[C@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NC4=CC(=CC=C4)OC5=C(C(=C(C(=C5F)F)F)F)F,Inactive,7,,,7.2
74,14730569,1916981,CC(C)CC1=C/C(=C/C2=CC=C(O2)C3=CC=CC=C3OC)/C(=O)O1,Inactive,7,,,7.1
75,17513649,16410920,CC1CC(=CC([C@@H]1/C=N/N2C(=O)C3=C(C4=C(N3)C=CC(=C4)OC)NC2=O)C)C,Inactive,7,,,7.1
76,17434122,700701,C1=CC2=C(C(=O)N=C2C=C1)C3=C(NC(=S)N3)O,Inactive,7,,,7
77,7973343,904602,CC(C)C12CN3CC(C1O)(CN(C2)C3C4=CC=CC=C4)C(C)C,Inactive,7,,,7
78,24807454,3141397,CC(C)C1=CC=C(C=C1)C2C(=C(C(=O)N2CC3=CN=CC=C3)O)C(=O)C,Inactive,7,,,7
79,17432846,622378,COC1=C(C=C2C(=C1)CCN=C2C3=CC=CC=C3)OC,Inactive,7,,,7
80,855931,5909,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl,Inactive,7,,,7
81,24784424,16188439,CN1C=C(C=N1)CCN(C)CC2=NC(=NO2)CC3CC3,Inactive,7,,,7
82,7978196,626866,COC1=CC(=C(C=C1)OC)C(=O)C2=COC3=C2C=C(C=C3)O,Inactive,7,,,7
83,4259195,2825094,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2)OC)OC,Inactive,7,,,6.9
84,24814763,231264,C(CC(=O)NCCO)C(=O)NCCO,Inactive,7,,,6.9
85,24784425,16188440,CN(CCC1=CC(=C(C=C1)OC)OC)CC2=NC(=NO2)CC3=CC(=C(C=C3)OC)OC,Inactive,7,,,6.9
86,14741850,907590,CC(C)(C)C1=COC2=C1C=C3C4=C(C=C(C=C4)OC)C(=O)OC3=C2,Inactive,7,,,6.9
87,4247706,6603415,CC1=CC=CC=C1N2C(=NC(=NC2(C)C)N)N.Cl,Inactive,7,,,6.8
88,24790715,878107,C1OC2=C(O1)C=C(C=C2)CNC(=O)/C=C/C3=CC=CO3,Inactive,7,,,6.8
89,8139942,5991,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,Inactive,7,,,6.8
90,11533014,5702273,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,Inactive,7,,,6.8
91,24825150,4092542,C1=CC=C2C(=C1)C(=O)NC3(N2)C4=C(C=CC(=C4)Br)NC3=O,Inactive,7,,,6.8
92,8139922,7389,C1=CC(=CC=C1N)[As](=O)(O)O,Inactive,7,,,6.8
93,7968415,3154648,CCOC(=O)C1C2C=CC3(C1C(=O)N(C3)C4=CC(=C(C=C4)Cl)F)O2,Inactive,7,,,6.8
94,856008,3747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,Inactive,7,,,6.8
95,22403231,2881592,C1=CC(=C(C=C1Cl)Cl)CSCC2=NN=C(S2)N,Inactive,7,,,6.8
96,17516233,10816,C1=CC(=CC=C1C(=O)NN)Cl,Inactive,7,,,6.8
97,24795668,2989226,C1=CC=C(C=C1)C(=O)NC(=O)NCC2=CC=CC=C2Cl,Inactive,7,,,6.8
98,11533010,36431,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl,Inactive,7,,,6.7
99,24806948,2860695,COC1=C(C=C(C=C1)CCN2C(SCC2=O)C3=CC(=C(C=C3)OC)OC)OC,Inactive,7,,,6.7
100,855773,236702,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,Inactive,7,,,6.7
101,24795504,2184577,C1COCCN1CCCNC(=O)CC2=CC=CC=C2[N+](=O)[O-],Inactive,7,,,6.7
102,22403170,877881,CC1=CC=C(C=C1)/C=C\2/C(=O)NC(=O)N(C2=O)C,Inactive,7,,,6.7
103,858019,6603546,CC1=CC2=C(C=C1)N(C(=O)C2CCN)CC3=CC=CC=C3.Cl,Inactive,7,,,6.7
104,14727947,135423683,CC(=O)C1=CC=CC2=C1NC(=C2O)C3=NC4=CC=CC=C4C3=O,Inactive,7,,,6.7
105,7968112,818345,CCN(CC)CC1=CNC2=C1C=CC=C2C(=O)OC,Inactive,7,,,6.7
106,11532917,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Inactive,7,,,6.7
107,24838313,3240712,CS(=O)(=O)NC1=CC=CC(=C1)C(=O)CC2(C3=C(C=CC(=C3)Br)NC2=O)O,Inactive,7,,,6.6
108,855684,11548,CC(C[N+](C)(C)C)OC(=O)N.[Cl-],Inactive,7,,,6.6
109,22415737,2894350,COC1=CC(=CC(=C1OC)OC)C(=O)CCN2CCC(C2)C3=CC=CC=C3.Cl,Inactive,7,,,6.6
110,26660118,16682048,CC(C1=CC=CC=C1)C(=NCCC2=CC(=C(C=C2)OC)OC)N.Cl,Inactive,7,,,6.6
111,24784397,16188430,C1=CC=C(C(=C1)C2=NN(C=C2CNCCC3=CC=CC=N3)C4=CC=C(C=C4)F)Cl,Inactive,7,,,6.5
112,16953485,2510794,COC1=CC(=CC(=C1OC)OC)CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,6,,,6.5
113,24803019,235453,C1=CC=C(C=C1)C(=O)CC(C2=CNC3=CC=CC=C32)C(=O)O,Inactive,6,,,6.4
114,24824922,3811495,C1COC2=C(O1)C=CC(=C2)C3=COC4=C(C3=O)C=CC(=C4)OC5C(C(C(C(O5)CO)O)O)O,Inactive,6,,,6.4
115,855637,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,6,,,6.4
116,24796077,2985490,CCOCC(=O)NC1=CC=CC=C1C(=O)N2CCOCC2,Inactive,6,,,6.3
117,855912,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,6,,,6.3
118,22402583,742987,CC1=CC=CC=C1NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24,Inactive,6,,,6.3
119,8139919,1474,C1=CC=NC(=C1)C2=CC=CC=N2,Inactive,6,,,6.3
120,8139968,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Inactive,6,,,6.3
121,855595,1893,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,Inactive,6,,,6.3
122,14730560,5662,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O,Inactive,6,,,6.3
123,17412095,2283109,CCOC1=CC=CC=C1OCCOC2=CC=C(C=C2)F,Inactive,6,,,6.2
124,24811318,3505285,CN1CCCC1C(=O)NCC2=CC(=C(C=C2)OC)OC,Inactive,6,,,6.2
125,11532977,5311103,C[C@@]12[C@H]([C@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,Inactive,6,,,6.2
126,24781029,1583929,CC1=CC=C(C=C1)C(=O)NC(=S)NCCCN2CCOCC2,Inactive,6,,,6.1
127,14719118,1203360,CC(C)OC(=O)CC12CN3CC(C1=O)(CN(C2)C3)CC(=O)OC(C)C,Inactive,6,,,6.1
128,4256503,237621,CC1=C(C=CC(=C1)OC)CCCC(=O)O,Inactive,6,,,6.1
129,855907,102484,C1=CC(=CC=C1C(CN)O)O.Cl,Inactive,6,,,6
130,7976350,868130,CCOC(=O)C1=CC2=C(C=C1)NC(=C(C2=O)CCC(=O)C)C,Inactive,6,,,6
131,850249,652758,COC1=CC=CC(=C1)N2CC34C=CC(O3)C(C4C2=O)C(=O)O,Inactive,6,,,6
132,17403151,5332432,CC1=C2C(=C3C(=N1)CC(CC3=O)(C)C)C4=CC=CC=C4N2,Inactive,6,,,6
133,24786428,16189165,C1CC(CN(C1)C(=O)/C=C/C2=CC=CC=N2)C(=O)C3=CC=C(C=C3)Cl,Inactive,6,,,6
134,4259431,1298184,COC1=CC(=C(C=C1)NC(=O)NC2=CC(=C(C=C2C(=O)OC)OC)OC)OC,Inactive,6,,,5.9
135,857644,658991,C1CC2C(=O)NCCN2C1,Inactive,6,,,5.9
136,7977047,2842541,CCOC(=O)C(C(C1=CC=CC=C1)O)NC(=O)CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,6,,,5.9
137,24807006,582676,C1=CC=C2C(=C1)C(=CN2)CCC(=O)NCC3=CC=CO3,Inactive,6,,,5.8
138,24790346,2883771,CCOC1=CC=C(C=C1)C(C2=CC(=C(C=C2)OC)OC)NC(=O)C,Inactive,6,,,5.8
139,14727726,848533,CCOC(=O)C1=CC2=CC3=CC=CC=C3C=C2N1,Inactive,6,,,5.8
140,14743456,2804,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,Inactive,6,,,5.8
141,853622,656280,CCOC(=O)C1=C(C2=CC=CC=C2N=C1)NCCO,Inactive,6,,,5.8
142,857801,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Inactive,6,,,5.8
143,24785436,16188826,COC1=CC(=C(C=C1)C2=C(C=NN2)CN(CCO)CC3=CC=CS3)F,Inactive,6,,,5.8
144,24785932,675560,CC1=C(C=CC=C1[N+](=O)[O-])NC(=O)C2=CC=CS2,Inactive,6,,,5.7
145,8139959,1046,C1=CN=C(C=N1)C(=O)N,Inactive,6,,,5.7
146,860839,3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,Inactive,6,,,5.7
147,7976384,2853180,CC1(CC2=CC=CC=C2C3=C(C(C(=O)N31)(CC=C)O)C(=O)N4CCOCC4)C,Inactive,6,,,5.7
148,26664744,319257,CC(C)NC1=CC=C(C=C1)NC(=O)C(=C)C,Inactive,6,,,5.7
149,26664724,292807,CC(C)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OC,Inactive,6,,,5.7
150,24796044,2987351,COC1=C(C(=CC=C1)OC)C(=O)NCCSC2CCCCC2,Inactive,6,,,5.6
151,862866,5389784,C1CCC(C1)N2C[C@@]34C=C[C@@H](O3)C([C@H]4C2=O)C(=O)O,Inactive,6,,,5.6
152,855634,5369129,COC1=CC(=O)OC(C1)/C=C/C2=CC=CC=C2,Inactive,6,,,5.6
153,4259779,135485483,COCC1=CC(=O)NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)OC3=CC=CC=C3,Inactive,6,,,5.6
154,858796,660105,CCN1C2=C(C=C(C1=N)C(=O)NC)C(=O)N3C=CC=C(C3=N2)C,Inactive,6,,,5.6
155,24788095,3112489,CCNC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2,Inactive,6,,,5.5
156,855800,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,6,,,5.5
157,14742700,124087,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Inactive,6,,,5.5
158,8139955,1985,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,Inactive,6,,,5.5
159,17512908,3323173,COC1=CC=C(C=C1)C2C3CCCCC3(CCN2C(=O)C4=CC=CS4)O,Inactive,6,,,5.5
160,4257424,2943349,CC1=CC2=C(C=C1)N3C(C4C2OCC4)C56C=CC(O5)C(C6C3=O)C(=O)O,Inactive,6,,,5.5
161,24785931,5348353,C/C(=N\NC(=O)C1=CC=CC=C1[N+](=O)[O-])/C2=CC=C(S2)Br,Inactive,5,,,5.5
162,17511689,1857898,CC1=NC2=C(C(=O)C3=CC=CC=C3N2C)C(=O)N1CCC4=CC=C(C=C4)OC,Inactive,5,,,5.5
163,3712156,92980,C1CC(CNC1)C(=O)N,Inactive,5,,,5.4
164,861110,662377,CC1=CC2=C(C(=CC(=O)O2)C)C(=C1)OC(=O)CNC(=O)OC(C)(C)C,Inactive,5,,,5.4
165,14739249,135400437,CC1=CC(=C(C(=O)O1)C(=O)/C=C/C2=C(C(=CC=C2)OC)O)O,Inactive,5,,,5.4
166,855883,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Inactive,5,,,5.4
167,24787330,2887224,CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)N1CCCCCC1,Inactive,5,,,5.4
168,8139884,5901,C1=NN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Inactive,5,,,5.4
169,24781034,135426232,CC1=CC=C(C=C1)C2CC(=C(C(=O)C2)C=NCCN3CCN(CC3)C(=S)NC4=CC=CC=C4)O,Inactive,5,,,5.4
170,855769,3767,C1=CN=CC=C1C(=O)NN,Inactive,5,,,5.3
171,24786350,16189124,C1CCC(C1)N2CCN(CC2CCO)CC3=CC=CC=C3C4=CC=CO4,Inactive,5,,,5.3
172,17401592,1576954,C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)C(=O)NCCO,Inactive,5,,,5.3
173,4261623,2249651,COC1=C(C(=C(C=C1)CNCC2=CC(=CC(=C2)OC)OC)OC)OC,Inactive,5,,,5.3
174,24796154,2936164,CCC(C)NCCOC1=CC=CC=C1C.C(=O)(C(=O)O)O,Inactive,5,,,5.2
175,14742392,1400510,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC(=C)C)O)C3=CC=C(C=C3)OC,Inactive,5,,,5.2
176,855588,9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,Inactive,5,,,5.2
177,26662847,11913746,C1CC[C@@]2(CCN(C[C@@H]2C1)C(=O)/C=C/C3=CC=C(C=C3)F)O,Inactive,5,,,5.2
178,26660032,3802276,COC1=CC=CC(=C1)C2CC3=C(C(N(C4=CC=CC=C4N3)C(=O)CCC(=O)O)C5=CC=C(C=C5)F)C(=O)C2,Inactive,5,,,5.1
179,11533003,174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Inactive,5,,,5.1
180,24795750,2936414,CC1(NC(=S)N(N1)C2=CC=CC=C2)CC(=O)NC3=CC=CC=C3,Inactive,5,,,5.1
181,11533011,93504,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C,Inactive,5,,,5.1
182,859522,660818,C1CCC(CC1)NC(=O)N2CCC3=C(C2)C4=CC=CC=C4N3,Inactive,5,,,5
183,855576,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Inactive,5,,,5
184,11533065,23663979,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],Inactive,5,,,5
185,17432517,241893,C1=CC(=CC=C1CSC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)N)[N+](=O)[O-],Inactive,5,,,5
186,14719106,1212564,COC(=O)C1=CC=C(C=C1)C2=NC=C(O2)C3=CC=CC4=CC=CC=C43,Inactive,5,,,4.9
187,24793761,1493378,CC1=CC(=CC(=C1)NC2=NC3=C(N2)C(=O)N(C(=O)N3C)C)C,Inactive,5,,,4.9
188,855979,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Inactive,5,,,4.9
189,855792,6603108,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br,Inactive,5,,,4.9
190,24783649,16188204,C1CC1NC(=O)C2CCN(CC2)C3CCN(CC3)C(=O)CC4=CC=C(C=C4)F,Inactive,5,,,4.9
191,24786679,1371564,CCC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)N3CCN(CC3)C,Inactive,5,,,4.9
192,14744680,4962065,CC1=C2CCCCC2=NC(=N1)N,Inactive,5,,,4.9
193,849283,651760,CN1C2=C(CN(CN2)CCC3=CC(=C(C=C3)OC)OC)C(=O)N(C1=O)C,Inactive,5,,,4.8
194,855859,15032,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C#N,Inactive,5,,,4.8
195,26670865,7367736,COC1=CC=CC(=C1)N2C(=O)[C@@H]3[C@H](C2=O)NN=C3C(=O)C4=NC=CN=C4,Inactive,5,,,4.8
196,4255982,2946789,CC1(C2(CCC1(CC2=O)C(=O)NCC3=CC4=C(C=C3)OCO4)C)C,Inactive,5,,,4.8
