PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,123094497,49852670,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)N)CCC3=NC(=CC(=C3)C)N,Active,,,Potential missing data,Inhibition,%,Active
2,164134640,71260796,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CN)CCC3=NC(=CC(=C3)C)N,Active,,,Potential missing data,Inhibition,%,Active
3,164145825,71304800,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CCCN)CCC3=NC(=CC(=C3)C)N,Active,,,Potential missing data,Inhibition,%,Active
4,194168311,76325672,C1=CC(=CC(=C1)N=C(C2=CC=CS2)N)C(COC3=CC=CC(=C3)N=C(C4=CC=CS4)N)O,Active,,,Potential missing data,Inhibition,%,Active
5,312377766,86346620,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)C#N)CCC3=NC(=CC(=C3)C)NC,Active,,,Potential missing data,Inhibition,%,Active
6,312377767,86346621,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)NCCC3=CC=CC=N3)C#N,Active,,,Potential missing data,Inhibition,%,Active
7,312377768,86346622,CC1=CC(=NC(=C1)N)CCC2=CC(=CC(=C2)CCC3=NC4=C(C=C3)C=CN4)CN,Active,,,Potential missing data,Inhibition,%,Active
