starter_idx,starter_smiles,status,time_seconds,error
640,O=C1OC(=CC2CCCCC2)[C@@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
641,CC(C)[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
642,CO[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
643,C=CC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
644,O=C1OC(=CC2CCCCC2)[C@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
645,CC(C)[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
646,O=C1C[C@H](O)C(=CC2CCCCC2)O1,scaffolded,0.0,
647,CO[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
648,CC[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
649,O=C1OC(=CC2CCCCC2)C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
650,CCCC[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
651,O=C1OC(=CC2CCCCC2)C(=O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
652,CCCCCC[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
653,O=C1OC(=CC2CCCCC2)C(=O)[C@@H]1O,scaffolded,0.0,
654,CCCC[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
655,CC(C)[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
656,CO[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
657,O=C1OC(=CC2CCCCC2)C[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
658,CCCCCC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
659,CC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
660,C[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
661,CCCC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
662,O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1O,scaffolded,0.0,
663,CC(C)[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
664,COC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
665,O=C1C[C@@H](O)C(=CC2CCCCC2)O1,scaffolded,0.0,
666,CCCCCC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
667,C[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
668,CO[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
669,C[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
670,CC[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
671,CCCCCCC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
672,CCCCCC[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
673,CC[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
674,C=CC[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
675,CO[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
676,C=CC[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
677,C=CCC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
678,O=C1OC(=CC2CCCCC2)C=C1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
679,O=C1OC(=CC2CCCCC2)[C@@H](O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
680,CCCC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
681,CO[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
682,O=C1OC(=CC2CCCCC2)C[C@@H]1O,scaffolded,0.0,
683,CCCC[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
684,CC(C)[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
685,CCCCCC[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
686,C[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
687,C=CC[C@@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
688,O=C1OC(=CC2CCCCC2)[C@H](O)[C@@H]1O,scaffolded,0.0,
689,CCCC[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
690,O=C1OC(=CC2CCCCC2)C(=O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
691,CCCCCC[C@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
692,O=C1OC(=CC2CCCCC2)C(=O)C1O,scaffolded,0.0,
693,O=C1CCC(=CC2CCCCC2)O1,scaffolded,0.0,
694,C=CC[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
695,O=C1OC(=CC2CCCCC2)[C@H](O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
696,O=C1C=CC(=CC2CCCCC2)O1,scaffolded,0.0,
697,CC(C)C1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
698,O=C1OC(=CC2CCCCC2)[C@H](O)[C@H]1O,scaffolded,0.0,
699,C=CC[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
700,CC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
701,CC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
702,CC(C)[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
703,O=C1OC(=CC2CCCCC2)[C@@H](O)[C@@H]1O,scaffolded,0.0,
704,CCC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
705,CCCCC1=CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
706,C[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
707,CCCCCC[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
708,CCCC[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
709,CC[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
710,O=C1OC(=CC2CCCCC2)C=C1O,scaffolded,0.0,
711,C[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
712,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)[C@H]1O,scaffolded,0.0,
713,O=C1CC(=O)C(=C[C@@H]2CCC[C@H]2C(=O)O)O1,scaffolded,0.0,
714,CC[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
715,CC(C)[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
716,CO[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
717,C=CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
718,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
719,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
720,CC(C)[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
721,CO[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
722,C=CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
723,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
724,CC(C)[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
725,O=C1C[C@H](O)C(=C[C@@H]2CCC[C@H]2C(=O)O)O1,scaffolded,0.0,
726,CO[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
727,CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
728,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
729,CCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
730,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
731,CCCCCC[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
732,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)[C@@H]1O,scaffolded,0.0,
733,CCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
734,CC(C)[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
735,CO[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
736,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
737,CCCCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
738,CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
739,C[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
740,CCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
741,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H](O)[C@H]1O,scaffolded,0.0,
742,CC(C)[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
743,COC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
744,O=C1C[C@@H](O)C(=C[C@@H]2CCC[C@H]2C(=O)O)O1,scaffolded,0.0,
745,CCCCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
746,C[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
747,CO[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
748,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
749,CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
750,CCCCCCC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
751,CCCCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
752,CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
753,C=CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
754,CO[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
755,C=CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
756,C=CCC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
757,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C=C1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
758,O=C(O)[C@@H]1CCC[C@H]1C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
759,CCCC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
760,CO[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
761,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C[C@@H]1O,scaffolded,0.0,
762,CCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
763,CC(C)[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
764,CCCCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
765,C[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
766,C=CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)C1=O,scaffolded,0.0,
767,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H](O)[C@@H]1O,scaffolded,0.0,
768,CCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
769,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
770,CCCCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
771,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)C1O,scaffolded,0.0,
772,O=C1CCC(=C[C@@H]2CCC[C@H]2C(=O)O)O1,scaffolded,0.0,
773,C=CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
774,O=C(O)[C@@H]1CCC[C@H]1C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
775,O=C1C=CC(=C[C@@H]2CCC[C@H]2C(=O)O)O1,scaffolded,0.0,
776,CC(C)C1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
777,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H](O)[C@H]1O,scaffolded,0.0,
778,C=CC[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
779,CC[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
780,CC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
781,CC(C)[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
782,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
783,CCC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
784,CCCCC1=CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
785,C[C@@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@H]1O,scaffolded,0.0,
786,CCCCCC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
787,CCCC[C@H]1CC(=C[C@@H]2CCC[C@H]2C(=O)O)OC1=O,scaffolded,0.0,
788,CC[C@H]1C(=O)OC(=C[C@@H]2CCC[C@H]2C(=O)O)[C@@H]1O,scaffolded,0.0,
789,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C=C1O,scaffolded,0.0,
790,C[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
791,O=C1CCC=C1C=C1OC(=O)[C@H](O)C1=O,scaffolded,0.0,
792,O=C1CC(=O)C(=CC2=CCCC2=O)O1,scaffolded,0.0,
793,CC[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
794,CC(C)[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
795,CO[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
796,C=CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
797,C[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
798,O=C1CCC=C1C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
799,CC(C)[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
800,CO[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
801,C=CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
802,O=C1CCC=C1C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
803,CC(C)[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
804,O=C1C[C@H](O)C(=CC2=CCCC2=O)O1,scaffolded,0.0,
805,CO[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
806,CC[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
807,O=C1CCC=C1C=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
808,CCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
809,O=C1CCC=C1C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
810,CCCCCC[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
811,O=C1CCC=C1C=C1OC(=O)[C@@H](O)C1=O,scaffolded,0.0,
812,CCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
813,CC(C)[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
814,CO[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
815,O=C1CCC=C1C=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
816,CCCCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
817,CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
818,C[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
819,CCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
820,O=C1CCC=C1C=C1OC(=O)[C@H](O)[C@@H]1O,scaffolded,0.0,
821,CC(C)[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
822,COC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
823,O=C1C[C@@H](O)C(=CC2=CCCC2=O)O1,scaffolded,0.0,
824,CCCCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
825,C[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
826,CO[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
827,C[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
828,CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
829,CCCCCCC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
830,CCCCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
831,CC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
832,C=CC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
833,CO[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
834,C=CC[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
835,C=CCC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
836,O=C1CCC=C1C=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
837,O=C1CCC=C1C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
838,CCCC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
839,CO[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
840,O=C1CCC=C1C=C1C[C@H](O)C(=O)O1,scaffolded,0.0,
841,CCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
842,CC(C)[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
843,CCCCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
844,C[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
845,C=CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)C1=O,scaffolded,0.0,
846,O=C1CCC=C1C=C1OC(=O)[C@@H](O)[C@H]1O,scaffolded,0.0,
847,CCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
848,O=C1CCC=C1C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
849,CCCCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
850,O=C1CCC=C1C=C1OC(=O)C(O)C1=O,scaffolded,0.0,
851,O=C1CCC(=CC2=CCCC2=O)O1,scaffolded,0.0,
852,C=CC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.02,
853,O=C1CCC=C1C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
854,O=C1C=CC(=CC2=CCCC2=O)O1,scaffolded,0.0,
855,CC(C)C1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
856,O=C1CCC=C1C=C1OC(=O)[C@H](O)[C@H]1O,scaffolded,0.0,
857,C=CC[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
858,CC[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
859,CC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
860,CC(C)[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
861,O=C1CCC=C1C=C1OC(=O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
862,CCC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
863,CCCCC1=CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
864,C[C@@H]1C(=O)OC(=CC2=CCCC2=O)[C@H]1O,scaffolded,0.0,
865,CCCCCC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
866,CCCC[C@H]1CC(=CC2=CCCC2=O)OC1=O,scaffolded,0.0,
867,CC[C@H]1C(=O)OC(=CC2=CCCC2=O)[C@@H]1O,scaffolded,0.0,
868,O=C1CCC=C1C=C1C=C(O)C(=O)O1,scaffolded,0.0,
869,C[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
870,O=C1OC(=Cc2ccc[nH]2)C(=O)[C@H]1O,scaffolded,0.0,
871,O=C1CC(=O)C(=Cc2ccc[nH]2)O1,scaffolded,0.0,
872,CC[C@H]1CC(=Cc2ccc[nH]2)OC1=O,scaffolded,0.0,
873,CC(C)[C@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
874,CO[C@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
875,C=CC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@H]1O,scaffolded,0.0,
876,C[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
877,O=C1OC(=Cc2ccc[nH]2)[C@@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
878,CC(C)[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@H]1O,scaffolded,0.0,
879,CO[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
880,C=CC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
881,O=C1OC(=Cc2ccc[nH]2)[C@H](O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
882,CC(C)[C@@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
883,O=C1C[C@H](O)C(=Cc2ccc[nH]2)O1,scaffolded,0.0,
884,CO[C@@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
885,CC[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
886,O=C1OC(=Cc2ccc[nH]2)C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
887,CCCC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
888,O=C1OC(=Cc2ccc[nH]2)C(=O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
889,CCCCCC[C@H]1CC(=Cc2ccc[nH]2)OC1=O,scaffolded,0.0,
890,O=C1OC(=Cc2ccc[nH]2)C(=O)[C@@H]1O,scaffolded,0.0,
891,CCCC[C@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
892,CC(C)[C@H]1C(=O)OC(=Cc2ccc[nH]2)C1=O,scaffolded,0.0,
893,CO[C@H]1CC(=Cc2ccc[nH]2)OC1=O,scaffolded,0.0,
894,O=C1OC(=Cc2ccc[nH]2)C[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,scaffolded,0.0,
895,CCCCCC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@H]1O,scaffolded,0.0,
896,CC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@H]1O,scaffolded,0.0,
897,C[C@H]1CC(=Cc2ccc[nH]2)OC1=O,scaffolded,0.0,
898,CCCC[C@@H]1C(=O)OC(=Cc2ccc[nH]2)[C@@H]1O,scaffolded,0.0,
899,O=C1OC(=Cc2ccc[nH]2)[C@@H](O)[C@H]1O,scaffolded,0.0,
