starter_idx,starter_smiles,status,time_seconds,error
325,CCCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O,scaffolded,0.0,
326,CCCC=C1OC(=O)[C@@H](OC)[C@H]1O,scaffolded,0.0,
327,C=CC[C@@H]1C(=O)OC(=CCCC)[C@@H]1O,scaffolded,0.0,
328,CCCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
329,CCCC=C1OC(=O)[C@@H](C(C)C)C1=O,scaffolded,0.0,
330,CCCC=C1OC(=O)C[C@@H]1O,scaffolded,0.0,
331,CCCC=C1OC(=O)[C@@H](OC)C1=O,scaffolded,0.0,
332,CCCC=C1OC(=O)[C@H](CC)C1=O,scaffolded,0.0,
333,CCCC=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
334,CCCC=C1OC(=O)[C@@H](CCCC)C1=O,scaffolded,0.0,
335,CCCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
336,CCCC=C1C[C@H](CCCCCC)C(=O)O1,scaffolded,0.0,
337,CCCC=C1OC(=O)[C@@H](O)C1=O,scaffolded,0.0,
338,CCCC=C1OC(=O)[C@H](CCCC)[C@H]1O,scaffolded,0.0,
339,CCCC=C1OC(=O)[C@H](C(C)C)C1=O,scaffolded,0.0,
340,CCCC=C1C[C@H](OC)C(=O)O1,scaffolded,0.0,
341,CCCC=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
342,CCCC=C1OC(=O)[C@@H](CCCCCC)[C@@H]1O,scaffolded,0.0,
343,CCCC=C1OC(=O)[C@@H](CC)[C@@H]1O,scaffolded,0.0,
344,CCCC=C1C[C@H](C)C(=O)O1,scaffolded,0.0,
345,CCCC=C1OC(=O)[C@@H](CCCC)[C@H]1O,scaffolded,0.0,
346,CCCC=C1OC(=O)[C@H](O)[C@@H]1O,scaffolded,0.0,
347,CCCC=C1OC(=O)[C@H](C(C)C)[C@@H]1O,scaffolded,0.0,
348,CCCC=C1C=C(OC)C(=O)O1,scaffolded,0.0,
349,CCCC=C1OC(=O)C[C@H]1O,scaffolded,0.0,
350,CCCC=C1OC(=O)[C@@H](CCCCCC)[C@H]1O,scaffolded,0.0,
351,CCCC=C1OC(=O)[C@@H](C)C1=O,scaffolded,0.0,
352,CCCC=C1OC(=O)[C@@H](OC)[C@@H]1O,scaffolded,0.0,
353,CCCC=C1OC(=O)[C@H](C)[C@@H]1O,scaffolded,0.0,
354,CCCC=C1OC(=O)[C@@H](CC)C1=O,scaffolded,0.0,
355,CCCC=C1C=C(CCCCCC)C(=O)O1,scaffolded,0.0,
356,CCCC=C1OC(=O)[C@@H](CCCCCC)C1=O,scaffolded,0.0,
357,CCCC=C1OC(=O)[C@H](CC)[C@@H]1O,scaffolded,0.0,
358,C=CC[C@H]1C(=O)OC(=CCCC)[C@H]1O,scaffolded,0.0,
359,CCCC=C1OC(=O)[C@H](OC)C1=O,scaffolded,0.0,
360,C=CC[C@H]1C(=O)OC(=CCCC)C1=O,scaffolded,0.0,
361,C=CCC1=CC(=CCCC)OC1=O,scaffolded,0.0,
362,CCCC=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
363,CCCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
364,CCCC=C1OC(=O)[C@@H](CCCC)[C@@H]1O,scaffolded,0.0,
365,CCCC=C1OC(=O)[C@H](OC)[C@@H]1O,scaffolded,0.0,
366,CCCC=C1C[C@H](O)C(=O)O1,scaffolded,0.0,
367,CCCC=C1OC(=O)[C@H](CCCC)C1=O,scaffolded,0.0,
368,CCCC=C1C[C@H](C(C)C)C(=O)O1,scaffolded,0.0,
369,CCCC=C1OC(=O)[C@H](CCCCCC)C1=O,scaffolded,0.0,
370,CCCC=C1OC(=O)[C@H](C)[C@H]1O,scaffolded,0.0,
371,C=CC[C@@H]1C(=O)OC(=CCCC)C1=O,scaffolded,0.0,
372,CCCC=C1OC(=O)[C@@H](O)[C@H]1O,scaffolded,0.0,
373,CCCC=C1OC(=O)[C@H](CCCC)[C@@H]1O,scaffolded,0.0,
374,CCCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
375,CCCC=C1OC(=O)[C@H](CCCCCC)[C@@H]1O,scaffolded,0.0,
376,CCCC=C1OC(=O)C(O)C1=O,scaffolded,0.0,
377,CCCC=C1CCC(=O)O1,scaffolded,0.0,
378,C=CC[C@H]1C(=O)OC(=CCCC)[C@@H]1O,scaffolded,0.0,
379,CCCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
380,CCCC=C1C=CC(=O)O1,scaffolded,0.0,
381,CCCC=C1C=C(C(C)C)C(=O)O1,scaffolded,0.0,
382,CCCC=C1OC(=O)[C@H](O)[C@H]1O,scaffolded,0.0,
383,C=CC[C@H]1CC(=CCCC)OC1=O,scaffolded,0.0,
384,CCCC=C1OC(=O)[C@@H](CC)[C@H]1O,scaffolded,0.0,
385,CCCC=C1C=C(C)C(=O)O1,scaffolded,0.0,
386,CCCC=C1OC(=O)[C@@H](C(C)C)[C@H]1O,scaffolded,0.0,
387,CCCC=C1OC(=O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
388,CCCC=C1C=C(CC)C(=O)O1,scaffolded,0.0,
389,CCCC=C1C=C(CCCC)C(=O)O1,scaffolded,0.0,
390,CCCC=C1OC(=O)[C@@H](C)[C@@H]1O,scaffolded,0.0,
391,CCCC=C1OC(=O)[C@H](CCCCCC)[C@H]1O,scaffolded,0.0,
392,CCCC=C1C[C@H](CCCC)C(=O)O1,scaffolded,0.0,
393,CCCC=C1OC(=O)[C@H](CC)[C@H]1O,scaffolded,0.0,
394,CCCC=C1C=C(O)C(=O)O1,scaffolded,0.0,
395,COCC=C1OC(=O)[C@@H](C)[C@H]1O,scaffolded,0.0,
396,COCC=C1OC(=O)[C@H](O)C1=O,scaffolded,0.0,
397,COCC=C1OC(=O)CC1=O,scaffolded,0.0,
398,CC[C@H]1CC(=CCOC)OC1=O,scaffolded,0.0,
399,COCC=C1OC(=O)[C@H](C(C)C)[C@H]1O,scaffolded,0.0,
400,COCC=C1OC(=O)[C@H](OC)[C@H]1O,scaffolded,0.0,
401,C=CC[C@@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
402,COCC=C1OC(=O)[C@H](C)C1=O,scaffolded,0.0,
403,COCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
404,COCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O,scaffolded,0.0,
405,COCC=C1OC(=O)[C@@H](OC)[C@H]1O,scaffolded,0.0,
406,C=CC[C@@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
407,COCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
408,COCC=C1OC(=O)[C@@H](C(C)C)C1=O,scaffolded,0.0,
409,COCC=C1OC(=O)C[C@@H]1O,scaffolded,0.0,
410,COCC=C1OC(=O)[C@@H](OC)C1=O,scaffolded,0.0,
411,CC[C@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
412,COCC=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
413,CCCC[C@@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
414,COCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
415,CCCCCC[C@H]1CC(=CCOC)OC1=O,scaffolded,0.0,
416,COCC=C1OC(=O)[C@@H](O)C1=O,scaffolded,0.0,
417,CCCC[C@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
418,COCC=C1OC(=O)[C@H](C(C)C)C1=O,scaffolded,0.0,
419,COCC=C1C[C@H](OC)C(=O)O1,scaffolded,0.0,
420,COCC=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
421,CCCCCC[C@@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
422,CC[C@@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
423,COCC=C1C[C@H](C)C(=O)O1,scaffolded,0.0,
424,CCCC[C@@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
425,COCC=C1OC(=O)[C@H](O)[C@@H]1O,scaffolded,0.0,
426,COCC=C1OC(=O)[C@H](C(C)C)[C@@H]1O,scaffolded,0.0,
427,COCC=C1C=C(OC)C(=O)O1,scaffolded,0.0,
428,COCC=C1OC(=O)C[C@H]1O,scaffolded,0.0,
429,CCCCCC[C@@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
430,COCC=C1OC(=O)[C@@H](C)C1=O,scaffolded,0.0,
431,COCC=C1OC(=O)[C@@H](OC)[C@@H]1O,scaffolded,0.0,
432,COCC=C1OC(=O)[C@H](C)[C@@H]1O,scaffolded,0.0,
433,CC[C@@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
434,CCCCCCC1=CC(=CCOC)OC1=O,scaffolded,0.0,
435,CCCCCC[C@@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
436,CC[C@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
437,C=CC[C@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
438,COCC=C1OC(=O)[C@H](OC)C1=O,scaffolded,0.0,
439,C=CC[C@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
440,C=CCC1=CC(=CCOC)OC1=O,scaffolded,0.0,
441,COCC=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
442,COCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
443,CCCC[C@@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
444,COCC=C1OC(=O)[C@H](OC)[C@@H]1O,scaffolded,0.0,
445,COCC=C1C[C@H](O)C(=O)O1,scaffolded,0.0,
446,CCCC[C@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
447,COCC=C1C[C@H](C(C)C)C(=O)O1,scaffolded,0.0,
448,CCCCCC[C@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
449,COCC=C1OC(=O)[C@H](C)[C@H]1O,scaffolded,0.0,
450,C=CC[C@@H]1C(=O)OC(=CCOC)C1=O,scaffolded,0.0,
451,COCC=C1OC(=O)[C@@H](O)[C@H]1O,scaffolded,0.0,
452,CCCC[C@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
453,COCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
454,CCCCCC[C@H]1C(=O)OC(=CCOC)[C@H]1O,scaffolded,0.0,
455,COCC=C1OC(=O)C(O)C1=O,scaffolded,0.0,
456,COCC=C1CCC(=O)O1,scaffolded,0.0,
457,C=CC[C@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
458,COCC=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
459,COCC=C1C=CC(=O)O1,scaffolded,0.0,
460,COCC=C1C=C(C(C)C)C(=O)O1,scaffolded,0.0,
461,COCC=C1OC(=O)[C@H](O)[C@H]1O,scaffolded,0.0,
462,C=CC[C@H]1CC(=CCOC)OC1=O,scaffolded,0.0,
463,CC[C@@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
464,COCC=C1C=C(C)C(=O)O1,scaffolded,0.0,
465,COCC=C1OC(=O)[C@@H](C(C)C)[C@H]1O,scaffolded,0.0,
466,COCC=C1OC(=O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
467,CCC1=CC(=CCOC)OC1=O,scaffolded,0.0,
468,CCCCC1=CC(=CCOC)OC1=O,scaffolded,0.0,
469,COCC=C1OC(=O)[C@@H](C)[C@@H]1O,scaffolded,0.0,
470,CCCCCC[C@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
471,CCCC[C@H]1CC(=CCOC)OC1=O,scaffolded,0.0,
472,CC[C@H]1C(=O)OC(=CCOC)[C@@H]1O,scaffolded,0.0,
473,COCC=C1C=C(O)C(=O)O1,scaffolded,0.0,
474,CC(C)C=C1OC(=O)[C@@H](C)[C@H]1O,scaffolded,0.0,
475,CC(C)C=C1OC(=O)[C@H](O)C1=O,scaffolded,0.0,
476,CC(C)C=C1OC(=O)CC1=O,scaffolded,0.0,
477,CC[C@H]1CC(=CC(C)C)OC1=O,scaffolded,0.0,
478,CC(C)C=C1OC(=O)[C@H](C(C)C)[C@H]1O,scaffolded,0.0,
479,CO[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
480,C=CC[C@@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
481,CC(C)C=C1OC(=O)[C@H](C)C1=O,scaffolded,0.0,
482,CC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
483,CC(C)C=C1OC(=O)[C@@H](C(C)C)[C@@H]1O,scaffolded,0.0,
484,CO[C@@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
485,C=CC[C@@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
486,CC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
487,CC(C)C=C1OC(=O)[C@@H](C(C)C)C1=O,scaffolded,0.0,
488,CC(C)C=C1OC(=O)C[C@@H]1O,scaffolded,0.0,
489,CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
490,CC[C@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
491,CC(C)C=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
492,CCCC[C@@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
493,CC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
494,CCCCCC[C@H]1CC(=CC(C)C)OC1=O,scaffolded,0.0,
495,CC(C)C=C1OC(=O)[C@@H](O)C1=O,scaffolded,0.0,
496,CCCC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
497,CC(C)C=C1OC(=O)[C@H](C(C)C)C1=O,scaffolded,0.0,
498,CO[C@H]1CC(=CC(C)C)OC1=O,scaffolded,0.0,
499,CC(C)C=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
500,CCCCCC[C@@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
501,CC[C@@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
502,CC(C)C=C1C[C@H](C)C(=O)O1,scaffolded,0.0,
503,CCCC[C@@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
504,CC(C)C=C1OC(=O)[C@H](O)[C@@H]1O,scaffolded,0.0,
505,CC(C)C=C1OC(=O)[C@H](C(C)C)[C@@H]1O,scaffolded,0.0,
506,COC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
507,CC(C)C=C1OC(=O)C[C@H]1O,scaffolded,0.0,
508,CCCCCC[C@@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
509,CC(C)C=C1OC(=O)[C@@H](C)C1=O,scaffolded,0.0,
510,CO[C@@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
511,CC(C)C=C1OC(=O)[C@H](C)[C@@H]1O,scaffolded,0.0,
512,CC[C@@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
513,CCCCCCC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
514,CCCCCC[C@@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
515,CC[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
516,C=CC[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
517,CO[C@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
518,C=CC[C@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
519,C=CCC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
520,CC(C)C=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
521,CC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
522,CCCC[C@@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
523,CO[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
524,CC(C)C=C1C[C@H](O)C(=O)O1,scaffolded,0.0,
525,CCCC[C@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
526,CC(C)C=C1C[C@H](C(C)C)C(=O)O1,scaffolded,0.0,
527,CCCCCC[C@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
528,CC(C)C=C1OC(=O)[C@H](C)[C@H]1O,scaffolded,0.0,
529,C=CC[C@@H]1C(=O)OC(=CC(C)C)C1=O,scaffolded,0.0,
530,CC(C)C=C1OC(=O)[C@@H](O)[C@H]1O,scaffolded,0.0,
531,CCCC[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
532,CC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
533,CCCCCC[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,scaffolded,0.0,
534,CC(C)C=C1OC(=O)C(O)C1=O,scaffolded,0.0,
535,CC(C)C=C1CCC(=O)O1,scaffolded,0.0,
536,C=CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
537,CC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
538,CC(C)C=C1C=CC(=O)O1,scaffolded,0.0,
539,CC(C)C=C1C=C(C(C)C)C(=O)O1,scaffolded,0.0,
540,CC(C)C=C1OC(=O)[C@H](O)[C@H]1O,scaffolded,0.0,
541,C=CC[C@H]1CC(=CC(C)C)OC1=O,scaffolded,0.0,
542,CC[C@@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
543,CC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
544,CC(C)C=C1OC(=O)[C@@H](C(C)C)[C@H]1O,scaffolded,0.0,
545,CC(C)C=C1OC(=O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
546,CCC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
547,CCCCC1=CC(=CC(C)C)OC1=O,scaffolded,0.0,
548,CC(C)C=C1OC(=O)[C@@H](C)[C@@H]1O,scaffolded,0.0,
549,CCCCCC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
550,CCCC[C@H]1CC(=CC(C)C)OC1=O,scaffolded,0.0,
551,CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O,scaffolded,0.0,
552,CC(C)C=C1C=C(O)C(=O)O1,scaffolded,0.0,
553,CCC(C)C=C1OC(=O)[C@@H](C)[C@H]1O,scaffolded,0.0,
554,CCC(C)C=C1OC(=O)[C@H](O)C1=O,scaffolded,0.0,
555,CCC(C)C=C1OC(=O)CC1=O,scaffolded,0.0,
556,CCC(C)C=C1C[C@H](CC)C(=O)O1,scaffolded,0.0,
557,CCC(C)C=C1OC(=O)[C@H](C(C)C)[C@H]1O,scaffolded,0.0,
558,CCC(C)C=C1OC(=O)[C@H](OC)[C@H]1O,scaffolded,0.0,
559,C=CC[C@@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
560,CCC(C)C=C1OC(=O)[C@H](C)C1=O,scaffolded,0.0,
561,CCC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
562,CCC(C)C=C1OC(=O)[C@@H](C(C)C)[C@@H]1O,scaffolded,0.0,
563,CCC(C)C=C1OC(=O)[C@@H](OC)[C@H]1O,scaffolded,0.0,
564,C=CC[C@@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
565,CCC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
566,CCC(C)C=C1OC(=O)[C@@H](C(C)C)C1=O,scaffolded,0.0,
567,CCC(C)C=C1OC(=O)C[C@@H]1O,scaffolded,0.0,
568,CCC(C)C=C1OC(=O)[C@@H](OC)C1=O,scaffolded,0.0,
569,CCC(C)C=C1OC(=O)[C@H](CC)C1=O,scaffolded,0.0,
570,CCC(C)C=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
571,CCCC[C@@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
572,CCC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
573,CCCCCC[C@H]1CC(=CC(C)CC)OC1=O,scaffolded,0.0,
574,CCC(C)C=C1OC(=O)[C@@H](O)C1=O,scaffolded,0.0,
575,CCCC[C@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
576,CCC(C)C=C1OC(=O)[C@H](C(C)C)C1=O,scaffolded,0.0,
577,CCC(C)C=C1C[C@H](OC)C(=O)O1,scaffolded,0.0,
578,CCC(C)C=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
579,CCCCCC[C@@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
580,CCC(C)C=C1OC(=O)[C@@H](CC)[C@@H]1O,scaffolded,0.0,
581,CCC(C)C=C1C[C@H](C)C(=O)O1,scaffolded,0.0,
582,CCCC[C@@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
583,CCC(C)C=C1OC(=O)[C@H](O)[C@@H]1O,scaffolded,0.0,
584,CCC(C)C=C1OC(=O)[C@H](C(C)C)[C@@H]1O,scaffolded,0.0,
585,CCC(C)C=C1C=C(OC)C(=O)O1,scaffolded,0.0,
586,CCC(C)C=C1OC(=O)C[C@H]1O,scaffolded,0.0,
587,CCCCCC[C@@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
588,CCC(C)C=C1OC(=O)[C@@H](C)C1=O,scaffolded,0.0,
589,CCC(C)C=C1OC(=O)[C@@H](OC)[C@@H]1O,scaffolded,0.0,
590,CCC(C)C=C1OC(=O)[C@H](C)[C@@H]1O,scaffolded,0.0,
591,CCC(C)C=C1OC(=O)[C@@H](CC)C1=O,scaffolded,0.0,
592,CCCCCCC1=CC(=CC(C)CC)OC1=O,scaffolded,0.0,
593,CCCCCC[C@@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
594,CCC(C)C=C1OC(=O)[C@H](CC)[C@@H]1O,scaffolded,0.0,
595,C=CC[C@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
596,CCC(C)C=C1OC(=O)[C@H](OC)C1=O,scaffolded,0.0,
597,C=CC[C@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
598,C=CCC1=CC(=CC(C)CC)OC1=O,scaffolded,0.0,
599,CCC(C)C=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,scaffolded,0.0,
600,CCC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@@H]1O,scaffolded,0.0,
601,CCCC[C@@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
602,CCC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O,scaffolded,0.0,
603,CCC(C)C=C1C[C@H](O)C(=O)O1,scaffolded,0.0,
604,CCCC[C@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
605,CCC(C)C=C1C[C@H](C(C)C)C(=O)O1,scaffolded,0.0,
606,CCCCCC[C@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
607,CCC(C)C=C1OC(=O)[C@H](C)[C@H]1O,scaffolded,0.0,
608,C=CC[C@@H]1C(=O)OC(=CC(C)CC)C1=O,scaffolded,0.0,
609,CCC(C)C=C1OC(=O)[C@@H](O)[C@H]1O,scaffolded,0.0,
610,CCCC[C@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
611,CCC(C)C=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,scaffolded,0.0,
612,CCCCCC[C@H]1C(=O)OC(=CC(C)CC)[C@H]1O,scaffolded,0.0,
613,CCC(C)C=C1OC(=O)C(O)C1=O,scaffolded,0.0,
614,CCC(C)C=C1CCC(=O)O1,scaffolded,0.0,
615,C=CC[C@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
616,CCC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)[C@H]1O,scaffolded,0.0,
617,CCC(C)C=C1C=CC(=O)O1,scaffolded,0.0,
618,CCC(C)C=C1C=C(C(C)C)C(=O)O1,scaffolded,0.0,
619,CCC(C)C=C1OC(=O)[C@H](O)[C@H]1O,scaffolded,0.0,
620,C=CC[C@H]1CC(=CC(C)CC)OC1=O,scaffolded,0.0,
621,CCC(C)C=C1OC(=O)[C@@H](CC)[C@H]1O,scaffolded,0.0,
622,CCC(C)C=C1C=C(C)C(=O)O1,scaffolded,0.0,
623,CCC(C)C=C1OC(=O)[C@@H](C(C)C)[C@H]1O,scaffolded,0.0,
624,CCC(C)C=C1OC(=O)[C@@H](O)[C@@H]1O,scaffolded,0.0,
625,CCC1=CC(=CC(C)CC)OC1=O,scaffolded,0.0,
626,CCCCC1=CC(=CC(C)CC)OC1=O,scaffolded,0.0,
627,CCC(C)C=C1OC(=O)[C@@H](C)[C@@H]1O,scaffolded,0.0,
628,CCCCCC[C@H]1C(=O)OC(=CC(C)CC)[C@@H]1O,scaffolded,0.0,
629,CCCC[C@H]1CC(=CC(C)CC)OC1=O,scaffolded,0.0,
630,CCC(C)C=C1OC(=O)[C@H](CC)[C@H]1O,scaffolded,0.0,
631,CCC(C)C=C1C=C(O)C(=O)O1,scaffolded,0.0,
632,C[C@@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
633,O=C1OC(=CC2CCCCC2)C(=O)[C@H]1O,scaffolded,0.0,
634,O=C1CC(=O)C(=CC2CCCCC2)O1,scaffolded,0.0,
635,CC[C@H]1CC(=CC2CCCCC2)OC1=O,scaffolded,0.0,
636,CC(C)[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
637,CO[C@H]1C(=O)OC(=CC2CCCCC2)[C@@H]1O,scaffolded,0.0,
638,C=CC[C@@H]1C(=O)OC(=CC2CCCCC2)[C@H]1O,scaffolded,0.0,
639,C[C@H]1C(=O)OC(=CC2CCCCC2)C1=O,scaffolded,0.0,
