reactants,products,reactionString,ruleName
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C[C@@H](O)CC(O)=Cc1ccc[nH]1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C[C@@H](O)CC(O)=Cc1ccc[nH]1.O=O,rule0005_60
O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1,O=C=O.OCCC(O)=Cc1ccc[nH]1,O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1 >> O=C=O.OCCC(O)=Cc1ccc[nH]1,rule0024_52
O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1,O.O=C1C(C(O)=Cc2ccc[nH]2)[C@@H]1O,O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1 >> O.O=C1C(C(O)=Cc2ccc[nH]2)[C@@H]1O,rule0245_1
CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,COC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> COC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11
O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1,OC1=Cc2cc(c[nH]2)O[C@H](C(O)O)C1,O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1 >> OC1=Cc2cc(c[nH]2)O[C@H](C(O)O)C1,rule0169_1
O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1,O=CCC(O)=Cc1ccc[nH]1.O=CO,O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1 >> O=CCC(O)=Cc1ccc[nH]1.O=CO,rule0053_17
O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1.OO,O=O.OC(=Cc1ccc[nH]1)C[C@H](O)C(O)O,O=C(O)[C@@H](O)CC(O)=Cc1ccc[nH]1.OO >> O=O.OC(=Cc1ccc[nH]1)C[C@H](O)C(O)O,rule0078_14
CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O,Cc1ccc(C=C2C[C@H](OC=O)C(=O)O2)[nH]1,CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O >> Cc1ccc(C=C2C[C@H](OC=O)C(=O)O2)[nH]1,rule0028_51
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C1OC(=Cc2ccc[nH]2)C[C@@H]1O,CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=C1OC(=Cc2ccc[nH]2)C[C@@H]1O >> CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_19
CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.N.OO,CC(N)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.O.O=O,CC(=O)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.N.OO >> CC(N)O[C@H]1CC(=Cc2ccc[nH]2)OC1=O.O.O=O,rule0091_14
