reactants,products,reactionString,ruleName
COCC(=C1C=CC(=O)O1)C(C)C.COCC(=C1C=CC(=O)O1)C(C)C,CC(C)C=C1C=CC(=O)O1.COCC1=CC(=O)OC1=C(COC)C(C)C,COCC(=C1C=CC(=O)O1)C(C)C.COCC(=C1C=CC(=O)O1)C(C)C >> CC(C)C=C1C=CC(=O)O1.COCC1=CC(=O)OC1=C(COC)C(C)C,rule0126_2
CCOCC=C1C=C(CC)C(=O)O1.O,CCC1=CC(=CCOCCO)OC1O,CCOCC=C1C=C(CC)C(=O)O1.O >> CCC1=CC(=CCOCCO)OC1O,rule0070_6
COCC=C1C=C(C(C)CO)C(O)O1,COCC=C1OC(O)C=C1C(C)CO,COCC=C1C=C(C(C)CO)C(O)O1 >> COCC=C1OC(O)C=C1C(C)CO,rule0028_51
COCCC(=O)C=C(C(=O)O)C(C)C,COCCC(=O)C=C1C(O)OC1(C)C,COCCC(=O)C=C(C(=O)O)C(C)C >> COCCC(=O)C=C1C(O)OC1(C)C,rule0169_1
COCC(O)=C1C=C(C(C)C)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)C1=CC(=C(O)COC)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,COCC(O)=C1C=C(C(C)C)C(=O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)C1=CC(=C(O)COC)OC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
C=C1C=C(C(C)CCOC)C(=O)O1,C=C1OC(=O)C=C1C(C)CCOC,C=C1C=C(C(C)CCOC)C(=O)O1 >> C=C1OC(=O)C=C1C(C)CCOC,rule0028_51
COCC(C)=C1C=C(C(C)C)C(=O)O1,CC(COCC(C)C)=C1C=CC(=O)O1,COCC(C)=C1C=C(C(C)C)C(=O)O1 >> CC(COCC(C)C)=C1C=CC(=O)O1,rule0028_51
CCCC1=CC(=CCOC)OC1=O,CCCC1=CC(=O)OC1=CCOC,CCCC1=CC(=CCOC)OC1=O >> CCCC1=CC(=O)OC1=CCOC,rule0028_51
COCC=C1C=C(C(C)(C)O)C(O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COCC=C1C=C(C(C)(C)OC)C(O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,COCC=C1C=C(C(C)(C)O)C(O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COCC=C1C=C(C(C)(C)OC)C(O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50
CCCC1=CC(=CCOC)OC1=O.O,CCC(O)C1=CC(=CCOC)OC1O,CCCC1=CC(=CCOC)OC1=O.O >> CCC(O)C1=CC(=CCOC)OC1O,rule0070_6
COCC=C1C=C(C(C)(C)C)C(=O)O1,COCC=C1OC(=O)C(C(C)C)=C1C,COCC=C1C=C(C(C)(C)C)C(=O)O1 >> COCC=C1OC(=O)C(C(C)C)=C1C,rule0028_51
COCC1OC12C=C(C(C)C)C(=O)O2.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C)C1=CC2(OC1=O)OC2C=O.CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,COCC1OC12C=C(C(C)C)C(=O)O2.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(C)C1=CC2(OC1=O)OC2C=O.CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2
COCC=C1C=C(C(C)CC(=O)O)C(=O)O1,COCC(C)=C1C=C(CCC(=O)O)C(=O)O1,COCC=C1C=C(C(C)CC(=O)O)C(=O)O1 >> COCC(C)=C1C=C(CCC(=O)O)C(=O)O1,rule0028_46
COCC=C1C=C(C(C)(C)C(=O)O)C(=O)O1,COC(C)C=C1C=C(C(C)C(=O)O)C(=O)O1,COCC=C1C=C(C(C)(C)C(=O)O)C(=O)O1 >> COC(C)C=C1C=C(C(C)C(=O)O)C(=O)O1,rule0028_47
COCCC1(O)C=C(C(C)C)C(=O)O1.COCCC1(O)C=C(C(C)C)C(=O)O1,CC(C)C1=CC(C)(O)OC1=O.COCCC1(O)OC(=O)C(C(C)C)=C1COC,COCCC1(O)C=C(C(C)C)C(=O)O1.COCCC1(O)C=C(C(C)C)C(=O)O1 >> CC(C)C1=CC(C)(O)OC1=O.COCCC1(O)OC(=O)C(C(C)C)=C1COC,rule0126_2
C=C1OC(=O)C(C(C)C)=C1COC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C=C1OC(=O)C(C(C)C)=C1C=O.CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=C1OC(=O)C(C(C)C)=C1COC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> C=C1OC(=O)C(C(C)C)=C1C=O.CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2
COCC=C1OC(=O)C(C(C)C)=C1COC.O,COCC=C1OC(O)C(C(C)(C)O)=C1COC,COCC=C1OC(=O)C(C(C)C)=C1COC.O >> COCC=C1OC(O)C(C(C)(C)O)=C1COC,rule0070_6
COCC=C1C=C(C(C)CC(=O)O)C(=O)O1,CCC(C(=O)O)C1=CC(=CCOC)OC1=O,COCC=C1C=C(C(C)CC(=O)O)C(=O)O1 >> CCC(C(=O)O)C1=CC(=CCOC)OC1=O,rule0449_1
CCOCC=C1C=C(CC)C(=O)O1.CCOCC=C1C=C(CC)C(=O)O1,CCOC(C)C=C1C=C(CC)C(=O)O1.CCOCC=C1C=C(C)C(=O)O1,CCOCC=C1C=C(CC)C(=O)O1.CCOCC=C1C=C(CC)C(=O)O1 >> CCOC(C)C=C1C=C(CC)C(=O)O1.CCOCC=C1C=C(C)C(=O)O1,rule0126_2
COCCC(=O)C=C(C(=O)O)C(C)C.OO,COCCC(=O)C=C(C=O)C(C)C.O.O=O,COCCC(=O)C=C(C(=O)O)C(C)C.OO >> COCCC(=O)C=C(C=O)C(C)C.O.O=O,rule0147_2
COCC(O)=C1C=C(C(C)C)C(O)O1,COCC1=C(C(C)C)C(O)OC1=CO,COCC(O)=C1C=C(C(C)C)C(O)O1 >> COCC1=C(C(C)C)C(O)OC1=CO,rule0028_50
COCC=C1C=C(C(C)(C)O)C(O)O1.COCC=C1C=C(C(C)(C)O)C(O)O1,CC(C)(O)C1=CC(=CCO)OC1O.COCC=C1C=C(C(C)(C)O)C(OC)O1,COCC=C1C=C(C(C)(C)O)C(O)O1.COCC=C1C=C(C(C)(C)O)C(O)O1 >> CC(C)(O)C1=CC(=CCO)OC1O.COCC=C1C=C(C(C)(C)O)C(OC)O1,rule0001_88
COCC(O)=C1C=C(C(C)C)C(O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COC(C)C(O)=C1C=C(C(C)C)C(O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,COCC(O)=C1C=C(C(C)C)C(O)O1.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COC(C)C(O)=C1C=C(C(C)C)C(O)O1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
