"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4871373";"";"None";"400.52";"1";"6.58";"38";"Cc1cc2ncn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1";"EC90";"'='";"2.1";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818886";"Antiviral activity against Lassa virus by virus yield reduction assay";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"2.1"
"CHEMBL4871246";"";"None";"414.55";"1";"6.94";"37";"Cc1cc2ncc(-c3ccc(OC(C)(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1";"EC90";"'<'";"3.3";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818889";"Antiviral activity against Lassa virus by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"3.3"
"CHEMBL4871373";"";"None";"400.52";"1";"6.58";"38";"Cc1cc2ncn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1";"EC90";"'<'";"4.2";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818889";"Antiviral activity against Lassa virus by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"4.2"
"CHEMBL4856500";"";"None";"457.57";"1";"5.17";"3m";"CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OCCN5CCOCC5)cc4)cn23)cc1";"EC50";"'>'";"25.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"25.0"
"CHEMBL4856591";"";"None";"387.48";"1";"5.64";"3y";"CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)nc4)n3c2)cc1";"EC50";"'='";"3.61";"nM";"8.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"3.61"
"CHEMBL4849537";"";"None";"388.47";"1";"5.06";"30";"CC(C)Oc1ccc(-c2ncc3ncn(-c4ccc(OC(C)C)cc4)c3n2)cc1";"EC50";"'='";"10.71";"nM";"7.97";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"10.71"
"CHEMBL4871246";"";"None";"414.55";"1";"6.94";"37";"Cc1cc2ncc(-c3ccc(OC(C)(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1";"EC50";"'='";"0.68";"nM";"9.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"0.68"
"CHEMBL4871373";"";"None";"400.52";"1";"6.58";"38";"Cc1cc2ncn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1";"EC50";"'='";"0.65";"nM";"9.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"0.65"
"CHEMBL4874618";"";"None";"430.55";"1";"6.29";"39";"Cc1cc2ncn(-c3ccc(OC(C)(C)C)cc3)c2cc1-c1ccc(OC(C)(C)O)cc1";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4818891";"Antiviral activity against pseudotyped Lassa mammarenavirus";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"None";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL4814074";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"4.0"
"CHEMBL557089";"";"None";"294.40";"0";"2.54";"9";"Cc1ccc(CN2C(=O)CNC[C@@H]2Cc2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1035389";"Antiviral activity against LASV infected in human A549 cells";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"A549";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL1151924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307651";"";"";"";""
"CHEMBL550575";"";"None";"426.56";"0";"4.79";"17D2";"Cc1ccc(CN2C(=O)CN(C(=O)c3ccc(C)cc3)CC2CCc2ccccc2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1035389";"Antiviral activity against LASV infected in human A549 cells";"F";"BAO_0000218";"organism-based format";"Mammarenavirus lassaense";"None";"None";"A549";"None";"";"";"";"CHEMBL615051";"Lassa virus";"Mammarenavirus lassaense";"ORGANISM";"CHEMBL1151924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307651";"";"";"";"1.2"
