"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4021661";"F";"Antiviral activity against Lassa virus infected in human HuH7 cells pretreated for 2 to 3 hrs followed by viral infection measured after 3 days by fluorescence assay";"Mammarenavirus lassaense";"2";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL4020744";"28465098";"10.1016/j.bmcl.2017.04.069";"2017";"Bioorg Med Chem Lett";"27";"2800";"2802";"";"";"";"";"";""
"CHEMBL1035389";"F";"Antiviral activity against LASV infected in human A549 cells";"Mammarenavirus lassaense";"19";"19";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"A549";"";"CHEMBL1151924";"19428249";"10.1016/j.bmcl.2009.04.098";"2009";"Bioorg Med Chem Lett";"19";"3771";"3774";"";"";"";"";"";""
"CHEMBL2328235";"F";"Antiviral activity against Lassa virus pseudovirions infected in HEK293T/17 cells after 72 hrs by luciferase reporter gene assay";"Mammarenavirus lassaense";"48";"48";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"HEK-293T";"";"CHEMBL2321741";"23265895";"10.1016/j.bmcl.2012.11.095";"2013";"Bioorg Med Chem Lett";"23";"744";"749";"";"";"";"";"";""
"CHEMBL4817844";"F";"Antiviral activity against Lassa virus infected in African green monkey Vero cells";"Mammarenavirus lassaense";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"Vero";"";"CHEMBL4814022";"33766766";"10.1016/j.bmcl.2021.127985";"2021";"Bioorg Med Chem Lett";"41";"127985";"127985";"";"";"";"";"";""
"CHEMBL2328229";"F";"Antiviral activity against Lassa virus infected in guinea pig strain 13 assessed as reduction in viral titre in plasma at 25 mg/kg/day, ip administered at 1 hr prior to infection for 14 days relative to control";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"CHEMBL3559721";"Plasma";"";"";"CHEMBL2321741";"23265895";"10.1016/j.bmcl.2012.11.095";"2013";"Bioorg Med Chem Lett";"23";"744";"749";"standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL2439189";"F";"Antiviral activity against Lassa virus pseudotype containing envelope glycoprotein incorporated in lentivirus infected in human 293T/17 cells by luciferase reporter gene assay";"Mammarenavirus lassaense";"40";"40";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2434965";"24064500";"10.1016/j.bmcl.2013.08.103";"2013";"Bioorg Med Chem Lett";"23";"5840";"5843";"";"";"";"";"";""
"CHEMBL4336413";"F";"Antiviral activity against Lassa virus infected in African green monkey Vero cells";"Mammarenavirus lassaense";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"Vero";"";"CHEMBL4334462";"31358469";"10.1016/j.bmcl.2019.07.021";"2019";"Bioorg Med Chem Lett";"29";"2480";"2482";"";"";"";"";"";""
"CHEMBL3861477";"F";"Antiviral activity against Lassa virus";"Mammarenavirus lassaense";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL3860083";"27670100";"10.1016/j.bmc.2016.09.036";"2016";"Bioorg Med Chem";"24";"5796";"5803";"";"";"";"";"";""
"CHEMBL2439188";"F";"Antiviral activity against Lassa virus by plaque reduction assay";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2434965";"24064500";"10.1016/j.bmcl.2013.08.103";"2013";"Bioorg Med Chem Lett";"23";"5840";"5843";"";"";"";"";"";""
"CHEMBL4818889";"F";"Antiviral activity against Lassa virus by plaque reduction assay";"Mammarenavirus lassaense";"4";"8";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL4814074";"33965007";"10.1016/j.bmcl.2021.127983";"2021";"Bioorg Med Chem Lett";"41";"127983";"127983";"";"";"";"";"";""
"CHEMBL2320857";"F";"Antiviral activity against Lassa virus by pseudo-type antiviral assay";"Mammarenavirus lassaense";"38";"38";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2311472";"23265900";"10.1016/j.bmcl.2012.11.093";"2013";"Bioorg Med Chem Lett";"23";"750";"756";"";"";"";"";"";""
"CHEMBL2328228";"F";"Antiviral activity against Lassa virus infected in guinea pig strain 13 assessed as host survival rate at 25 mg/kg/day, ip administered at 1 hr prior to infection for 14 days relative to control";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2321741";"23265895";"10.1016/j.bmcl.2012.11.095";"2013";"Bioorg Med Chem Lett";"23";"744";"749";"standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL2328234";"F";"Antiviral activity against Lassa virus pseudovirions infected in HEK293T/17 cells at 50 uM after 72 hrs by luciferase reporter gene assay";"Mammarenavirus lassaense";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"HEK-293T";"";"CHEMBL2321741";"23265895";"10.1016/j.bmcl.2012.11.095";"2013";"Bioorg Med Chem Lett";"23";"744";"749";"";"";"";"";"";""
"CHEMBL2328532";"F";"Antiviral activity against Lassa virus by cell based luciferase reporter gene assay";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2321771";"23526644";"10.1021/ml300370k";"2013";"ACS Med Chem Lett";"4";"239";"243";"";"";"";"";"";""
"CHEMBL4818886";"F";"Antiviral activity against Lassa virus by virus yield reduction assay";"Mammarenavirus lassaense";"4";"8";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL4814074";"33965007";"10.1016/j.bmcl.2021.127983";"2021";"Bioorg Med Chem Lett";"41";"127983";"127983";"";"";"";"";"";""
"CHEMBL4818891";"F";"Antiviral activity against pseudotyped Lassa mammarenavirus";"Mammarenavirus lassaense";"49";"49";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL4814074";"33965007";"10.1016/j.bmcl.2021.127983";"2021";"Bioorg Med Chem Lett";"41";"127983";"127983";"";"";"";"";"";""
"CHEMBL2328227";"F";"Antiviral activity against Lassa virus infected in guinea pig strain 13 assessed as host survival rate at 80 mg/kg/day, ip administered at 1 hr prior to infection for 14 days relative to control";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL2321741";"23265895";"10.1016/j.bmcl.2012.11.095";"2013";"Bioorg Med Chem Lett";"23";"744";"749";"standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL5131623";"F";"Antiviral activity against LASV infected in 1 hr pretreated human A549 cells";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"A549";"";"CHEMBL5131375";"33539089";"10.1021/acs.jmedchem.0c01467";"2022";"J Med Chem";"65";"893";"921";"";"";"";"";"";""
"CHEMBL5131600";"F";"Antiviral activity against LASV";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL5131375";"33539089";"10.1021/acs.jmedchem.0c01467";"2022";"J Med Chem";"65";"893";"921";"";"";"";"";"";""
"CHEMBL5131692";"F";"Antiviral activity against LASV in 1 hr pretreated human A549 cells measured after 48 hrs";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"A549";"";"CHEMBL5131375";"33539089";"10.1021/acs.jmedchem.0c01467";"2022";"J Med Chem";"65";"893";"921";"";"";"";"";"";""
"CHEMBL5255493";"F";"Antiviral activity against Lassa virus Josiah infected in African green monkey Vero cells";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Josiah";"Scientific Literature";"3052310";"";"";"Vero";"";"CHEMBL5252611";"36898483";"10.1016/j.bmcl.2023.129219";"2023";"Bioorg Med Chem Lett";"85";"129219";"129219";"";"";"";"";"";""
"CHEMBL5230490";"F";"Antiviral activity against Lassa virus assessed as inhibition of viral replication";"Mammarenavirus lassaense";"1";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL5230088";"32563812";"10.1016/j.ejmech.2020.112527";"2020";"Eur J Med Chem";"201";"112527";"112527";"";"";"";"";"";""
"CHEMBL4399748";"F";"Antiviral activity against Lassa virus";"Mammarenavirus lassaense";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL4396935";"31431358";"10.1016/j.bmcl.2019.08.017";"2019";"Bioorg Med Chem Lett";"29";"126613";"126613";"";"";"";"";"";""
"CHEMBL5131628";"F";"Antiviral activity against LASV assessed as inhibition of viral entry";"Mammarenavirus lassaense";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"3052310";"";"";"";"";"CHEMBL5131375";"33539089";"10.1021/acs.jmedchem.0c01467";"2022";"J Med Chem";"65";"893";"921";"";"";"";"";"";""
