"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4065616";"REMDESIVIR";"4.0";"602.59";"2";"2.31";"4b";"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1";"Activity";"'<'";"80000.0";"/ml";"";"";"";"";"";"";"";"";"0";"CHEMBL4008278";"Antiviral activity against Ebolavirus infected in rhesus monkey assessed as viral RNA copies at 10 mg/kg, iv administered daily administered daily starting from day 3 post infection measured on day 5 and 7 (Rvb = 10'9 copies/ml)";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4007399";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"80000.0"
"CHEMBL4065616";"REMDESIVIR";"4.0";"602.59";"2";"2.31";"4b";"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4008286";"Antiviral activity against Ebolavirus in phase-1 acute meningoencephalytis patient assessed as viral clearance in plasma at 150 mg, iv qd administered daily for 2 days followed by 225 mg for 14 days";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4007399";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";""
"CHEMBL3596788";"";"None";"265.27";"0";"-0.10";"1";"COc1nc(N)ncc1-c1cn(COCCO)cn1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4021655";"Antiviral activity against Ebolavirus Makona infected in human HeLa cells preincubated for 2 hrs followed by viral infection measured after 15 to 20 hrs by Draq5 staining based assay";"F";"BAO_0000219";"cell-based format";"Zaire ebolavirus Makona";"None";"None";"HeLa";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4020744";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3308376";"";"";"";"100.0"
"CHEMBL4080961";"";"None";"232.24";"0";"-0.15";"1; DHCDA";"Nc1nccc2c1ncn2[C@H]1C=C[C@H](O)[C@@H]1O";"EC50";"'='";"29.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4046254";"Antiviral activity against Ebolavirus";"F";"BAO_0000019";"assay format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4043174";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"29.5"
"CHEMBL4081268";"";"None";"325.17";"0";"0.69";"4";"Nc1ncc(Br)c2c1ncn2[C@@H]1[C@@H](O)[C@@H](O)[C@H]2C[C@H]21";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4046254";"Antiviral activity against Ebolavirus";"F";"BAO_0000019";"assay format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4043174";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";""
"CHEMBL3753489";"";"None";"262.27";"0";"-0.80";"4b";"Nc1nccc2c1ncn2C1=C[C@@H](CO)[C@H](O)[C@@H]1O";"EC50";"'<'";"320.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3756554";"Antiviral activity against Zaire ebolavirus infected in human HepG2 cells";"F";"BAO_0000219";"cell-based format";"Zaire ebolavirus";"None";"None";"HepG2";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL3751697";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307718";"";"";"";"0.32"
"CHEMBL4751715";"";"None";"639.73";"2";"8.62";"16a";"CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccccc5)[nH]c4c3)CC2)c1)OCC";"EC50";"'='";"1880.0";"nM";"5.73";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4737341";"Antiviral activity against Ebola virus infected in human HuH7 cells assessed as reduction in viral infection pretreated for 2 hrs followed by viral infection and measured after 3 days by ZsGreen fluorescence assay";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4732182";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 72.0 hr";"";"";"1.88"
"CHEMBL4792617";"";"None";"707.73";"2";"9.64";"16d";"CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5cccc(C(F)(F)F)c5)[nH]c4c3)CC2)c1)OCC";"EC50";"'='";"2490.0";"nM";"5.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4737341";"Antiviral activity against Ebola virus infected in human HuH7 cells assessed as reduction in viral infection pretreated for 2 hrs followed by viral infection and measured after 3 days by ZsGreen fluorescence assay";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL4732182";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 72.0 hr";"";"";"2.49"
"CHEMBL5085366";"";"None";"841.00";"3";"8.34";"4d";"CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5033673";"Antiviral activity against Ebola virus constitutively expressed firefly infected in human Huh-7 cells expressing pretreated for 1 hrs followed by viral infection and measured after 24 hrs by dual luciferase reporter assay";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL5032526";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 25.0 hr";"";"";"50.0"
"CHEMBL1871969";"";"None";"230.35";"0";"3.62";"4-Oxatetradecanoic acid";"CCCCCCCCCCOCCC(=O)O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5033673";"Antiviral activity against Ebola virus constitutively expressed firefly infected in human Huh-7 cells expressing pretreated for 1 hrs followed by viral infection and measured after 24 hrs by dual luciferase reporter assay";"F";"BAO_0000218";"organism-based format";"Ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4434621";"Ebolavirus";"Ebolavirus";"ORGANISM";"CHEMBL5032526";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 25.0 hr";"";"";"50.0"
