"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL221722";"FAVIPIRAVIR";"4.0";"157.10";"0";"-0.58";"4; FPV";"NC(=O)c1nc(F)cnc1O";"IC50";"'='";"67000.0";"nM";"4.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4723125";"Antiviral activity against Zaire Ebola virus infected in African green monkey Vero E6 cells measured after 5 days by immunofocus assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL4715853";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 120.0 hr";"";"";"67.0"
"CHEMBL221722";"FAVIPIRAVIR";"4.0";"157.10";"0";"-0.58";"Favipiravir";"NC(=O)c1nc(F)cnc1O";"EC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5255527";"Antiviral activity against Zaire ebolavirus infected in African green monkey Vero cells";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5252611";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"";"";"24.0"
"CHEMBL5611967";"";"None";"412.94";"1";"5.45";"55";"O=C(Nc1cccc(Cl)c1)c1ccc(-c2cccc(OC3CCNCC3)c2)s1";"EC50";"'='";"1860.0";"nM";"5.73";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5611045";"Antiviral activity against wild type Zaire EBOV Mayinga 1976 infected in Vero E6 cells pretreated with virus followed by compound addition and measured after 3 days";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5608238";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 72.0 hr";"";"";"1.86"
"CHEMBL5612466";"";"None";"487.64";"1";"5.11";"101";"O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccc(-c2ccccc2OC2CCNCC2)o1";"EC50";"'='";"9500.0";"nM";"5.02";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5611045";"Antiviral activity against wild type Zaire EBOV Mayinga 1976 infected in Vero E6 cells pretreated with virus followed by compound addition and measured after 3 days";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5608238";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 72.0 hr";"";"";"9.5"
"CHEMBL5395997";"";"None";"338.46";"0";"2.49";"14";"CN1CCN(CCC(=O)NN(c2ccccc2)c2ccccc2)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5384527";"Antiviral activity against wild type Zaire EBOV Mayinga infected in Vero E6 cells incubated for 3 days by immunofocus assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5380852";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 72.0 hr";"";"";"100.0"
"CHEMBL5619345";"";"None";"338.34";"0";"-0.06";"11";"CNc1nc(N)ncc1-c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)F)cn1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL5616951";"Antiviral activity against Zaire Ebola virus upto 100 uM";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"None";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5614423";"1";"Scientific Literature";"Bioorg Med Chem";"2024";"None";"DOSE <= 100.0 microM";"";"";""
"CHEMBL83";"TAMOXIFEN";"4.0";"371.52";"1";"6.00";"5";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4670542";"Antiviral activity against pseudotyped Ebola virus - Mayinga, Zaire infected in human A549 cells assessed as reduction in viral infection incubated for 48 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"A549";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL4665793";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 48.0 hr";"";"";"0.1"
"CHEMBL392916";"";"None";"510.72";"2";"7.00";"9";"CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4670542";"Antiviral activity against pseudotyped Ebola virus - Mayinga, Zaire infected in human A549 cells assessed as reduction in viral infection incubated for 48 hrs by luciferase reporter gene assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"A549";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL4665793";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 48.0 hr";"";"";"0.02"
"CHEMBL5172194";"";"None";"440.59";"0";"4.76";"1; SC816";"O=C(CNCCC1CCN(Cc2ccccc2)CC1)Nn1c2ccccc2c2ccccc21";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5384527";"Antiviral activity against wild type Zaire EBOV Mayinga infected in Vero E6 cells incubated for 3 days by immunofocus assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5380852";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 72.0 hr";"";"";"1.5"
"CHEMBL5433897";"";"None";"457.62";"0";"3.65";"13";"O=C(CCNCCN1CCN(Cc2ccccc2)CC1)NN(c1ccccc1)c1ccccc1";"EC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5384527";"Antiviral activity against wild type Zaire EBOV Mayinga infected in Vero E6 cells incubated for 3 days by immunofocus assay";"F";"BAO_0000218";"organism-based format";"Zaire ebolavirus";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL4513181";"Zaire ebolavirus";"Zaire ebolavirus";"ORGANISM";"CHEMBL5380852";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 72.0 hr";"";"";"2.7"
