Canonical_SMILES,Drug_Type,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI
CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,antibiotic,3.951145019520261,1.1403954078122145,1.7159700202083203,6.186320018832202,0.00011190641434122445,6.511484051266016e-07,0.019232244864786176
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,antibiotic,3.945931277688974,1.141774066925257,1.7080541065154704,6.183808448862477,0.00011325795672796031,6.549249734117769e-07,0.01958600646325862
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.942456023911979,1.1423911942006941,1.7033692832786187,6.181542764545339,0.00011416789036702072,6.583505996233187e-07,0.019798428372836234
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,antibiotic,3.94073579091714,1.1420780561623967,1.7022628008388425,6.179208780995437,0.00011462100421850456,6.618982288926871e-07,0.019848934525837032
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,antibiotic,3.938930340792684,1.1425926354882665,1.6994487752356817,6.178411906349686,0.00011509849878181201,6.631138421141994e-07,0.019977963933899185
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,antibiotic,3.9319559878281902,1.143286687129678,1.691114081054021,6.172797894602359,0.0001169617916164685,6.71741385045812e-07,0.020365070550478637
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.928789836198999,1.1462542188577092,1.6821315672378891,6.175448105160109,0.00011781759785523538,6.676546757805972e-07,0.02079066749311508
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.9250936605950058,1.1409149659780295,1.688900327278068,6.1612869939119435,0.00011882459409125063,6.897838247962439e-07,0.020469143597446903
C1N2CN3CN1CN(C2)C3,antibiotic,3.9215780010480383,1.139223487662348,1.6886999652298362,6.15445603686624,0.00011979039554656622,7.007191122697177e-07,0.020478589229173692
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,antibiotic,3.917146251863195,1.1397087582679017,1.6833170856581074,6.150975418068283,0.00012101905243555388,7.063575343732384e-07,0.02073399141327853
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,antibiotic,3.9115268699419365,1.1428094706391922,1.6716203074891198,6.151433432394754,0.00012259510503381498,7.056129904106583e-07,0.021300004368549237
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,antibiotic,3.9061268370472577,1.1407677500419944,1.6702220469649487,6.142031627129567,0.00012412897321422082,7.210549670506663e-07,0.021368692672959645
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,antibiotic,3.881313138314629,1.1403716514283257,1.6461847015151108,6.116441575114147,0.00013142768605658157,7.648185712385455e-07,0.022584750569295316
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,antibiotic,3.8634353950093683,1.1423933870082725,1.6243443564731543,6.102526433545583,0.00013695080991936115,7.897207811963111e-07,0.02374956412968783
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,antibiotic,3.861822006186232,1.13960851162573,1.6281893233998015,6.095454688972662,0.00013746052359026617,8.026853026652627e-07,0.023540228633773717
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.85784704559359,1.142009700485518,1.6195080326419746,6.0961860585452055,0.00013872443171661375,8.013346855324724e-07,0.024015518487521613
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,antibiotic,3.8450375608478904,1.1401138108936202,1.6104144914963947,6.0796606301993865,0.0001428770383034024,8.324139884888602e-07,0.024523672543526803
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,antibiotic,3.842595777944741,1.141929743863312,1.6044134799726493,6.080778075916832,0.0001436826145275068,8.302749288616721e-07,0.024864888725189507
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,antibiotic,3.830177552803187,1.1420784909564001,1.591703710528643,6.068651395077731,0.0001478503807232228,8.53785165984863e-07,0.025603320309256213
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,antibiotic,3.827695065510577,1.1407187272104204,1.5918863601781528,6.063503770843001,0.0001486979339953843,8.639651591128712e-07,0.02559255467801452
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,antibiotic,3.827257935877525,1.1418505020615632,1.589230951836861,6.06528491991819,0.00014884767800391806,8.604290804520659e-07,0.025749514690411878
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,antibiotic,3.8154257889544296,1.1394221624982634,1.5821583504578332,6.048693227451026,0.00015295870957211883,8.939367107505433e-07,0.02617228552379772
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.792000348015775,1.139587949485756,1.5584079670236934,6.025592729007856,0.00016143572631834794,9.427732923793996e-07,0.02764343659561864
Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,antibiotic,3.76527139280258,1.141321711632614,1.5282808380026567,6.002261947602504,0.00017168351929370147,9.948052129867314e-07,0.02962914790984702
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,antibiotic,3.763490369555797,1.1426934189792606,1.5238112683564462,6.003169470755148,0.00017238903177282843,9.927285894499586e-07,0.029935652696412296
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,antibiotic,3.7559574791632295,1.1396611326258368,1.5222216592165894,5.98969329910987,0.00017540522289084663,1.0240159020347639e-06,0.03004542425195957
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,antibiotic,3.7307969749934555,1.139616106247981,1.497149406747413,5.964444543239498,0.0001858673148924544,1.085314128789459e-06,0.031831022769291284
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,antibiotic,3.729926228492956,1.1407930431564144,1.493971863906384,5.965880593079528,0.0001862403467281391,1.0817313265967748e-06,0.03206477051796319
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.724314636021119,1.1414709643416918,1.4870315459114032,5.961597726130835,0.00018866240396269072,1.0924517730459509e-06,0.0325813034013762
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,antibiotic,3.7175461918174753,1.140966133393827,1.4812525703655743,5.953839813269376,0.00019162572376450667,1.1121418580220874e-06,0.03301774656119613
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,antibiotic,3.7114709548770612,1.1469566978202042,1.463435827149461,5.959506082604662,0.0001943251649951495,1.0977259157299205e-06,0.034400453892247274
C[C@@H]1O[C@@H]1P(=O)(O)O,antibiotic,3.6991096077767076,1.1405785344325086,1.463575680288991,5.934643535264424,0.00019993572057153396,1.1624023110359844e-06,0.03438937791239562
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,antibiotic,3.666537676432443,1.1394318897343416,1.4332511725531334,5.899824180311752,0.00021550746758497693,1.259435178077427e-06,0.03687642634834733
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,antibiotic,3.66487843332373,1.1405878414641832,1.4293262640539308,5.900430602593529,0.00021633239914781152,1.2576778069669576e-06,0.03721120517655572
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,antibiotic,3.620095981816715,1.141969391742466,1.3818359740014818,5.858355989631948,0.0002398302820410584,1.385619575838739e-06,0.041511079366121584
O=C(O)C(O)c1ccccc1,antibiotic,3.618634952025581,1.1400207294097402,1.3841943223824904,5.853075581668672,0.00024063846464504753,1.4025695896135323e-06,0.04128627277786737
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.6100171645319534,1.140807030109352,1.3740353855176233,5.845998943546284,0.00024546119006439444,1.4256110615031979e-06,0.0422634177405291
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,antibiotic,3.582013322314269,1.1426995530894513,1.3423221982589446,5.821704446369593,0.000261810269469137,1.5076327175750815e-06,0.04546506347364975
CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,antibiotic,3.5371477445634216,1.1491014623705207,1.284908878317201,5.789386610809642,0.00029030348901603074,1.6241023291823549e-06,0.05189089026016546
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,antibiotic,3.5313940995872297,1.146552059133988,1.2841520636846133,5.778636135489846,0.00029417509367051116,1.6648068897080594e-06,0.05198139572285744
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.3543437816176254,1.1439802776174337,1.1121424374874556,5.596545125747795,0.000442238164042242,2.5319485372861994e-06,0.07724272071701516
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.3104168922267534,1.1427388541461232,1.0706487381003518,5.550185046353155,0.0004893088916561437,2.8171823164457847e-06,0.084986757887869
