drugName,Canonical_SMILES,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Basidalin,NC1=CC(=O)O/C1=C/C=O,3.83054516241962,1.1399431631815002,1.5962565625838794,6.06483376225536,0.00014772528536134705,8.613233834885007e-07,0.0253363142733983,139.10999999999999,-0.5314000000000001,4,1,4.0,0.30092405453268595,0,69.39000000000001,0,2,2,0.8360583,0.9044981,0.801551,0.67310315,0.09461497,0.15213928,0.03860771,0.077672675,0.0071883136,0.43695593,0.010456319,0.24817643,0.03699752,0.75796735,0.997944,0.060446836,0.01781652,0.17977044,0.013478245,0.032943238,0.0869722,0.040509623,0.90020734,0.0047810683,0.5061997,0.13440078,0.13811818,0.11575083,0.15741077,0.9156793,0.029785741,-4.446902,10.8834505,-21.854437,-1.6934547,-9.943762,2.1554532,-0.6916247,40.489655,-1.4902245,-3.9207509,7.803163444639719,17.750439367311074,48.55887521968366,36.59050966608085,63.44463971880493,20.175746924428825,22.601054481546576,46.18629173989456,47.59226713532514,87.9261862917399,95.07908611599298,95.67662565905097,69.49033391915643,50.896309314587,86.5377855887522,50.790861159929705,56.48506151142355,51.45869947275923,40.63268892794377,20.84358523725835,49.13884007029878,34.93848857644991,68.11950790861161,24.710017574692444,69.73637961335677,50.22847100175748,85.83479789103691,36.344463971880494,79.57820738137083,44.63971880492092,65.79964850615114,49.279437609841835,77.3286467486819,65.30755711775045,26.713532513181022,83.8664323374341,89.8066783831283,88.33040421792619,66.36203866432338,80.597539543058,96.37961335676627,17.961335676625662,85.37785588752197,26.92442882249561,7.065026362038665,19.472759226713535,71.28295254833041,32.02108963093146,21.195079086115996,21.01933216168717,77.57469244288225,5.975395430579965
Basidalin_Precursor,CCC=C1OC(=O)[C@@H](C)[C@H]1O,3.7014845414027038,1.139833795507327,1.467410302208343,5.935558780597065,0.00019884535876169834,1.1599552086866e-06,0.034087071987752425,156.18099999999998,0.8340999999999998,3,1,4.0,0.5719283903210456,2,46.53,0,0,0,0.14128967,0.94662523,0.93710196,0.1338692,0.04445433,0.2801102,0.011091893,0.1938408,0.004459957,0.3503005,0.0028303517,0.15587123,0.036260087,0.37306395,0.999726,0.005296234,0.014765577,0.010827799,0.004039786,0.0039444393,0.0378433,0.006148474,0.93941766,0.0050447225,0.027259335,0.0041030413,0.008173585,0.0044336705,0.005260882,0.5156024,0.032113094,-4.045618,55.192474,6.3214445,1.8095204,-6.830091,2.1607687,0.7471076,41.34012,-0.8935774,-0.312066,10.54481546572935,30.123022847100177,32.653778558875224,36.59050966608085,63.44463971880493,56.59050966608085,69.84182776801407,28.26010544815466,47.59226713532514,25.869947275922673,37.188049209138846,36.27416520210897,77.4340949033392,91.95079086115994,59.824253075571185,38.55887521968366,84.63971880492092,33.391915641476274,67.06502636203867,13.954305799648507,41.6871704745167,24.74516695957821,47.240773286467494,24.007029876977153,48.26010544815466,67.45166959578208,29.279437609841832,29.982425307557122,40.66783831282953,26.85413005272408,14.059753954305801,11.17750439367311,49.068541300527244,74.97363796133568,27.065026362038665,14.938488576449913,35.39543057996485,36.90685413005273,27.521968365553604,20.949033391915645,48.99824253075572,19.05096660808436,97.71528998242532,67.38137082601055,30.158172231985944,25.06151142355009,88.75219683655537,32.40773286467487,42.284710017574696,21.40597539543058,84.92091388400704,32.61862917398946
